,SampleDateTime,Ammonia filtered,Unit Ammonia filtered,Carbon dissolved inorganic,Unit Carbon dissolved inorganic,Carbon dissolved organic,Unit Carbon dissolved organic,Carbon particulate organic,Unit Carbon particulate organic,Chloride dissolved,Unit Chloride dissolved,Chlorophyll A,Unit Chlorophyll A,Chlorophyll corrected,Unit Chlorophyll corrected,Nitrite and nitrate filtered,Unit Nitrite and nitrate filtered,Nitrogen Kjeldahl total,Unit Nitrogen Kjeldahl total,Nitrogen particulate,Unit Nitrogen particulate,Nitrogen total,Unit Nitrogen total,Nitrogen total dissolved,Unit Nitrogen total dissolved,Phosphorus particulate,Unit Phosphorus particulate,Phosphorus soluble reactive,Unit Phosphorus soluble reactive,Phosphorus total,Unit Phosphorus total,Phosphorus total dissolved,Unit Phosphorus total dissolved,Phosphorus total filtered,Unit Phosphorus total filtered,SiO2,Unit SiO2,Silica soluble reactive,Unit Silica soluble reactive,Specific conductance,Unit Specific conductance,Total suspended solids (non-filterable residue),Unit Total suspended solids (non-filterable residue),Turbidity,Unit Turbidity
14,2012-03-05,0.199,mg/L,55.2,mg/L,3.9,mg/L,1.16,mg/L,27.9,mg/L,9.6,µg/L,3.6,µg/L,5.55,mg/L,0.751,mg/L,0.235,mg/L,6.0600000000000005,mg/L,,,0.0396,mg/L,0.0144,mg/L,0.0597,mg/L,,,0.0179,mg/L,6.16,mg/L,,,618.0,µS/cm,17.7,mg/L,15.6,NTU
15,2012-03-12,0.005,mg/L,55.4,mg/L,3.4,mg/L,1.195,mg/L,28.700000000000003,mg/L,25.0,µg/L,25.0,µg/L,4.255,mg/L,0.4395,mg/L,0.0925,mg/L,4.4475,mg/L,,,0.026299999999999997,mg/L,0.00385,mg/L,0.030899999999999997,mg/L,,,0.0066,mg/L,2.45,mg/L,,,626.5,µS/cm,,,3.915,NTU
16,2012-03-20,0.112,mg/L,52.8,mg/L,4.5,mg/L,0.993,mg/L,27.8,mg/L,,,,,4.73,mg/L,1.3,mg/L,0.186,mg/L,6.145,mg/L,,,0.0253,mg/L,0.0027,mg/L,0.0269,mg/L,,,0.0065,mg/L,0.98,mg/L,,,611.0,µS/cm,,,4.24,NTU
17,2012-03-27,0.01,mg/L,54.0,mg/L,4.0,mg/L,0.387,mg/L,29.8,mg/L,2.9,µg/L,3.5,µg/L,3.61,mg/L,0.453,mg/L,0.131,mg/L,3.91,mg/L,,,0.0111,mg/L,0.0037,mg/L,0.0219,mg/L,,,0.0091,mg/L,1.77,mg/L,,,625.0,µS/cm,,,2.92,NTU
18,2012-04-03,0.005,mg/L,50.6,mg/L,4.7,mg/L,0.536,mg/L,37.7,mg/L,6.4,µg/L,6.0,µg/L,2.95,mg/L,0.542,mg/L,0.099,mg/L,3.54,mg/L,3.31,mg/L,0.0143,mg/L,0.001,mg/L,0.0244,mg/L,,,0.0087,mg/L,1.05,mg/L,,,631.0,µS/cm,,,2.87,NTU
19,2012-04-10,0.024,mg/L,51.75,mg/L,4.5,mg/L,0.4975,mg/L,31.15,mg/L,4.3,µg/L,2.3,µg/L,2.955,mg/L,0.45799999999999996,mg/L,0.0935,mg/L,3.18,mg/L,3.125,mg/L,0.0135,mg/L,0.00145,mg/L,0.02085,mg/L,,,0.00695,mg/L,0.7050000000000001,mg/L,,,616.0,µS/cm,,,2.755,NTU
20,2012-04-16,0.075,mg/L,51.2,mg/L,7.9,mg/L,1.62,mg/L,33.2,mg/L,9.9,µg/L,5.5,µg/L,2.69,mg/L,0.94,mg/L,0.254,mg/L,3.55,mg/L,3.48,mg/L,0.0301,mg/L,0.001,mg/L,0.0364,mg/L,,,0.0109,mg/L,1.1,mg/L,,,622.0,µS/cm,12.5,mg/L,6.21,NTU
21,2012-06-11,0.048,mg/L,51.5,mg/L,4.1,mg/L,0.762,mg/L,34.6,mg/L,3.7,µg/L,1.8,µg/L,6.18,mg/L,0.667,mg/L,0.093,mg/L,6.69,mg/L,6.33,mg/L,0.0193,mg/L,0.0307,mg/L,0.0509,mg/L,,,0.0368,mg/L,3.79,mg/L,,,646.0,µS/cm,13.6,mg/L,7.88,NTU
22,2012-06-18,0.058,mg/L,48.6,mg/L,4.8,mg/L,0.597,mg/L,39.4,mg/L,5.1,µg/L,1.8,µg/L,1.94,mg/L,0.539,mg/L,0.125,mg/L,2.54,mg/L,,,0.0192,mg/L,0.0397,mg/L,0.0578,mg/L,,,0.0451,mg/L,3.65,mg/L,,,,,13.1,mg/L,7.49,NTU
23,2012-06-26,0.036,mg/L,48.4,mg/L,5.5,mg/L,0.924,mg/L,38.2,mg/L,4.5,µg/L,,,0.484,mg/L,0.458,mg/L,0.098,mg/L,0.973,mg/L,,,0.0222,mg/L,0.0621,mg/L,0.0967,mg/L,,,0.0684,mg/L,6.04,mg/L,,,,,14.3,mg/L,10.6,NTU
24,2012-07-03,0.035,mg/L,48.5,mg/L,5.8,mg/L,0.853,mg/L,43.4,mg/L,6.7,µg/L,4.6,µg/L,0.349,mg/L,0.504,mg/L,0.115,mg/L,0.77,mg/L,,,0.0255,mg/L,0.0767,mg/L,0.107,mg/L,,,0.0812,mg/L,7.1,mg/L,,,,,22.9,mg/L,10.2,NTU
25,2012-07-27,0.031,mg/L,44.5,mg/L,4.7,mg/L,1.36,mg/L,38.5,mg/L,12.9,µg/L,10.9,µg/L,0.219,mg/L,0.378,mg/L,0.228,mg/L,0.805,mg/L,,,0.0457,mg/L,0.041,mg/L,0.0872,mg/L,,,0.0503,mg/L,6.69,mg/L,,,,,39.0,mg/L,16.3,NTU
26,2012-07-30,0.035,mg/L,44.3,mg/L,6.2,mg/L,0.889,mg/L,46.3,mg/L,5.3,µg/L,4.7,µg/L,0.338,mg/L,0.504,mg/L,0.12,mg/L,2.17,mg/L,,,0.0293,mg/L,0.0573,mg/L,0.0926,mg/L,,,0.066,mg/L,4.93,mg/L,,,,,21.4,mg/L,15.7,NTU
27,2012-08-10,0.048,mg/L,42.7,mg/L,5.2,mg/L,1.05,mg/L,47.6,mg/L,6.8,µg/L,5.5,µg/L,0.095,mg/L,0.458,mg/L,0.169,mg/L,0.66,mg/L,,,0.0393,mg/L,0.0459,mg/L,0.0944,mg/L,,,0.0515,mg/L,4.69,mg/L,,,,,24.5,mg/L,19.9,NTU
28,2012-09-08,0.029,mg/L,38.4,mg/L,6.4,mg/L,3.83,mg/L,41.0,mg/L,7.6,µg/L,7.4,µg/L,1.38,mg/L,0.538,mg/L,0.462,mg/L,2.02,mg/L,,,0.144,mg/L,0.0709,mg/L,0.177,mg/L,,,0.0781,mg/L,6.63,mg/L,,,,,85.0,mg/L,104.0,NTU
29,2012-09-18,0.015,mg/L,23.6,mg/L,8.0,mg/L,30.1,mg/L,23.6,mg/L,34.6,µg/L,28.0,µg/L,2.06,mg/L,0.587,mg/L,3.23,mg/L,4.12,mg/L,,,0.816,mg/L,0.101,mg/L,0.868,mg/L,,,0.106,mg/L,4.29,mg/L,,,,,1752.0,mg/L,627.0,NTU
30,2012-09-24,0.039,mg/L,50.6,mg/L,6.6,mg/L,1.12,mg/L,34.8,mg/L,2.1,µg/L,,,7.82,mg/L,0.829,mg/L,0.158,mg/L,8.38,mg/L,,,0.0415,mg/L,0.0792,mg/L,0.136,mg/L,,,0.0925,mg/L,8.67,mg/L,,,,,22.0,mg/L,22.0,NTU
31,2012-10-01,0.01,mg/L,55.6,mg/L,5.0,mg/L,0.378,mg/L,42.0,mg/L,14.1,µg/L,12.9,µg/L,3.85,mg/L,0.564,mg/L,0.096,mg/L,4.43,mg/L,,,0.014,mg/L,0.0414,mg/L,0.0689,mg/L,,,0.0495,mg/L,6.64,mg/L,,,,,5.4,mg/L,4.71,NTU
32,2012-10-10,0.007,mg/L,57.0,mg/L,5.2,mg/L,0.396,mg/L,43.6,mg/L,2.6,µg/L,1.3,µg/L,2.67,mg/L,0.463,mg/L,0.053,mg/L,3.11,mg/L,,,0.0103,mg/L,0.0195,mg/L,0.0376,mg/L,,,0.028,mg/L,3.46,mg/L,,,,,2.7,mg/L,2.36,NTU
33,2012-10-15,0.0075,mg/L,50.25,mg/L,6.65,mg/L,1.175,mg/L,41.400000000000006,mg/L,12.0,µg/L,10.3,µg/L,2.3499999999999996,mg/L,0.5525,mg/L,0.1735,mg/L,2.895,mg/L,,,0.0342,mg/L,0.02545,mg/L,0.06620000000000001,mg/L,,,0.035750000000000004,mg/L,4.3,mg/L,,,,,13.15,mg/L,8.36,NTU
34,2012-10-23,0.019,mg/L,54.7,mg/L,5.8,mg/L,0.633,mg/L,38.9,mg/L,2.1,µg/L,1.3,µg/L,8.52,mg/L,0.79,mg/L,0.081,mg/L,9.32,mg/L,,,0.018,mg/L,0.042,mg/L,0.0658,mg/L,,,0.053,mg/L,7.13,mg/L,,,,,9.6,mg/L,9.07,NTU
35,2012-10-29,0.037,mg/L,44.1,mg/L,7.6,mg/L,5.45,mg/L,30.5,mg/L,6.6,µg/L,3.6,µg/L,7.74,mg/L,0.858,mg/L,0.536,mg/L,8.52,mg/L,,,0.128,mg/L,0.0957,mg/L,0.2,mg/L,,,0.107,mg/L,7.67,mg/L,,,,,105.0,mg/L,69.1,NTU
36,2012-11-06,0.023,mg/L,60.0,mg/L,4.4,mg/L,0.363,mg/L,32.8,mg/L,0.4,µg/L,0.1,µg/L,8.06,mg/L,0.586,mg/L,0.037,mg/L,8.51,mg/L,,,0.0135,mg/L,0.0385,mg/L,0.0576,mg/L,,,0.0407,mg/L,7.82,mg/L,,,,,5.7,mg/L,6.16,NTU
37,2012-11-13,0.008,mg/L,50.3,mg/L,7.8,mg/L,3.43,mg/L,34.4,mg/L,3.1,µg/L,,,5.28,mg/L,0.759,mg/L,0.413,mg/L,5.85,mg/L,,,0.0661,mg/L,0.0596,mg/L,0.178,mg/L,,,0.0688,mg/L,6.31,mg/L,,,,,57.1,mg/L,59.0,NTU
38,2012-11-19,0.028,mg/L,59.0,mg/L,4.5,mg/L,0.266,mg/L,47.3,mg/L,1.2,µg/L,1.1,µg/L,5.67,mg/L,0.677,mg/L,0.029,mg/L,6.15,mg/L,,,0.0112,mg/L,0.0415,mg/L,0.0595,mg/L,,,0.0499,mg/L,4.16,mg/L,,,,,2.7,mg/L,3.56,NTU
39,2012-11-27,0.005,mg/L,57.2,mg/L,4.1,mg/L,0.36,mg/L,38.4,mg/L,1.5,µg/L,1.6,µg/L,4.73,mg/L,0.52,mg/L,0.045,mg/L,5.0,mg/L,,,0.0087,mg/L,0.0038,mg/L,0.0166,mg/L,,,0.0093,mg/L,1.82,mg/L,,,,,2.6,mg/L,2.33,NTU
40,2012-12-03,0.061,mg/L,46.2,mg/L,9.2,mg/L,2.69,mg/L,36.3,mg/L,17.1,µg/L,,,4.29,mg/L,0.844,mg/L,0.494,mg/L,5.25,mg/L,,,0.106,mg/L,0.0208,mg/L,0.112,mg/L,,,0.0329,mg/L,4.29,mg/L,,,,,49.8,mg/L,50.1,NTU
41,2012-12-10,0.0465,mg/L,52.9,mg/L,5.45,mg/L,2.05,mg/L,37.650000000000006,mg/L,12.600000000000001,µg/L,11.6,µg/L,5.785,mg/L,0.6765,mg/L,0.23049999999999998,mg/L,6.55,mg/L,,,0.046,mg/L,0.035750000000000004,mg/L,0.09195,mg/L,,,0.04045,mg/L,5.6850000000000005,mg/L,,,,,32.1,mg/L,24.1,NTU
42,2013-01-14,0.049,mg/L,25.7,mg/L,8.7,mg/L,5.86,mg/L,16.0,mg/L,1.6,µg/L,0.1,µg/L,5.84,mg/L,0.738,mg/L,0.751,mg/L,7.88,mg/L,,,0.329,mg/L,0.159,mg/L,0.584,mg/L,,,0.156,mg/L,5.79,mg/L,,,,,163.3,mg/L,278.0,NTU
43,2013-01-30,0.22,mg/L,17.9,mg/L,10.2,mg/L,15.8,mg/L,9.08,mg/L,0.6,µg/L,1.4,µg/L,2.57,mg/L,0.971,mg/L,1.7,mg/L,5.08,mg/L,,,0.752,mg/L,0.192,mg/L,1.17,mg/L,,,0.191,mg/L,4.08,mg/L,,,,,823.0,mg/L,974.0,NTU
44,2013-02-12,0.369,mg/L,33.8,mg/L,5.2,mg/L,1.71,mg/L,45.7,mg/L,1.5,µg/L,0.1,µg/L,3.82,mg/L,0.92,mg/L,0.25,mg/L,4.57,mg/L,,,0.0494,mg/L,0.0839,mg/L,0.157,mg/L,,,0.0954,mg/L,4.39,mg/L,,,,,35.8,mg/L,34.6,NTU
45,2013-02-27,0.324,mg/L,31.1,mg/L,7.15,mg/L,2.88,mg/L,39.650000000000006,mg/L,2.0999999999999996,µg/L,1.75,µg/L,3.495,mg/L,1.0950000000000002,mg/L,0.4245,mg/L,4.905,mg/L,,,0.125,mg/L,0.06775,mg/L,0.23199999999999998,mg/L,,,0.07185,mg/L,4.074999999999999,mg/L,,,,,89.0,mg/L,105.0,NTU
46,2013-03-11,0.132,mg/L,18.7,mg/L,7.3,mg/L,13.7,mg/L,11.1,mg/L,4.4,µg/L,3.6,µg/L,2.13,mg/L,0.715,mg/L,1.78,mg/L,4.01,mg/L,,,0.488,mg/L,0.0688,mg/L,0.854,mg/L,,,0.0841,mg/L,4.29,mg/L,,,,,711.0,mg/L,715.0,NTU
47,2013-03-12,0.131,mg/L,20.7,mg/L,7.9,mg/L,11.4,mg/L,10.8,mg/L,4.1,µg/L,3.3,µg/L,2.57,mg/L,0.714,mg/L,1.63,mg/L,4.03,mg/L,,,0.428,mg/L,0.105,mg/L,0.586,mg/L,,,0.117,mg/L,4.82,mg/L,,,,,450.0,mg/L,368.0,NTU
48,2013-04-10,0.479,mg/L,23.6,mg/L,9.9,mg/L,31.2,mg/L,20.9,mg/L,20.4,µg/L,14.1,µg/L,6.46,mg/L,1.52,mg/L,5.07,mg/L,9.3,mg/L,,,1.63,mg/L,0.0854,mg/L,0.888,mg/L,0.0855,mg/L,,,,,5.3,mg/L,,,1520.0,mg/L,868.0,NTU
49,2013-04-24,0.013,mg/L,44.55,mg/L,4.45,mg/L,0.741,mg/L,29.6,mg/L,16.15,µg/L,16.75,µg/L,4.415,mg/L,0.5894999999999999,mg/L,0.133,mg/L,4.845000000000001,mg/L,,,0.016149999999999998,mg/L,0.002,mg/L,0.0221,mg/L,0.0067,mg/L,,,,,0.645,mg/L,,,7.4,mg/L,4.695,NTU
