,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
70,2008-04-28,0.028,MILLIGRAM PER LITER,0.0013,MILLIGRAM PER LITER,,,,,0.016,MILLIGRAM PER LITER,0.48,MILLIGRAM PER LITER,2.63,MILLIGRAM PER LITER,2.4,MILLIGRAM PER LITER,23.8,MILLIGRAM PER LITER
71,2008-05-26,0.036,MILLIGRAM PER LITER,0.0005,MILLIGRAM PER LITER,,,,,0.029,MILLIGRAM PER LITER,0.56,MILLIGRAM PER LITER,2.89,MILLIGRAM PER LITER,3.3,MILLIGRAM PER LITER,26.4,MILLIGRAM PER LITER
72,2008-06-16,0.058,MILLIGRAM PER LITER,0.0097,MILLIGRAM PER LITER,,,,,0.049,MILLIGRAM PER LITER,0.67,MILLIGRAM PER LITER,3.36,MILLIGRAM PER LITER,4.32,MILLIGRAM PER LITER,27.6,MILLIGRAM PER LITER
73,2008-07-28,0.605,MILLIGRAM PER LITER,0.0248,MILLIGRAM PER LITER,,,,,,,4.5,MILLIGRAM PER LITER,3.12,MILLIGRAM PER LITER,4.8,MILLIGRAM PER LITER,20.8,MILLIGRAM PER LITER
74,2008-08-25,0.057,MILLIGRAM PER LITER,0.0172,MILLIGRAM PER LITER,,,,,0.016,MILLIGRAM PER LITER,0.62,MILLIGRAM PER LITER,2.73,MILLIGRAM PER LITER,4.14,MILLIGRAM PER LITER,27.6,MILLIGRAM PER LITER
75,2008-09-29,0.035,MILLIGRAM PER LITER,0.0124,MILLIGRAM PER LITER,,,,,,,0.41,MILLIGRAM PER LITER,2.91,MILLIGRAM PER LITER,4.24,MILLIGRAM PER LITER,28.2,MILLIGRAM PER LITER
76,2008-10-27,0.02,MILLIGRAM PER LITER,,,,,,,0.022,MILLIGRAM PER LITER,0.46,MILLIGRAM PER LITER,2.71,MILLIGRAM PER LITER,,,28.4,MILLIGRAM PER LITER
77,2007-03-14,0.099,MILLIGRAM PER LITER,0.0668,MILLIGRAM PER LITER,,,,,0.031,MILLIGRAM PER LITER,0.32,MILLIGRAM PER LITER,2.73,MILLIGRAM PER LITER,2.58,MILLIGRAM PER LITER,18.5,MILLIGRAM PER LITER
78,2007-06-05,0.048,MILLIGRAM PER LITER,0.0099,MILLIGRAM PER LITER,,,,,0.046,MILLIGRAM PER LITER,0.51,MILLIGRAM PER LITER,3.02,MILLIGRAM PER LITER,4.1,MILLIGRAM PER LITER,26.2,MILLIGRAM PER LITER
79,2007-06-26,0.034,MILLIGRAM PER LITER,0.0106,MILLIGRAM PER LITER,,,,,0.033,MILLIGRAM PER LITER,0.36,MILLIGRAM PER LITER,3.26,MILLIGRAM PER LITER,4.26,MILLIGRAM PER LITER,29.1,MILLIGRAM PER LITER
80,2007-07-31,0.021,MILLIGRAM PER LITER,0.0069,MILLIGRAM PER LITER,,,,,0.016,MILLIGRAM PER LITER,0.35,MILLIGRAM PER LITER,2.99,MILLIGRAM PER LITER,3.82,MILLIGRAM PER LITER,30.8,MILLIGRAM PER LITER
81,2007-09-11,0.049,MILLIGRAM PER LITER,0.0083,MILLIGRAM PER LITER,,,,,0.023,MILLIGRAM PER LITER,0.42,MILLIGRAM PER LITER,2.78,MILLIGRAM PER LITER,4.48,MILLIGRAM PER LITER,29.5,MILLIGRAM PER LITER
