#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2015,9,8,12,0,210,3.5,NAN,NAN,NAN,NAN,NAN,NAN,23.9,24.7,NAN,NAN,NAN
2015,9,8,13,0,201,3.5,NAN,NAN,NAN,NAN,NAN,NAN,24.3,24.7,NAN,NAN,NAN
2015,9,8,14,0,213,4.7,NAN,NAN,NAN,NAN,NAN,NAN,24.8,24.8,NAN,NAN,NAN
2015,9,8,15,0,243,2.7,NAN,NAN,NAN,NAN,NAN,NAN,25,24.9,NAN,NAN,NAN
2015,9,8,16,0,213,2.4,NAN,NAN,NAN,NAN,NAN,NAN,25.8,25,NAN,NAN,NAN
2015,9,8,17,0,217,1.1,NAN,NAN,NAN,NAN,NAN,NAN,26.7,25.1,NAN,NAN,NAN
2015,9,8,19,0,331,1,NAN,NAN,NAN,NAN,NAN,NAN,28.9,25.3,NAN,NAN,NAN
2015,9,8,20,0,189,0.5,NAN,NAN,NAN,NAN,NAN,NAN,28.3,25.4,NAN,NAN,NAN
2015,9,8,21,0,269,0.6,NAN,NAN,NAN,NAN,NAN,NAN,27.8,25.4,NAN,NAN,NAN
2015,9,8,22,0,179,0.6,NAN,NAN,NAN,NAN,NAN,NAN,27.5,25.4,NAN,NAN,NAN
2015,9,8,23,0,164,2,NAN,NAN,NAN,NAN,NAN,NAN,26.5,25.3,NAN,NAN,NAN
2015,9,9,0,0,196,4.8,NAN,NAN,NAN,NAN,NAN,NAN,26.2,25.3,NAN,NAN,NAN
2015,9,9,1,0,187,5,NAN,NAN,NAN,NAN,NAN,NAN,25.9,25.7,NAN,NAN,NAN
2015,9,9,2,0,202,6.2,NAN,NAN,NAN,NAN,NAN,NAN,25.9,25.7,NAN,NAN,NAN
2015,9,9,3,0,217,6,NAN,NAN,NAN,NAN,NAN,NAN,25.5,25.5,NAN,NAN,NAN
2015,9,9,4,0,205,5.8,NAN,NAN,NAN,NAN,NAN,NAN,25.1,25.4,NAN,NAN,NAN
2015,9,9,5,0,201,6.9,NAN,NAN,NAN,NAN,NAN,NAN,24.9,25.3,NAN,NAN,NAN
2015,9,9,6,0,230,7.1,NAN,NAN,NAN,NAN,NAN,NAN,24.8,25.3,NAN,NAN,NAN
2015,9,9,7,0,236,6.7,NAN,NAN,NAN,NAN,NAN,NAN,24.8,25.3,NAN,NAN,NAN
2015,9,9,8,0,208,5.9,NAN,NAN,NAN,NAN,NAN,NAN,23.7,25.2,NAN,NAN,NAN
2015,9,9,9,0,256,6.8,NAN,NAN,NAN,NAN,NAN,NAN,23.5,25.1,NAN,NAN,NAN
2015,9,9,10,0,246,6.7,NAN,NAN,NAN,NAN,NAN,NAN,23.4,25.1,NAN,NAN,NAN
2015,9,9,11,0,260,6.8,NAN,NAN,NAN,NAN,NAN,NAN,22.3,25,NAN,NAN,NAN
2015,9,9,12,0,271,6.8,NAN,NAN,NAN,NAN,NAN,NAN,22.8,24.9,NAN,NAN,NAN
2015,9,9,13,0,257,6.8,NAN,NAN,NAN,NAN,NAN,NAN,22.7,24.9,NAN,NAN,NAN
2015,9,9,14,0,291,4.5,NAN,NAN,NAN,NAN,NAN,NAN,22.7,24.9,NAN,NAN,NAN
2015,9,9,15,0,308,6.4,NAN,NAN,NAN,NAN,NAN,NAN,22.5,24.9,NAN,NAN,NAN
2015,9,9,16,0,29,7.7,NAN,NAN,NAN,NAN,NAN,NAN,22,24.9,NAN,NAN,NAN
2015,9,9,17,0,7,6.3,NAN,NAN,NAN,NAN,NAN,NAN,21.9,24.8,NAN,NAN,NAN
2015,9,9,18,0,36,4.3,NAN,NAN,NAN,NAN,NAN,NAN,22.3,24.8,NAN,NAN,NAN
2015,9,9,19,0,36,6.4,NAN,NAN,NAN,NAN,NAN,NAN,22,24.9,NAN,NAN,NAN
2015,9,9,20,0,27,5.9,NAN,NAN,NAN,NAN,NAN,NAN,22,24.9,NAN,NAN,NAN
2015,9,9,21,0,43,6.3,NAN,NAN,NAN,NAN,NAN,NAN,22.2,24.8,NAN,NAN,NAN
2015,9,9,22,0,25,3.3,NAN,NAN,NAN,NAN,NAN,NAN,22.3,24.8,NAN,NAN,NAN
2015,9,9,23,0,41,6.9,NAN,NAN,NAN,NAN,NAN,NAN,22.4,24.8,NAN,NAN,NAN
2015,9,10,0,0,39,8.3,NAN,NAN,NAN,NAN,NAN,NAN,21.8,24.7,NAN,NAN,NAN
2015,9,10,1,0,50,8.6,NAN,NAN,NAN,NAN,NAN,NAN,21.6,24.6,NAN,NAN,NAN
2015,9,10,2,0,35,9.6,NAN,NAN,NAN,NAN,NAN,NAN,21.4,24.5,NAN,NAN,NAN
2015,9,10,3,0,54,8.1,NAN,NAN,NAN,NAN,NAN,NAN,21.1,24.5,NAN,NAN,NAN
2015,9,10,4,0,37,7.9,NAN,NAN,NAN,NAN,NAN,NAN,21.1,24.5,NAN,NAN,NAN
2015,9,10,5,0,40,7.2,NAN,NAN,NAN,NAN,NAN,NAN,20.9,24.4,NAN,NAN,NAN
2015,9,10,6,0,64,6.7,NAN,NAN,NAN,NAN,NAN,NAN,20.7,24.4,NAN,NAN,NAN
2015,9,10,7,0,72,6.4,NAN,NAN,NAN,NAN,NAN,NAN,20.7,24.4,NAN,NAN,NAN
2015,9,10,8,0,83,8.3,NAN,NAN,NAN,NAN,NAN,NAN,20.6,24.3,NAN,NAN,NAN
2015,9,10,9,0,65,9.6,NAN,NAN,NAN,NAN,NAN,NAN,20.4,24.3,NAN,NAN,NAN
2015,9,10,10,0,71,9.1,NAN,NAN,NAN,NAN,NAN,NAN,20.1,24.2,NAN,NAN,NAN
2015,9,10,11,0,58,11.6,NAN,NAN,NAN,NAN,NAN,NAN,19.9,24.1,NAN,NAN,NAN
2015,9,10,12,0,69,11,NAN,NAN,NAN,NAN,NAN,NAN,20.4,24.1,NAN,NAN,NAN
2015,9,10,13,0,77,8.2,NAN,NAN,NAN,NAN,NAN,NAN,21,24,NAN,NAN,NAN
2015,9,10,14,0,93,7.4,NAN,NAN,NAN,NAN,NAN,NAN,21.1,24,NAN,NAN,NAN
2015,9,10,15,0,95,7.5,NAN,NAN,NAN,NAN,NAN,NAN,21.1,24,NAN,NAN,NAN
2015,9,10,16,0,115,5.4,NAN,NAN,NAN,NAN,NAN,NAN,20.4,24,NAN,NAN,NAN
2015,9,10,17,0,77,5.7,NAN,NAN,NAN,NAN,NAN,NAN,20.9,24.1,NAN,NAN,NAN
2015,9,10,18,0,72,5.5,NAN,NAN,NAN,NAN,NAN,NAN,21.2,24.1,NAN,NAN,NAN
2015,9,10,19,0,46,5.6,NAN,NAN,NAN,NAN,NAN,NAN,21.2,24.2,NAN,NAN,NAN
2015,9,10,20,0,71,5.7,NAN,NAN,NAN,NAN,NAN,NAN,21.1,24.2,NAN,NAN,NAN
2015,9,10,21,0,77,5.5,NAN,NAN,NAN,NAN,NAN,NAN,21,24.2,NAN,NAN,NAN
2015,9,10,22,0,39,5.2,NAN,NAN,NAN,NAN,NAN,NAN,21,24.2,NAN,NAN,NAN
2015,9,10,23,0,22,6.4,NAN,NAN,NAN,NAN,NAN,NAN,20.8,24.2,NAN,NAN,NAN
2015,9,11,0,0,27,4.3,NAN,NAN,NAN,NAN,NAN,NAN,20.5,24.1,NAN,NAN,NAN
2015,9,11,1,0,35,4.6,NAN,NAN,NAN,NAN,NAN,NAN,20.8,24.1,NAN,NAN,NAN
2015,9,11,2,0,63,3.9,NAN,NAN,NAN,NAN,NAN,NAN,20.8,24,NAN,NAN,NAN
2015,9,11,3,0,69,4.7,NAN,NAN,NAN,NAN,NAN,NAN,20.9,24,NAN,NAN,NAN
2015,9,11,4,0,80,4.2,NAN,NAN,NAN,NAN,NAN,NAN,21,24,NAN,NAN,NAN
2015,9,11,5,0,116,3.3,NAN,NAN,NAN,NAN,NAN,NAN,20.5,23.9,NAN,NAN,NAN
2015,9,11,6,0,131,2.9,NAN,NAN,NAN,NAN,NAN,NAN,20.2,23.9,NAN,NAN,NAN
2015,9,11,8,0,164,2.5,NAN,NAN,NAN,NAN,NAN,NAN,19.8,23.8,NAN,NAN,NAN
2015,9,11,9,0,211,1.6,NAN,NAN,NAN,NAN,NAN,NAN,19.5,23.8,NAN,NAN,NAN
2015,9,11,10,0,182,1.7,NAN,NAN,NAN,NAN,NAN,NAN,19.7,23.8,NAN,NAN,NAN
2015,9,11,11,0,252,2.1,NAN,NAN,NAN,NAN,NAN,NAN,19.8,23.8,NAN,NAN,NAN
2015,9,11,12,0,196,3.3,NAN,NAN,NAN,NAN,NAN,NAN,20.4,23.8,NAN,NAN,NAN
2015,9,11,13,0,201,6.1,NAN,NAN,NAN,NAN,NAN,NAN,19.8,23.8,NAN,NAN,NAN
2015,9,11,14,0,300,4.4,NAN,NAN,NAN,NAN,NAN,NAN,21,23.8,NAN,NAN,NAN
2015,9,11,16,0,279,3.8,NAN,NAN,NAN,NAN,NAN,NAN,21.2,23.9,NAN,NAN,NAN
2015,9,11,17,0,320,3.3,NAN,NAN,NAN,NAN,NAN,NAN,21.5,23.9,NAN,NAN,NAN
2015,9,11,18,0,286,5.2,NAN,NAN,NAN,NAN,NAN,NAN,21.1,24,NAN,NAN,NAN
2015,9,11,19,0,326,4.2,NAN,NAN,NAN,NAN,NAN,NAN,20.7,24.1,NAN,NAN,NAN
2015,9,11,20,0,28,4.8,NAN,NAN,NAN,NAN,NAN,NAN,19.8,24,NAN,NAN,NAN
2015,9,11,21,0,360,7,NAN,NAN,NAN,NAN,NAN,NAN,17,23.8,NAN,NAN,NAN
2015,9,11,23,0,1,8.5,NAN,NAN,NAN,NAN,NAN,NAN,16.3,23.5,NAN,NAN,NAN
2015,9,12,0,0,54,8.6,NAN,NAN,NAN,NAN,NAN,NAN,15.5,23.4,NAN,NAN,NAN
2015,9,12,1,0,50,10.9,NAN,NAN,NAN,NAN,NAN,NAN,15.5,23.2,NAN,NAN,NAN
2015,9,12,2,0,23,8.5,NAN,NAN,NAN,NAN,NAN,NAN,15.1,23.2,NAN,NAN,NAN
2015,9,12,3,0,52,6.5,NAN,NAN,NAN,NAN,NAN,NAN,15.1,23.1,NAN,NAN,NAN
2015,9,12,4,0,42,5.6,NAN,NAN,NAN,NAN,NAN,NAN,15,23,NAN,NAN,NAN
2015,9,12,5,0,43,10.1,NAN,NAN,NAN,NAN,NAN,NAN,15.5,22.9,NAN,NAN,NAN
2015,9,12,6,0,67,11.8,NAN,NAN,NAN,NAN,NAN,NAN,15.2,22.9,NAN,NAN,NAN
2015,9,12,7,0,61,10.5,NAN,NAN,NAN,NAN,NAN,NAN,14.8,22.8,NAN,NAN,NAN
2015,9,12,8,0,44,11,NAN,NAN,NAN,NAN,NAN,NAN,14,22.8,NAN,NAN,NAN
2015,9,12,9,0,69,13.1,NAN,NAN,NAN,NAN,NAN,NAN,13.8,22.8,NAN,NAN,NAN
2015,9,12,10,0,34,11.2,NAN,NAN,NAN,NAN,NAN,NAN,14.2,22.7,NAN,NAN,NAN
2015,9,12,11,0,54,8.5,NAN,NAN,NAN,NAN,NAN,NAN,14.9,22.7,NAN,NAN,NAN
2015,9,12,12,0,26,8.4,NAN,NAN,NAN,NAN,NAN,NAN,14.8,22.7,NAN,NAN,NAN
2015,9,12,14,0,22,8.1,NAN,NAN,NAN,NAN,NAN,NAN,15.9,22.6,NAN,NAN,NAN
2015,9,12,15,0,358,12.1,NAN,NAN,NAN,NAN,NAN,NAN,15.7,22.6,NAN,NAN,NAN
2015,9,12,16,0,322,9.3,NAN,NAN,NAN,NAN,NAN,NAN,15.4,22.6,NAN,NAN,NAN
2015,9,12,17,0,13,7.5,NAN,NAN,NAN,NAN,NAN,NAN,15.6,22.6,NAN,NAN,NAN
2015,9,12,18,0,336,7.5,NAN,NAN,NAN,NAN,NAN,NAN,16.9,22.6,NAN,NAN,NAN
2015,9,12,19,0,349,9.7,NAN,NAN,NAN,NAN,NAN,NAN,17.3,22.6,NAN,NAN,NAN
2015,9,12,20,0,7,9.9,NAN,NAN,NAN,NAN,NAN,NAN,17.6,22.5,NAN,NAN,NAN
2015,9,12,21,0,22,6.2,NAN,NAN,NAN,NAN,NAN,NAN,17.9,22.5,NAN,NAN,NAN
2015,9,12,22,0,3,10.1,NAN,NAN,NAN,NAN,NAN,NAN,15.5,22.5,NAN,NAN,NAN
2015,9,12,23,0,342,13.4,NAN,NAN,NAN,NAN,NAN,NAN,15,22.5,NAN,NAN,NAN
2015,9,13,0,0,359,8.2,NAN,NAN,NAN,NAN,NAN,NAN,15.5,22.4,NAN,NAN,NAN
2015,9,13,1,0,43,13,NAN,NAN,NAN,NAN,NAN,NAN,14,22.4,NAN,NAN,NAN
2015,9,13,2,0,32,12.9,NAN,NAN,NAN,NAN,NAN,NAN,14.4,22.3,NAN,NAN,NAN
2015,9,13,3,0,80,10.6,NAN,NAN,NAN,NAN,NAN,NAN,13.9,22.3,NAN,NAN,NAN
2015,9,13,4,0,320,10.3,NAN,NAN,NAN,NAN,NAN,NAN,14.2,22.3,NAN,NAN,NAN
2015,9,13,5,0,333,10.5,NAN,NAN,NAN,NAN,NAN,NAN,13.9,22.2,NAN,NAN,NAN
2015,9,13,6,0,305,8.5,NAN,NAN,NAN,NAN,NAN,NAN,14.7,22.2,NAN,NAN,NAN
2015,9,13,7,0,357,7.1,NAN,NAN,NAN,NAN,NAN,NAN,14.7,22.2,NAN,NAN,NAN
2015,9,13,8,0,323,6.5,NAN,NAN,NAN,NAN,NAN,NAN,14.6,22.2,NAN,NAN,NAN
2015,9,13,9,0,334,6.8,NAN,NAN,NAN,NAN,NAN,NAN,14.5,22.1,NAN,NAN,NAN
2015,9,13,10,0,15,8.8,NAN,NAN,NAN,NAN,NAN,NAN,14.4,22.1,NAN,NAN,NAN
2015,9,13,11,0,320,8.4,NAN,NAN,NAN,NAN,NAN,NAN,14.2,22.1,NAN,NAN,NAN
2015,9,13,12,0,340,10.8,NAN,NAN,NAN,NAN,NAN,NAN,14.6,22,NAN,NAN,NAN
2015,9,13,13,0,331,10.4,NAN,NAN,NAN,NAN,NAN,NAN,14.3,22,NAN,NAN,NAN
2015,9,13,14,0,339,7.9,NAN,NAN,NAN,NAN,NAN,NAN,14.4,22,NAN,NAN,NAN
2015,9,13,15,0,234,10.2,NAN,NAN,NAN,NAN,NAN,NAN,14.8,22,NAN,NAN,NAN
2015,9,13,16,0,291,10.1,NAN,NAN,NAN,NAN,NAN,NAN,14.8,21.9,NAN,NAN,NAN
2015,9,13,17,0,294,9,NAN,NAN,NAN,NAN,NAN,NAN,14.5,21.9,NAN,NAN,NAN
2015,9,13,19,0,281,9,NAN,NAN,NAN,NAN,NAN,NAN,15.3,21.8,NAN,NAN,NAN
2015,9,13,20,0,250,8.8,NAN,NAN,NAN,NAN,NAN,NAN,15.9,21.8,NAN,NAN,NAN
2015,9,13,21,0,289,6.5,NAN,NAN,NAN,NAN,NAN,NAN,16.2,21.8,NAN,NAN,NAN
2015,9,13,22,0,275,7.2,NAN,NAN,NAN,NAN,NAN,NAN,16.9,21.8,NAN,NAN,NAN
2015,9,13,23,0,293,7.9,NAN,NAN,NAN,NAN,NAN,NAN,16.9,21.7,NAN,NAN,NAN
2015,9,14,0,0,256,9.5,NAN,NAN,NAN,NAN,NAN,NAN,13.8,21.7,NAN,NAN,NAN
2015,9,14,1,0,287,8.1,NAN,NAN,NAN,NAN,NAN,NAN,17.5,21.7,NAN,NAN,NAN
2015,9,14,2,0,330,6.3,NAN,NAN,NAN,NAN,NAN,NAN,17.5,21.7,NAN,NAN,NAN
2015,9,14,3,0,310,8.8,NAN,NAN,NAN,NAN,NAN,NAN,17.5,21.6,NAN,NAN,NAN
2015,9,14,4,0,302,8,NAN,NAN,NAN,NAN,NAN,NAN,17.4,21.6,NAN,NAN,NAN
2015,9,14,6,0,301,11.3,NAN,NAN,NAN,NAN,NAN,NAN,17.4,21.6,NAN,NAN,NAN
2015,9,14,7,0,322,8,NAN,NAN,NAN,NAN,NAN,NAN,17.5,21.6,NAN,NAN,NAN
2015,9,14,8,0,280,7.4,NAN,NAN,NAN,NAN,NAN,NAN,17.4,21.6,NAN,NAN,NAN
2015,9,14,9,0,252,8.2,NAN,NAN,NAN,NAN,NAN,NAN,17.4,21.6,NAN,NAN,NAN
2015,9,14,10,0,253,6.5,NAN,NAN,NAN,NAN,NAN,NAN,17.1,21.7,NAN,NAN,NAN
2015,9,14,11,0,264,5.2,NAN,NAN,NAN,NAN,NAN,NAN,17.1,21.8,NAN,NAN,NAN
2015,9,14,12,0,240,9.3,NAN,NAN,NAN,NAN,NAN,NAN,16.7,21.8,NAN,NAN,NAN
2015,9,14,13,0,197,10.3,NAN,NAN,NAN,NAN,NAN,NAN,15.6,21.8,NAN,NAN,NAN
2015,9,14,14,0,214,6.8,NAN,NAN,NAN,NAN,NAN,NAN,15.9,21.8,NAN,NAN,NAN
2015,9,14,16,0,258,7.9,NAN,NAN,NAN,NAN,NAN,NAN,17.6,21.8,NAN,NAN,NAN
2015,9,14,17,0,215,9,NAN,NAN,NAN,NAN,NAN,NAN,18.4,21.8,NAN,NAN,NAN
2015,9,14,18,0,268,7.2,NAN,NAN,NAN,NAN,NAN,NAN,19,21.9,NAN,NAN,NAN
2015,9,14,19,0,229,7.7,NAN,NAN,NAN,NAN,NAN,NAN,19.8,21.9,NAN,NAN,NAN
2015,9,14,20,0,260,5.8,NAN,NAN,NAN,NAN,NAN,NAN,20.5,22,NAN,NAN,NAN
2015,9,14,21,0,284,4.4,NAN,NAN,NAN,NAN,NAN,NAN,21,22,NAN,NAN,NAN
2015,9,14,22,0,293,4.8,NAN,NAN,NAN,NAN,NAN,NAN,21.3,22,NAN,NAN,NAN
2015,9,14,23,0,255,3,NAN,NAN,NAN,NAN,NAN,NAN,21,22,NAN,NAN,NAN
2015,9,15,0,0,181,2,NAN,NAN,NAN,NAN,NAN,NAN,19.6,22,NAN,NAN,NAN
2015,9,15,1,0,176,4.8,NAN,NAN,NAN,NAN,NAN,NAN,20,22,NAN,NAN,NAN
2015,9,15,2,0,198,7.7,NAN,NAN,NAN,NAN,NAN,NAN,20.5,21.9,NAN,NAN,NAN
2015,9,15,3,0,208,7.2,NAN,NAN,NAN,NAN,NAN,NAN,20.1,21.9,NAN,NAN,NAN
2015,9,15,4,0,219,8.8,NAN,NAN,NAN,NAN,NAN,NAN,19.9,21.9,NAN,NAN,NAN
2015,9,15,5,0,238,9.7,NAN,NAN,NAN,NAN,NAN,NAN,19.6,21.9,NAN,NAN,NAN
2015,9,15,7,0,213,7.6,NAN,NAN,NAN,NAN,NAN,NAN,19,21.8,NAN,NAN,NAN
2015,9,15,9,0,230,7.2,NAN,NAN,NAN,NAN,NAN,NAN,18.9,21.7,NAN,NAN,NAN
2015,9,15,11,0,208,7.1,NAN,NAN,NAN,NAN,NAN,NAN,18.5,21.7,NAN,NAN,NAN
2015,9,15,12,0,201,6.5,NAN,NAN,NAN,NAN,NAN,NAN,18.6,21.7,NAN,NAN,NAN
2015,9,15,13,0,186,5.8,NAN,NAN,NAN,NAN,NAN,NAN,18.7,21.7,NAN,NAN,NAN
2015,9,15,14,0,241,7.6,NAN,NAN,NAN,NAN,NAN,NAN,18.9,21.7,NAN,NAN,NAN
2015,9,15,15,0,248,6,NAN,NAN,NAN,NAN,NAN,NAN,19.7,21.7,NAN,NAN,NAN
2015,9,15,16,0,219,6.2,NAN,NAN,NAN,NAN,NAN,NAN,20.4,21.8,NAN,NAN,NAN
2015,9,15,17,0,210,4.7,NAN,NAN,NAN,NAN,NAN,NAN,21.1,21.9,NAN,NAN,NAN
2015,9,15,18,0,265,3.4,NAN,NAN,NAN,NAN,NAN,NAN,21.6,22,NAN,NAN,NAN
2015,9,15,19,0,295,2.2,NAN,NAN,NAN,NAN,NAN,NAN,22.1,22,NAN,NAN,NAN
2015,9,15,20,0,326,2.1,NAN,NAN,NAN,NAN,NAN,NAN,22.3,22,NAN,NAN,NAN
2015,9,15,21,0,328,2.4,NAN,NAN,NAN,NAN,NAN,NAN,22.3,22.1,NAN,NAN,NAN
2015,9,15,22,0,11,2.1,NAN,NAN,NAN,NAN,NAN,NAN,22.1,22,NAN,NAN,NAN
2015,9,15,23,0,53,2.4,NAN,NAN,NAN,NAN,NAN,NAN,21.6,22,NAN,NAN,NAN
2015,9,16,0,0,99,3.1,NAN,NAN,NAN,NAN,NAN,NAN,20.5,22,NAN,NAN,NAN
2015,9,16,1,0,128,3.7,NAN,NAN,NAN,NAN,NAN,NAN,20.5,22.1,NAN,NAN,NAN
2015,9,16,2,0,108,2.9,NAN,NAN,NAN,NAN,NAN,NAN,20.5,22.3,NAN,NAN,NAN
2015,9,16,3,0,140,2.6,NAN,NAN,NAN,NAN,NAN,NAN,20.6,22.2,NAN,NAN,NAN
2015,9,16,4,0,171,3.7,NAN,NAN,NAN,NAN,NAN,NAN,20.7,22.2,NAN,NAN,NAN
2015,9,16,5,0,182,4.8,NAN,NAN,NAN,NAN,NAN,NAN,20.7,22.1,NAN,NAN,NAN
2015,9,16,6,0,177,4,NAN,NAN,NAN,NAN,NAN,NAN,20.2,22,NAN,NAN,NAN
2015,9,16,7,0,173,4.6,NAN,NAN,NAN,NAN,NAN,NAN,19.9,21.9,NAN,NAN,NAN
2015,9,16,9,0,190,5.5,NAN,NAN,NAN,NAN,NAN,NAN,19.4,21.8,NAN,NAN,NAN
2015,9,16,10,0,205,4.8,NAN,NAN,NAN,NAN,NAN,NAN,19.3,21.8,NAN,NAN,NAN
2015,9,16,11,0,189,3.8,NAN,NAN,NAN,NAN,NAN,NAN,19,21.7,NAN,NAN,NAN
2015,9,16,13,0,186,5,NAN,NAN,NAN,NAN,NAN,NAN,19.9,21.7,NAN,NAN,NAN
2015,9,16,15,0,198,3.7,NAN,NAN,NAN,NAN,NAN,NAN,20.6,21.8,NAN,NAN,NAN
2015,9,16,16,0,238,2.2,NAN,NAN,NAN,NAN,NAN,NAN,21.4,21.9,NAN,NAN,NAN
2015,9,16,17,0,289,2.7,NAN,NAN,NAN,NAN,NAN,NAN,21.8,21.9,NAN,NAN,NAN
2015,9,16,18,0,338,3,NAN,NAN,NAN,NAN,NAN,NAN,21.8,22,NAN,NAN,NAN
2015,9,16,19,0,339,3.9,NAN,NAN,NAN,NAN,NAN,NAN,21.9,22.1,NAN,NAN,NAN
2015,9,16,20,0,22,3.4,NAN,NAN,NAN,NAN,NAN,NAN,21.7,22.1,NAN,NAN,NAN
2015,9,16,21,0,61,3.1,NAN,NAN,NAN,NAN,NAN,NAN,21.7,22.1,NAN,NAN,NAN
2015,9,16,23,0,101,3.8,NAN,NAN,NAN,NAN,NAN,NAN,21,22.6,NAN,NAN,NAN
2015,9,17,0,0,101,4.7,NAN,NAN,NAN,NAN,NAN,NAN,20.5,22.5,NAN,NAN,NAN
2015,9,17,1,0,119,3.2,NAN,NAN,NAN,NAN,NAN,NAN,20.7,22.4,NAN,NAN,NAN
2015,9,17,2,0,94,4.6,NAN,NAN,NAN,NAN,NAN,NAN,20.7,22.3,NAN,NAN,NAN
2015,9,17,3,0,109,4.1,NAN,NAN,NAN,NAN,NAN,NAN,20.4,22.2,NAN,NAN,NAN
2015,9,17,4,0,149,2.9,NAN,NAN,NAN,NAN,NAN,NAN,19.9,22.1,NAN,NAN,NAN
2015,9,17,5,0,198,3.6,NAN,NAN,NAN,NAN,NAN,NAN,20.2,22.2,NAN,NAN,NAN
2015,9,17,6,0,219,5.7,NAN,NAN,NAN,NAN,NAN,NAN,20.5,22.2,NAN,NAN,NAN
2015,9,17,8,0,220,4.2,NAN,NAN,NAN,NAN,NAN,NAN,20,22.1,NAN,NAN,NAN
2015,9,17,9,0,258,5.3,NAN,NAN,NAN,NAN,NAN,NAN,20.1,22,NAN,NAN,NAN
2015,9,17,11,0,234,2.8,NAN,NAN,NAN,NAN,NAN,NAN,19.5,22,NAN,NAN,NAN
2015,9,17,12,0,246,3.8,NAN,NAN,NAN,NAN,NAN,NAN,19.8,22,NAN,NAN,NAN
2015,9,17,13,0,254,3.5,NAN,NAN,NAN,NAN,NAN,NAN,19.9,22,NAN,NAN,NAN
2015,9,17,14,0,273,3.4,NAN,NAN,NAN,NAN,NAN,NAN,20.1,22,NAN,NAN,NAN
2015,9,17,15,0,258,3.1,NAN,NAN,NAN,NAN,NAN,NAN,20.5,22,NAN,NAN,NAN
2015,9,17,16,0,240,3.8,NAN,NAN,NAN,NAN,NAN,NAN,20.9,22.1,NAN,NAN,NAN
2015,9,17,18,0,315,3.9,NAN,NAN,NAN,NAN,NAN,NAN,21.8,22.2,NAN,NAN,NAN
2015,9,17,19,0,334,4.6,NAN,NAN,NAN,NAN,NAN,NAN,21.9,22.3,NAN,NAN,NAN
2015,9,29,18,0,317,0.8,NAN,NAN,NAN,NAN,NAN,NAN,19.2,20.8,NAN,NAN,NAN
2015,9,29,19,0,52,1.9,NAN,NAN,NAN,NAN,NAN,NAN,19,20.9,NAN,NAN,NAN
2015,9,29,20,0,72,2.4,NAN,NAN,NAN,NAN,NAN,NAN,19,20.9,NAN,NAN,NAN
2015,9,29,21,0,36,8.8,NAN,NAN,NAN,NAN,NAN,NAN,18.6,20.9,NAN,NAN,NAN
2015,9,29,22,0,30,8.5,NAN,NAN,NAN,NAN,NAN,NAN,18,20.8,NAN,NAN,NAN
2015,9,29,23,0,350,8.3,NAN,NAN,NAN,NAN,NAN,NAN,18.1,20.7,NAN,NAN,NAN
2015,9,30,1,0,77,12.8,NAN,NAN,NAN,NAN,NAN,NAN,15.8,20.6,NAN,NAN,NAN
2015,9,30,2,0,87,14.1,NAN,NAN,NAN,NAN,NAN,NAN,15.1,20.5,NAN,NAN,NAN
2015,9,30,3,0,55,10.1,NAN,NAN,NAN,NAN,NAN,NAN,15.4,20.5,NAN,NAN,NAN
2015,9,30,4,0,99,13.8,NAN,NAN,NAN,NAN,NAN,NAN,14.7,20.4,NAN,NAN,NAN
2015,9,30,5,0,68,12.3,NAN,NAN,NAN,NAN,NAN,NAN,14.7,20.4,NAN,NAN,NAN
2015,9,30,6,0,62,7.5,NAN,NAN,NAN,NAN,NAN,NAN,15.1,20.4,NAN,NAN,NAN
2015,9,30,7,0,36,11.1,NAN,NAN,NAN,NAN,NAN,NAN,15.8,20.3,NAN,NAN,NAN
2015,9,30,8,0,35,8.3,NAN,NAN,NAN,NAN,NAN,NAN,16.2,20.3,NAN,NAN,NAN
2015,9,30,9,0,76,11.2,NAN,NAN,NAN,NAN,NAN,NAN,16.1,20.3,NAN,NAN,NAN
2015,9,30,10,0,61,11.1,NAN,NAN,NAN,NAN,NAN,NAN,15.8,20.2,NAN,NAN,NAN
2015,9,30,11,0,29,11.6,NAN,NAN,NAN,NAN,NAN,NAN,15.6,20.2,NAN,NAN,NAN
2015,9,30,12,0,58,11.1,NAN,NAN,NAN,NAN,NAN,NAN,14.3,20.2,NAN,NAN,NAN
2015,9,30,13,0,60,9.3,NAN,NAN,NAN,NAN,NAN,NAN,14.8,20.1,NAN,NAN,NAN
2015,9,30,14,0,68,10.4,NAN,NAN,NAN,NAN,NAN,NAN,15.5,20.1,NAN,NAN,NAN
2015,9,30,15,0,65,10.8,NAN,NAN,NAN,NAN,NAN,NAN,14.3,20,NAN,NAN,NAN
2015,9,30,16,0,24,11,NAN,NAN,NAN,NAN,NAN,NAN,14.1,20,NAN,NAN,NAN
2015,9,30,17,0,72,9.2,NAN,NAN,NAN,NAN,NAN,NAN,15.1,20,NAN,NAN,NAN
2015,9,30,18,0,64,9.1,NAN,NAN,NAN,NAN,NAN,NAN,14.9,20,NAN,NAN,NAN
