! SRAD     daily Insolation Incident On A Horizontal Surface (MJ/m^2/day) ,,,,,,,,,
! T2M      Average Air Temperature At 2 m Above The Surface Of The Earth (degrees C) ,,,,,,,,,
! TMIN     Minimum Air Temperature At 2 m Above The Surface Of The Earth (degrees C) ,,,,,,,,,
! TMAX     Maximum Air Temperature At 2 m Above The Surface Of The Earth (degrees C) ,,,,,,,,,
! RH2M     Relative Humidity At 2 m (%) ,,,,,,,,,
! TDEW     Dew/Frost Point Temperature At 2 m (degrees C) ,,,,,,,,,
! WIND     Wind Speed At 10 m Above The Surface Of The Earth (m/s),,,,,,,,,
*WEATHER DATA: NASA,,,,,,,,,
,,,,,,,,,
YEAR,MONTH,DAY,SRAD,TMAX,TMIN,WIND,TDEW,T2M,RH2M
1995,11,21,5.7375,3.7,-1.75,4.2375,-0.55,1.5,86.1375
1995,11,22,6.45,0.1625,-4.7375,4.3125,-4.7375,-2.15,82.6875
1995,11,23,4.8125,0.3625,-4.5125,4.9375,-4.3625,-1.7875,82.6625
1995,11,24,6.8875,-2.575,-6.9375,1.4875,-8.75,-5.3125,76.425
1995,11,25,3.8375,0.375,-6.525,3.125,-4.725,-2.9125,87.4375
1995,11,26,5.2375,1.2125,-3.9375,2.4875,-1.825,-1.1375,95.1125
1995,11,27,1.05,4.9375,-1.35,2.8,1.825,1.9125,99.5125
1995,11,28,5.8,6.4625,-4.4875,3.1875,-1.55,0.025,89.3
1995,11,29,5.2875,-4.0875,-6.95,1.375,-7.5375,-5.4,84.9
1995,11,30,6.7625,-1.3125,-7.425,2.7875,-5.725,-3.95,87.6625
1995,12,1,2.6875,5.125,-1.0125,6.2125,-0.1875,1.9375,85.9625
1995,12,2,7.2625,-1.8125,-4.8125,2.8375,-6.5625,-3.625,80.3875
1995,12,3,2,4.3875,-1.375,4.0125,0.9,1.5875,95.4
1995,12,4,5.8625,1.975,-2.2875,3.8625,-2.5625,0.1625,81.925
1995,12,5,4.2375,2.8125,-2.7125,5.175,-2.5875,-0.1625,84
1995,12,6,6.3625,0.825,-4.2875,7.3375,-8.3875,-2.25,62.8
1995,12,7,7.0625,-5.1375,-8.9375,5,-11.9875,-6.5375,64.9125
1995,12,8,5.6625,-5.9,-10.425,2.325,-13.375,-8.2875,66.7125
1995,12,9,5.1375,-0.8875,-15.7,5.8875,-9.925,-7.0625,79.95
1995,12,10,4.675,-12.675,-17.575,6.5125,-19.775,-14.675,65.175
1995,12,11,3.9875,-12.8625,-18.1625,5.9,-20.7,-15.875,66.125
1995,12,12,6.4625,-11.2375,-19.3625,3.4375,-19.6875,-14.7875,66.3625
1995,12,13,6.8375,-5.65,-21.2125,1.675,-13.975,-12.1,86.0375
1995,12,14,2.275,3.975,-6.0625,5.125,-1.0375,-0.0375,93.5
1995,12,15,3.55,1.85,-0.1875,2.5875,-0.6625,0.65,91.375
1995,12,16,2.975,0.1375,-5.525,3.8375,-3.8625,-2,87.2875
1995,12,17,8.425,-2.175,-6.9,1.6,-6.6375,-4.925,87.5375
1995,12,18,3.35,-2.275,-7.125,2.7,-6.575,-5.1125,89.6125
1995,12,19,2.5625,-6.9625,-14.9625,4.6,-13.45,-11.05,82.5
1995,12,20,5.275,-11.25,-15.95,2.65,-16.575,-13.9,79.9375
1995,12,21,7.3375,-8.2875,-13.3125,2.8,-13.575,-11.1625,82.4625
1995,12,22,5.875,-7.425,-13.5875,3,-12,-10.0125,84.9625
1995,12,23,3.85,-5.15,-9.8875,2.25,-9.4875,-7.85,88.1625
1995,12,24,3.0875,-5.025,-9.1875,2.725,-9.525,-7.3,84.4375
1995,12,25,4.275,-2.4,-7.1625,3.0125,-6.7875,-4.8875,86.6
1995,12,26,5.2125,-5.2875,-13.175,2.6875,-11.425,-8.9125,82.225
1995,12,27,4.6,-10.1125,-14.425,2.7125,-14.425,-11.6625,80
1995,12,28,7.4625,-6.2625,-11.275,2.05,-12.075,-9.475,81.2375
1995,12,29,5.8,-4.6,-8.1875,3.8,-9.575,-6.8,80.575
1995,12,30,5.875,-2.5375,-7.8125,3.475,-6.975,-5.1375,86.8125
1995,12,31,3.425,0.2125,-7.55,1.4875,-3.2,-2.9125,98.1625
1996,1,1,3.9125,0.2375,-3.15,2.2125,-2.1375,-1.075,92.7875
1996,1,2,2.275,-3.875,-13.5875,3.7875,-11.1875,-10.0625,91.9375
1996,1,3,4.05,-15.1125,-22.4875,3.975,-20.4625,-17.4875,77.4625
1996,1,4,4.9375,-13.3,-24.8125,1.475,-20.35,-17.5625,78.95
1996,1,5,5.3375,-13.925,-22.7625,2.5,-19.6625,-17.325,81.675
1996,1,6,7.7,-12.55,-24.7,1,-21.8375,-19.75,83.2875
1996,1,7,5.5625,-11.3125,-19.875,4.2375,-18.875,-15.675,76.525
1996,1,8,5.7625,-10.225,-16.625,4.2,-17.75,-13.65,71.2625
1996,1,9,2.2375,-6.8,-12.0625,3.425,-12.075,-10.1875,86.5375
1996,1,10,6.175,-7.8125,-17.0375,3.4875,-15.45,-13,81.825
1996,1,11,4.3,-10.3875,-17.875,1.7625,-15.925,-13.5125,81.6875
1996,1,12,5.275,-7.875,-10.5375,2.2875,-11.2125,-9.3125,86.5625
1996,1,13,2.6125,-2.5375,-8.8,3.425,-7.025,-5.95,92.375
1996,1,14,3.4,1.35,-3.3625,4.3,-2.225,-1.025,91.6375
1996,1,15,5.4875,-3.575,-17.6,2.4375,-13.4625,-11.25,83.8125
1996,1,16,2.625,2.6125,-18.8125,5.5625,-6.7125,-6.55,98.7625
1996,1,17,3.7625,3.4,0.2625,4.0375,1.9125,2.3375,97.0625
1996,1,18,6.5375,9.15,3.075,6.3,4.5,5.925,90.875
1996,1,19,4.3375,10.7375,-10.25,7.6375,0.875,1.075,98.6875
1996,1,20,9.1,-6.725,-12.7125,3.7875,-13.8625,-10.05,73.8375
1996,1,21,8.7625,-1.8375,-10.325,3.175,-8.3625,-5.8625,82.8375
1996,1,22,7.9375,0.925,-7.6375,4.5625,-4.525,-2.4,85.4125
1996,1,23,2.7375,1.2,-7.05,2.925,-1.6625,-0.725,93.7875
1996,1,24,2.9,4.075,-6.475,5.6375,-1.575,-0.6875,93.9
1996,1,25,8.4625,-6.975,-10.6125,3.7125,-12.825,-8.7875,72.35
1996,1,26,6.8,1.5125,-6.6875,4.8875,-4.525,-2.1625,84.075
1996,1,27,6.35,4.725,-5.4625,8.875,-2.5625,-0.3625,85.475
1996,1,28,9.875,-4.95,-10.175,4.2625,-10.5625,-7.8875,81.4625
1996,1,29,2.7875,1.65,-9.3875,6.0625,-6.6875,-3.85,80.8875
1996,1,30,7.25,-7.725,-13.65,5.2,-14.0875,-10.125,72.7
1996,1,31,8.15,-13.6375,-20.2,2.8125,-18.8375,-16.2375,80.375
1996,2,1,8.675,-10.75,-18.6375,4.0375,-17.3375,-14.0875,76.1625
1996,2,2,9.175,-12.5125,-19.05,4.35,-20.5625,-16.3,69.675
1996,2,3,11.45,-16.925,-24.7375,2.1,-23.25,-20.075,75.525
1996,2,4,10.7875,-15.5625,-25.225,2.9,-23.425,-19.6625,72.1625
1996,2,5,9.925,-11.1625,-18.3,5.15,-18.6375,-14.9375,73.225
1996,2,6,10.5,-8.0125,-18.3,2.7875,-16.0125,-12.9375,77.4
1996,2,7,5.0875,1.7,-11.8125,5.9625,-5.2125,-3.625,89.0125
1996,2,8,2.9875,3.0625,-3.3375,5.0625,1.0875,1.4125,97.7625
1996,2,9,7.6,4.525,-0.475,4.3,-0.475,1.8,84.925
1996,2,10,7.5625,4.6,-1.9375,3.1625,0.7375,1.45,95.2125
1996,2,11,5.35,4.9375,-6.1875,6.6875,-2.45,-0.075,84.175
1996,2,12,8.9125,-7.8125,-14.4125,5.05,-16.8,-12.6,70.5875
1996,2,13,11.7375,-7.95,-18.4125,3.525,-15.25,-12.825,82.1625
1996,2,14,6.6375,-3.25,-9.5625,1.7375,-7.3625,-6.0625,90.825
1996,2,15,10.325,-4.375,-12.0625,1.3375,-10.45,-8.925,88.5375
1996,2,16,8.6,-8.9625,-17.7,1.5875,-14.775,-13.15,87.75
1996,2,17,7.325,-5.975,-15.775,3.525,-11.8875,-10.0875,86.85
1996,2,18,6.75,-9.3125,-16.7,3.6125,-15.8,-12.9,78.9
1996,2,19,6.4625,1.95,-12.875,3.8875,-7.0375,-5.0875,86.3375
1996,2,20,3.15,4.8,1.675,3.9125,2.55,3.1375,95.925
1996,2,21,4.3625,7.0625,-2.025,1.3625,3.325,3.3375,99.875
1996,2,22,5.55,5.9625,1.5375,2.0375,2.675,3,97.525
1996,2,23,8.25,7.05,0.8875,3.2625,2.6875,3.4,95.075
1996,2,24,8.975,8.3625,1.9,7.875,1.725,4.6375,81.375
1996,2,25,16.2125,7.525,2.35,4.8375,1.8,4.3375,83.4625
1996,2,26,12.75,5.125,-0.7,1.875,0.0875,1.9375,87.3
1996,2,27,7.0875,7.8375,-0.15,3.0125,2.7875,3.75,93.5
1996,2,28,8.675,9.7375,-7.025,7.0375,-0.5,0.8625,90.875
1996,2,29,13.0625,-8.575,-11.8375,4.4,-14.1,-10.1625,72.9
1996,3,1,15.425,-2.9625,-13.4875,4.05,-10.5125,-7.975,82.2125
1996,3,2,12.1375,3.15,-4.2875,4.275,-5.8375,-1.0375,69.85
1996,3,3,13.875,-1.5375,-10.85,6.8,-12.9,-7.325,64.05
1996,3,4,14.7625,-2.675,-13.7125,4.275,-13.15,-7.8375,65.55
1996,3,5,4.475,1.25,-2.95,2.8875,-1.9875,-0.6,90.6125
1996,3,6,6.6375,-2.375,-8.175,4.225,-6.1625,-4.5375,88.7875
1996,3,7,9.075,-9.2375,-12.95,3.45,-13.6375,-10.7375,79.3
1996,3,8,11.3125,-12.025,-15.8875,4.025,-17.6625,-13.85,72.625
1996,3,9,13.75,-7.1875,-16.75,4.3375,-16.3375,-12.925,75.1125
1996,3,10,16.0875,-2.9,-19.0125,2.4125,-13.125,-10.8125,83.5875
1996,3,11,10.8625,1.4125,-13.6,1.6375,-9.6125,-5.6125,73.375
1996,3,12,10.9875,2.925,-6.1625,0.5375,-7.8625,-1.3125,60.975
1996,3,13,10.35,7.3125,-1.6125,1.55,-3.25,2.55,65.2375
1996,3,14,14.575,13.8,1.0625,3.475,4.1625,7.025,81.8625
1996,3,15,12.2375,5.525,-0.1875,2.2125,1.6875,3.6,87.4375
1996,3,16,19.125,-0.875,-4.5,2.65,-6.8,-2.7375,73.675
1996,3,17,13.6375,7.5,-4.8875,2.7,-4.7625,-0.2,71.075
1996,3,18,10.125,6.075,-0.25,1.175,0.3,2.325,86.475
1996,3,19,16.1375,9.875,0.075,5.1375,1.3875,5.025,76.9
1996,3,20,4.5625,2.3375,-4.8,5.5625,-1.325,0.0375,90.475
1996,3,21,8.4125,-0.6125,-8.4375,3.5125,-5.6625,-3.625,85.9375
1996,3,22,10.1875,-1.9,-8.7875,3.475,-8.5125,-5.95,82.325
1996,3,23,18.9875,0.075,-6.775,4.65,-6.7625,-3.5,77.8
1996,3,24,13.4625,4.7125,-5.75,2.5625,-4.1625,-0.15,74.2625
1996,3,25,14.525,13.225,2.25,7.0625,3.275,7.475,74.9
1996,3,26,17.0375,0.075,-5.675,6.425,-8.675,-2.475,62.3375
1996,3,27,20.4875,-2.2875,-9.675,2.475,-14.8625,-6.8,52.775
1996,3,28,16.675,2.7875,-7.4625,2.7875,-6.9,-1.475,66.5
1996,3,29,16.6625,5.075,-2.95,1.0875,-1.15,1.3,83.9
1996,3,30,22.2125,8.7625,-0.4875,2.1125,-1.175,3.4875,71.4
1996,3,31,17.4625,12.55,0.1,2.625,4.2125,6.125,87.7125
1996,4,1,7.7125,7.8125,0.7,3.0375,1.7125,3.4875,88.125
1996,4,2,20.7375,3.4375,-1.125,3.425,-3.9125,0.75,70.7875
1996,4,3,11.3125,6.7375,-0.75,2,0.1375,2.825,82.2125
1996,4,4,5.85,2.1375,-6.825,3.95,-1.8,-0.5375,91.1875
1996,4,5,22.9875,0.0625,-4.7125,3.0625,-6.3875,-2.5,74.5625
1996,4,6,16.4,3.7125,-5.4875,2.1,-5.35,-0.825,71.2875
1996,4,7,15.1375,3.15,-1.6625,2.1875,-4,0.125,73.8125
1996,4,8,21.2875,3.675,-3.6,2.1625,-5.375,-0.4125,69
1996,4,9,18.5625,4.7125,-3.8625,1.9125,-3.9125,-0.0375,74.95
1996,4,10,16.85,5.4125,-1.1875,3.9625,-0.825,2.3125,79.7125
1996,4,11,17.725,15.3625,0.825,4,2.5,7.9375,68.175
1996,4,12,4.7625,13.75,6,3.025,7.4875,10.2375,83.325
1996,4,13,3.475,10.825,5.7,3.5625,7.6,7.6875,99.6875
1996,4,14,19.1375,4.175,-1.25,3.4125,0.225,2.0625,87.7
1996,4,15,12.9125,7.95,-0.0125,5.4375,2.725,4.7125,87.3625
1996,4,16,6.875,7.8875,1.9875,4.925,2.7375,4.9875,85.325
1996,4,17,21.8125,6.85,1.1375,5.9375,-0.15,3.5375,76.6375
1996,4,18,25.1125,16.2125,0.3625,2.1875,3.9625,8.125,74.425
1996,4,19,20.125,18.6,9.425,4.9,9.15,13.475,74.775
1996,4,20,12.8,20.6875,12.3125,5.025,13.0125,15.6625,83.975
1996,4,21,13.975,14.5,5.375,3.35,7.375,10.575,80.525
1996,4,22,6.2,18.375,4.5,3.425,10.1125,11.6,90.575
1996,4,23,3.2125,12.9625,0.9875,2.7875,7.7375,8.025,98.15
1996,4,24,19.0125,10.0625,-0.4625,4.4625,1.225,4.875,76.6875
1996,4,25,13.4875,16.1375,4.3125,4.6,5.9625,10.9625,71.0875
1996,4,26,16.0375,16.4875,4.4875,5.8125,7.7125,11.875,75.725
1996,4,27,21.1625,6.4125,-1.2,4.85,-2.5125,2.5125,69.425
1996,4,28,23.9375,11.575,0.2875,2.6125,0.2125,5.95,66.5375
1996,4,29,7.4,10.1125,4.7625,3.6625,7.0125,7.25,98.275
1996,4,30,9.1375,14.025,4.6625,6.125,8.525,10.9875,84.9375
1996,5,1,17.9375,11.275,3.7875,5.65,4.375,7.45,81.0375
1996,5,2,25.7875,14.85,3.0375,4.1,2.4125,8.5,65.075
1996,5,3,7.8,14.7125,3.875,2.2,6.125,9.8875,77.45
1996,5,4,9.4875,14.1875,6.6875,1.4625,8.9125,10.1625,92.1375
1996,5,5,13.4375,14.15,2.6,1.5625,4.025,7.9,76.3
1996,5,6,25.3625,13.1125,4.475,2.625,4.2625,8.625,73.7875
1996,5,7,8.9125,14.15,2.825,2.8875,3.1,8.125,70.5875
1996,5,8,18.0375,16.475,5.7125,2.1125,8.4875,10.875,85.125
1996,5,9,9.725,21.425,10.6875,2.325,14.4375,15.8,91.55
1996,5,10,10.05,23.5625,16.3125,4.2375,16.45,18.775,86.175
1996,5,11,3.95,15.5125,2.8375,3.175,8.2625,8.475,98.6
1996,5,12,24.55,7.3375,1.625,4.2375,-0.6625,3.95,72.0375
1996,5,13,24.3125,9.7625,-1.025,3.475,-3.0375,4.3,58.75
1996,5,14,28.025,13.45,-0.7625,3.175,-1.2625,6.6375,57.0375
1996,5,15,13.0625,16.8625,2.925,3.8,4.35,9.25,71.2125
1996,5,16,9.5375,15.1375,5.85,1.6875,8.3375,9.7125,91.2375
1996,5,17,21.375,19.8,7.2125,1.2875,12.3375,14.1625,88.9625
1996,5,18,25.3875,22.9875,16.1625,3.8125,17.95,19.875,88.775
1996,5,19,23.125,27.75,16.8375,4.4625,17.9125,21.6625,78.825
1996,5,20,23.55,26.6375,18.5375,4.425,18.3875,22.4125,77.825
1996,5,21,24.7,20.625,11.7875,3.375,14.5875,17.9,80.8875
1996,5,22,26.1,20.5625,9.525,2.8875,9.675,14.725,71.5
1996,5,23,12.025,22.675,10.0625,3.0875,11.4375,16.125,73.575
1996,5,24,26.225,17.0375,6.3625,3.1125,6.6,12.2125,68.1125
1996,5,25,27.7875,17.1625,2.9625,2.325,2.0875,10.375,56.125
1996,5,26,12.45,17.5125,7.1375,1.6125,4.0375,12.225,57.275
1996,5,27,15.8,19.9,6.3,2.4375,4.6125,12.9625,56.8125
1996,5,28,22.4125,16.4125,8.525,2.125,7.5625,11.425,76.9
1996,5,29,28.675,15.5125,6.2875,3.4875,3.375,10.325,61.8625
1996,5,30,29.2875,17.7125,2.9625,3.4375,2.35,11,54.975
1996,5,31,27.2125,20.1375,3.15,2.05,3.2375,12.825,52.2375
1996,6,1,28.0375,24.4875,5.3125,1.9375,5.975,16.05,51.3375
1996,6,2,7.075,23.0875,12.8375,4.5,11.6625,18.6,63.9625
1996,6,3,19.65,21.6625,14.25,2.95,14.125,17.025,83.05
1996,6,4,14.8,21.0125,11.825,2.7125,12.35,14.825,85.0875
1996,6,5,23.525,17.5875,9.9125,3.6625,10.35,13.825,79.525
1996,6,6,8.7625,24.0375,8.0125,2.625,11.95,16.3,75.15
1996,6,7,9.475,22.0875,17,2.85,17.1375,18.9,89.675
1996,6,8,15.2875,24.2,15.475,1.0125,16.15,19.0625,83.375
1996,6,9,12.625,27.0125,14.4625,2.9,17.25,20.75,80.0375
1996,6,10,24.4125,25.5375,16.875,2.275,18.3,21.1375,83.8
1996,6,11,23.2,25.5375,13.6,1.3875,16.2,19.1375,82.975
1996,6,12,22.3875,22.3125,14.4,2.1625,15.2875,17.2375,88.3875
1996,6,13,20.9875,23.05,14.875,2.275,15.725,17.8125,87.375
1996,6,14,28.1,24.95,15.125,2.15,17.15,19.575,86.125
1996,6,15,29.05,26.475,13.5375,2,13.85,20.0125,67.075
1996,6,16,24.0875,26.1,10.6125,1.075,12.8625,19.1375,66.4375
1996,6,17,7.1375,24.775,15.4,1.4875,15.375,19.3875,77.475
1996,6,18,4.125,19.5625,14.675,2.575,16.925,17.6625,95.775
1996,6,19,17.1375,26.0625,18.275,2.275,19.5,21.55,88.25
1996,6,20,10.8625,24.1625,18.475,2.3875,19.2,20.7125,91.025
1996,6,21,25.9375,24.8125,16.8625,3.4375,15.8875,20.25,75.7875
1996,6,22,20.9125,23,14.8375,3.925,16.8125,18.9,87.625
1996,6,23,29.5375,21.925,10.8125,2.1625,10.95,15.9375,72.05
1996,6,24,13.025,23.175,10.25,2.3375,15.7,17.8375,87.5375
1996,6,25,28.275,21.025,12.15,3.8,12.425,16.9125,74.325
1996,6,26,30.825,21.325,8.9875,2.75,10.425,16.0375,68.9
1996,6,27,26.8,23.8375,10,2.175,12.7,17.5125,73.0625
1996,6,28,24.375,26.5375,13.9125,1.2,15.875,20.5125,74.4875
1996,6,29,11.7625,27.3,16.9,4.15,18.0875,22.7125,74.8875
1996,6,30,26.775,27.9375,19.2,4.4,19.75,23.5875,78.625
1996,7,1,28.5125,27.0625,15.3875,3.075,14.4875,21.2875,64.4375
1996,7,2,15.475,25.95,12.125,1.35,13.575,19.3,68.8125
1996,7,3,21.5125,17.0625,12.3375,3.0625,12.3125,14.9,84.8
1996,7,4,27.3125,21.475,10.9375,4.3625,7.075,15.65,56.65
1996,7,5,28.65,25.3125,7.0625,2.95,7.375,16.95,53.2125
1996,7,6,25.425,26.4625,12.85,2.825,13.6875,19.975,66.65
1996,7,7,19.4625,27.8375,15.95,2.825,15.925,21.7625,69.0875
1996,7,8,24.1875,24.875,16.175,2.875,13.95,20.6625,64.875
1996,7,9,20.4125,20.675,12.725,3.6375,12.2625,16.9875,73.1375
1996,7,10,24.4,19.6625,9.875,3.65,8.8125,14.7875,67.2125
1996,7,11,30.2375,23.7875,8.275,2.0875,8.875,16.925,58.75
1996,7,12,24.35,28.5,11.725,2.55,12,20.9625,56.3625
1996,7,13,19.3125,29.7,18.425,1.975,16.7875,22.7,68.7125
1996,7,14,22.1,27.2625,17.275,2.775,16.5375,21.6875,72.1375
1996,7,15,10.375,21.925,16.4875,2.775,16.8125,18.9,87.7
1996,7,16,22.6875,26.1875,16.725,4.4875,16.5,20.95,75.125
1996,7,17,21.875,27.225,16.025,2.675,16.0375,21.7,69.7375
1996,7,18,10.8,27.0125,15.775,2.05,18.025,21.3125,81.275
1996,7,19,10.2375,23.875,16.3875,4.8,18.5125,20.75,86.9625
1996,7,20,28.9,21.9125,9.5875,4.3625,9.1,15.775,64.3875
1996,7,21,25.675,24.65,10.75,2.6,9.4625,17.2125,60.0875
1996,7,22,28.5,24.8625,9.2625,1.1,10.7875,17.275,65.35
1996,7,23,22.7625,25.875,11.05,2.8,13.4875,18.425,72.4125
1996,7,24,20.95,26.2875,15.0625,3.075,13.6625,20.5,64.35
1996,7,25,18.8625,24.8625,14.975,3.3625,15.2125,19.725,74.95
1996,7,26,20.825,21.35,12.45,2.7625,13.5125,17.1,79.275
1996,7,27,24.7375,22.7375,12.625,2.45,11.9125,17.225,70.75
1996,7,28,26.7875,24.1,10.45,1.025,10.6375,17.2125,65.1
1996,7,29,18.5125,25.975,14.55,2.4,12.9875,19.6875,65.075
1996,7,30,14.4,25.4625,17.5875,3.1875,16.5875,19.875,80.95
1996,7,31,19.475,23.2,13.0625,3.0375,15.025,18.9375,77.7625
1996,8,1,21.9,22.975,11.1375,1.75,13.3375,16.825,79.6125
1996,8,2,23.55,22.8375,12.65,1.075,13.9,17.25,80.3875
1996,8,3,24.1375,27.2375,12.25,0.525,13.55,19.6875,67.2625
1996,8,4,26.95,27.7875,13.4125,0.6,14.7125,20.825,67.575
1996,8,5,23.3,30.5875,14.6125,0.825,14.975,21.7625,64.9125
1996,8,6,21.875,30.6375,15.7875,1.3125,16.525,23.125,66.1
1996,8,7,20.3625,29.125,19.5625,2.5,19.675,23.7125,77.9625
1996,8,8,16.1625,26.0875,19.8875,2.375,21.375,22.2875,94.6
1996,8,9,23.8625,21.6625,13.5,2.775,14.2875,18.4625,76.35
1996,8,10,24.5125,20.0625,11.2625,2.175,11.75,15.45,78.425
1996,8,11,17.2125,22.1125,8.0875,0.925,9.5125,15.325,68.025
1996,8,12,14.775,22.9375,13.0125,2.325,14.025,17.7375,78.65
1996,8,13,17.1125,23.7625,13.0875,1.875,15.075,18.05,83
1996,8,14,25.7875,25.25,13.875,0.7625,15.05,19.2,76.65
1996,8,15,19.8125,25.8625,15.475,3.525,16.9375,20.125,81.8625
1996,8,16,12.325,19.275,14.55,2.325,14.7875,17.0375,86.7
1996,8,17,21.9125,22.975,13.425,0.9875,14.425,17.625,81.35
1996,8,18,25.3125,24.225,11.2125,1.325,13.6125,17.75,76.4375
1996,8,19,21.8625,26.1125,11.8125,0.8375,13.4875,18.7125,71.1125
1996,8,20,11.275,27.925,14.65,3.4,17.1375,21.3875,76.325
1996,8,21,17.6,25.7375,15.6,1.875,17.6875,20.875,82.1375
1996,8,22,22.3,27.775,13.175,1.8375,16.1,20.5875,75.2125
1996,8,23,11.4,26.025,16.7625,2.6875,18.175,21.45,81.3
1996,8,24,25.625,24.625,12.6375,2.4875,11.35,18.1,64.375
1996,8,25,24.7625,27.575,11.475,3.875,11.975,19.5625,61.325
1996,8,26,21.5,26.15,13.475,2.275,13.725,19.55,68.6
1996,8,27,17.65,23.2625,14.7375,1.8875,15.05,18.6375,79.6875
1996,8,28,18.4625,22.775,14.5125,1.5625,14.55,17.6375,82.0125
1996,8,29,19.3125,23.1,11.9875,2.35,12.5625,16.9,75.0875
1996,8,30,21.75,23.375,12.3,1.5625,10.825,17.5375,64.3
1996,8,31,22.8125,26.075,9.1,0.8625,10.0375,17.325,62
1996,9,1,20.975,26.2875,11.175,0.5875,11,18.15,62.725
1996,9,2,21.9,26.35,12.05,1.0875,13.1875,18.725,69.9
1996,9,3,20.175,26.575,12.4375,0.7,13.4125,19.2875,68.4375
1996,9,4,17.0625,26.8125,14.175,0.8125,14.1375,19.8125,69.375
1996,9,5,15.0625,26.625,15.7125,1.45,16.9875,20.6125,79.2375
1996,9,6,11.2125,26.9,19.4,3.8625,18.0375,22.5125,75.4625
1996,9,7,2.65,21.35,16.2875,4.4,17.925,19.3,92.2375
1996,9,8,7.725,20.8125,16.0875,4.1,15.9875,17.8375,88.8625
1996,9,9,5.9,22.1125,15.175,1.0125,16.8625,18.325,91.3625
1996,9,10,17.5,21.1875,15.7,1.3875,15.875,17.9625,87.6375
1996,9,11,19.9,22.2,13.1875,1.7375,15.15,17.2375,87.4375
1996,9,12,14.1125,19.775,13.1375,3.15,15.5375,17.1625,90.4
1996,9,13,5.4375,15.95,10.2875,1.8625,11.4,13.0125,90.3125
1996,9,14,6.3625,12.1125,9.5,3.8375,8.7875,10.6625,88.375
1996,9,15,5.3125,15.3125,9.4125,3.85,10.4375,12.0375,89.9875
1996,9,16,10.0625,18.9625,10.725,1.975,11,13.9625,82.45
1996,9,17,4.125,15.6625,7.675,3.725,11.3375,12.85,90.7125
1996,9,18,16.0625,17.35,10.725,3.625,10.025,13.2125,81.15
1996,9,19,21.3125,17.5625,6.875,2.375,6.825,11.2125,74.2375
1996,9,20,20.8,20.3375,6.4375,1.825,7.8,12.2125,74.0375
1996,9,21,17.0375,22.575,8.325,1.6375,10.7625,14.9875,75.6375
1996,9,22,6.225,15.4625,11.2,2.0375,12.675,13.675,93.6625
1996,9,23,20.375,16.2375,5.3875,2.6875,7.2125,11.3875,75.0875
1996,9,24,7.0875,14.475,3.5625,2.3375,9.3,10.275,93.925
1996,9,25,15.65,14.9,5.825,2.775,7.6,10.225,83.3875
1996,9,26,11.3625,16.8,5.05,3.0625,8.6125,11.3,83.425
1996,9,27,3.8875,19.85,13.5125,6.2875,15.3875,17.1625,89.2875
1996,9,28,4.55,18.2875,9.4875,6.0625,13.6,15.3625,89.05
1996,9,29,14.1125,15.85,8.9125,4.775,8.1125,11.425,79.9125
1996,9,30,18.1625,16.925,3.9625,1.775,6.2125,10.6,74.125
1996,10,1,17.85,21.1125,8.4375,3.4,10.65,14.75,76.0875
1996,10,2,13.3875,17.7875,11.7875,4.4625,13.625,15.125,91.1625
1996,10,3,12.6625,8.8875,1.2625,3.575,0.625,4.925,73.45
1996,10,4,15.35,8.9,-1.1375,1.1,-0.275,3.3375,77.325
1996,10,5,18.0125,12.575,1.475,2.3875,2.5125,7.05,72.95
1996,10,6,17.1375,15.6,4.1125,3.4125,4.675,9.5625,71.2
1996,10,7,13.6625,19.475,7.7375,2.7375,8.275,12.325,76.0625
1996,10,8,7.9625,19.325,6.3,1.825,7.775,11.45,78.1125
1996,10,9,4.0125,10.425,4.7625,1.3625,7.3875,7.5375,98.9625
1996,10,10,9.4125,7.25,3.5,3.425,3.2375,5.2625,86.75
1996,10,11,13.0625,6.0125,0.4875,2.1125,0.4125,2.8125,84.2
1996,10,12,7.775,11.075,1.7875,3.6375,4.225,7.025,82.4625
1996,10,13,13.475,18.6625,8.5875,4.4125,9.0875,13.1125,76.375
1996,10,14,15.05,13.7625,4.375,3.5875,7.125,10.5,79.6625
1996,10,15,13.375,10.6375,2.0125,2.3375,0.65,5.675,70.05
1996,10,16,13.375,19.925,8.9625,3.4625,11.1,13.925,83.05
1996,10,17,13.775,20.4875,9.175,1.95,11.05,14.3625,80.525
1996,10,18,2.7625,16.7,7.1,3.8875,10.8625,12.7625,88.375
1996,10,19,3.3625,7.45,3.3125,4.2625,4.7125,5.75,93.3
1996,10,20,4.1625,10.5875,5.025,4.65,5.7625,7.325,90.1875
1996,10,21,4.1625,9.5625,5.8625,2.0625,6.5,7.55,92.9625
1996,10,22,11.5875,12.025,6,1.375,6.475,7.7375,91.9125
1996,10,23,2.8125,13.7625,6.2,4.275,8.5,10.0625,89.925
1996,10,24,2.475,9.3,4.3875,5.6,4.525,6.525,86.8375
1996,10,25,13.0875,9.7375,4.45,2.85,3.65,6.525,81.7
1996,10,26,9.3375,16.8375,3.075,1.9125,6.5125,9.075,83.7625
1996,10,27,4.075,18.15,10.55,3.25,12.3625,13.9625,90.4625
1996,10,28,10.1625,13.8375,3.7125,4.2625,6.65,9.1625,84.325
