Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REMARK_1,ANL_CODE_2,ANALYTE_2,VALUE_2,UNITS_2,FRACTION_2,METHOD_2,RESULT_REMARK_2,ANL_CODE_3,ANALYTE_3,VALUE_3,UNITS_3,FRACTION_3,METHOD_3,RESULT_REMARK_3,ANL_CODE_4,ANALYTE_4,VALUE_4,UNITS_4,FRACTION_4,METHOD_4,RESULT_REMARK_4,
"11","2000","April    ","Spring","Erie","SP2000","E061A00","ER61","9.1","41.94655","-83.0451","2000/04/15 08:43","EDT","3","Middle Depth","surface water","Individual","routine field sample","00GC10S03","P-tot","Phosphorus, Total as P","1.984","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","24.361","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"12","2000","April    ","Spring","Erie","SP2000","E061A00","ER61","9.1","41.94655","-83.0451","2000/04/15 08:43","EDT","6","Bottom Minus","surface water","Individual","routine field sample","00GC10S11","P-tot","Phosphorus, Total as P","2.108","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","20.773","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"13","2000","April    ","Spring","Erie","SP2000","E060A00","ER60","8.3","41.891233","-83.197167","2000/04/15 11:11","EDT","2","Surface","surface water","Individual","routine field sample","00GC10S21","P-tot","Phosphorus, Total as P","8.645","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","20.103","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"14","2000","April    ","Spring","Erie","SP2000","E060A00","ER60","8.3","41.891233","-83.197167","2000/04/15 11:11","EDT","4","Middle Depth","surface water","Individual","routine field sample","00GC10S23","P-tot","Phosphorus, Total as P","8.757","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","20.694","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"15","2000","April    ","Spring","Erie","SP2000","E060A00","ER60","8.3","41.891233","-83.197167","2000/04/15 11:11","EDT","6","Bottom Minus","surface water","Individual","routine field sample","00GC10S31","P-tot","Phosphorus, Total as P","8.649","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","20.643","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"16","2000","April    ","Spring","Erie","SP2000","E059A00","ER59","7.9","41.727317","-83.15005","2000/04/15 12:35","EDT","2","Surface","surface water","Individual","routine field sample","00GC10S41","P-tot","Phosphorus, Total as P","10.751","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","33.921","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"17","2000","April    ","Spring","Erie","SP2000","E059A00","ER59","7.9","41.727317","-83.15005","2000/04/15 12:35","EDT","4","Middle Depth","surface water","Individual","routine field sample","00GC10S43","P-tot","Phosphorus, Total as P","10.482","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","32.000","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"18","2000","April    ","Spring","Erie","SP2000","E059A00","ER59","7.9","41.727317","-83.15005","2000/04/15 12:35","EDT","6","Bottom Minus","surface water","Individual","routine field sample","00GC10S51","P-tot","Phosphorus, Total as P","11.191","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","35.145","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"19","2000","April    ","Spring","Erie","SP2000","E058A00","ER58","9.3","41.684917","-82.933833","2000/04/15 13:57","EDT","2","Surface","surface water","Individual","routine field sample","00GC10S61","P-tot","Phosphorus, Total as P","4.637","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","18.190","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"20","2000","April    ","Spring","Erie","SP2000","E058A00","ER58","9.3","41.684917","-82.933833","2000/04/15 13:57","EDT","4","Middle Depth","surface water","Individual","routine field sample","00GC10S63","P-tot","Phosphorus, Total as P","5.200","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","20.087","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"21","2000","April    ","Spring","Erie","SP2000","E058A00","ER58","9.3","41.684917","-82.933833","2000/04/15 13:57","EDT","7","Bottom Minus","surface water","Individual","routine field sample","00GC10S71","P-tot","Phosphorus, Total as P","3.391","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","13.770","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"22","2000","April    ","Spring","Erie","SP2000","E091A00","ER91M","10.4","41.840033","-82.9167","2000/04/15 15:16","EDT","2","Surface","surface water","Individual","routine field sample","00GC10S81","P-tot","Phosphorus, Total as P","4.269","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.355","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"23","2000","April    ","Spring","Erie","SP2000","E091A00","ER91M","10.4","41.840033","-82.9167","2000/04/15 15:16","EDT","5","Middle Depth","surface water","Individual","routine field sample","00GC10S82","P-tot","Phosphorus, Total as P","3.284","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.151","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"24","2000","April    ","Spring","Erie","SP2000","E091A00","ER91M","10.4","41.840033","-82.9167","2000/04/15 15:16","EDT","9","Bottom Minus","surface water","Individual","routine field sample","00GC10S91","P-tot","Phosphorus, Total as P","3.615","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","12.110","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"25","2000","April    ","Spring","Erie","SP2000","E092A00","ER92","11.1","41.949967","-82.686733","2000/04/15 17:30","EDT","9","","surface water","Individual","lab duplicate","00GC11C11","P-tot","Phosphorus, Total as P","2.404","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.200","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"26","2000","April    ","Spring","Erie","SP2000","E073A00","ER73","25","41.9777","-81.75755","2000/04/16 00:13","EDT","21","","surface water","Individual QC","lab duplicate","00GC11C71","P-tot","Phosphorus, Total as P","2.876","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.482","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"27","2000","April    ","Spring","Erie","SP2000","E042A00","ER42","23","41.964533","-82.042033","2000/04/15 22:35","EDT","10","","surface water","Individual QC","field duplicate","00GC11D43","P-tot","Phosphorus, Total as P","2.966","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","12.140","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"28","2000","April    ","Spring","Erie","SP2000","E092A00","ER92","11.1","41.949967","-82.686733","2000/04/15 17:30","EDT","2","","surface water","Composite","routine field sample","00GC11I12","P-tot","Phosphorus, Total as P","1.888","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.245","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"29","2000","April    ","Spring","Erie","SP2000","E043A00","ER43","22.8","41.788117","-81.945133","2000/04/15 21:05","EDT","2","","surface water","Composite","routine field sample","00GC11I32","P-tot","Phosphorus, Total as P","2.895","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.932","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"30","2000","April    ","Spring","Erie","SP2000","E042A00","ER42","23","41.964533","-82.042033","2000/04/15 22:35","EDT","2","","surface water","Composite","routine field sample","00GC11I52","P-tot","Phosphorus, Total as P","2.960","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.753","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"31","2000","April    ","Spring","Erie","SP2000","E073A00","ER73","25","41.9777","-81.75755","2000/04/16 00:13","EDT","2","","surface water","Composite","routine field sample","00GC11I72","P-tot","Phosphorus, Total as P","2.495","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.845","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"32","2000","April    ","Spring","Erie","SP2000","E036A00","ER36","24","41.935017","-81.478167","2000/04/16 01:53","EDT","2","","surface water","Composite","routine field sample","00GC11I92","P-tot","Phosphorus, Total as P","2.976","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.170","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"33","2000","April    ","Spring","Erie","SP2000","E092A00","ER92","11.1","41.949967","-82.686733","2000/04/15 17:30","EDT","2","Surface","surface water","Individual","routine field sample","00GC11S01","P-tot","Phosphorus, Total as P","1.966","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.606","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"34","2000","April    ","Spring","Erie","SP2000","E092A00","ER92","11.1","41.949967","-82.686733","2000/04/15 17:30","EDT","5","Middle Depth","surface water","Individual","routine field sample","00GC11S03","P-tot","Phosphorus, Total as P","2.693","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.797","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"35","2000","April    ","Spring","Erie","SP2000","E092A00","ER92","11.1","41.949967","-82.686733","2000/04/15 17:30","EDT","9","Bottom Minus","surface water","Individual","routine field sample","00GC11S11","P-tot","Phosphorus, Total as P","2.103","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.897","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"36","2000","April    ","Spring","Erie","SP2000","E043A00","ER43","22.8","41.788117","-81.945133","2000/04/15 21:05","EDT","2","Surface","surface water","Individual","routine field sample","00GC11S21","P-tot","Phosphorus, Total as P","4.189","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.867","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"37","2000","April    ","Spring","Erie","SP2000","E043A00","ER43","22.8","41.788117","-81.945133","2000/04/15 21:05","EDT","11","Middle Depth","surface water","Individual","routine field sample","00GC11S23","P-tot","Phosphorus, Total as P","2.902","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.914","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"38","2000","April    ","Spring","Erie","SP2000","E043A00","ER43","22.8","41.788117","-81.945133","2000/04/15 21:05","EDT","21","Bottom Minus","surface water","Individual","routine field sample","00GC11S31","P-tot","Phosphorus, Total as P","2.885","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.400","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"39","2000","April    ","Spring","Erie","SP2000","E042A00","ER42","23","41.964533","-82.042033","2000/04/15 22:35","EDT","2","Surface","surface water","Individual","routine field sample","00GC11S41","P-tot","Phosphorus, Total as P","3.180","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.667","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"40","2000","April    ","Spring","Erie","SP2000","E042A00","ER42","23","41.964533","-82.042033","2000/04/15 22:35","EDT","10","Middle Depth","surface water","Individual","routine field sample","00GC11S43","P-tot","Phosphorus, Total as P","2.874","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.429","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"41","2000","April    ","Spring","Erie","SP2000","E042A00","ER42","23","41.964533","-82.042033","2000/04/15 22:35","EDT","19","Bottom Minus","surface water","Individual","routine field sample","00GC11S51","P-tot","Phosphorus, Total as P","2.600","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.141","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"42","2000","April    ","Spring","Erie","SP2000","E073A00","ER73","25","41.9777","-81.75755","2000/04/16 00:13","EDT","2","Surface","surface water","Individual","routine field sample","00GC11S61","P-tot","Phosphorus, Total as P","2.900","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.990","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"43","2000","April    ","Spring","Erie","SP2000","E073A00","ER73","25","41.9777","-81.75755","2000/04/16 00:13","EDT","11","Middle Depth","surface water","Individual","routine field sample","00GC11S63","P-tot","Phosphorus, Total as P","2.370","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.102","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"44","2000","April    ","Spring","Erie","SP2000","E073A00","ER73","25","41.9777","-81.75755","2000/04/16 00:13","EDT","21","Bottom Minus","surface water","Individual","routine field sample","00GC11S71","P-tot","Phosphorus, Total as P","2.437","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.175","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"45","2000","April    ","Spring","Erie","SP2000","E036A00","ER36","24","41.935017","-81.478167","2000/04/16 01:53","EDT","2","Surface","surface water","Individual","routine field sample","00GC11S81","P-tot","Phosphorus, Total as P","4.348","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.301","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"46","2000","April    ","Spring","Erie","SP2000","E036A00","ER36","24","41.935017","-81.478167","2000/04/16 01:53","EDT","11","Middle Depth","surface water","Individual","routine field sample","00GC11S83","P-tot","Phosphorus, Total as P","2.863","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.011","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"47","2000","April    ","Spring","Erie","SP2000","E036A00","ER36","24","41.935017","-81.478167","2000/04/16 01:53","EDT","21","Bottom Minus","surface water","Individual","routine field sample","00GC11S91","P-tot","Phosphorus, Total as P","3.324","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.356","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"48","2000","April    ","Spring","Erie","SP2000","E078A00","ER78M","23.7","42.11685","-81.250183","2000/04/16 10:29","EDT","2","","surface water","Individual QC","lab duplicate","00GC12C41","P-tot","Phosphorus, Total as P","2.241","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.188","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"49","2000","April    ","Spring","Erie","SP2000","E038A00","ER38","22.6","42.283117","-81.672517","2000/04/16 04:48","EDT","11","","surface water","Individual QC","field duplicate","00GC12D23","P-tot","Phosphorus, Total as P","2.245","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.309","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"50","2000","April    ","Spring","Erie","SP2000","E032A00","ER32","23.1","42.081817","-81.012983","2000/04/16 12:20","EDT","2","","surface water","Individual QC","field duplicate","00GC12D61","P-tot","Phosphorus, Total as P","2.285","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","4.069","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"51","2000","April    ","Spring","Erie","SP2000","E037A00","ER37","24.9","42.110483","-81.575383","2000/04/16 03:23","EDT","2","","surface water","Composite","routine field sample","00GC12I12","P-tot","Phosphorus, Total as P","2.287","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.704","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"52","2000","April    ","Spring","Erie","SP2000","E038A00","ER38","22.6","42.283117","-81.672517","2000/04/16 04:48","EDT","2","","surface water","Composite","routine field sample","00GC12I32","P-tot","Phosphorus, Total as P","1.959","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.674","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"53","2000","April    ","Spring","Erie","SP2000","E078A00","ER78M","23.7","42.11685","-81.250183","2000/04/16 10:29","EDT","2","","surface water","Composite","routine field sample","00GC12I52","P-tot","Phosphorus, Total as P","2.879","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.127","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"54","2000","April    ","Spring","Erie","SP2000","E032A00","ER32","23.1","42.081817","-81.012983","2000/04/16 12:20","EDT","2","","surface water","Composite","routine field sample","00GC12I72","P-tot","Phosphorus, Total as P","2.375","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","4.317","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"55","2000","April    ","Spring","Erie","SP2000","E031A00","ER31","22.6","42.2542","-81.106367","2000/04/16 09:00","EDT","2","","surface water","Composite","routine field sample","00GC12I92","P-tot","Phosphorus, Total as P","2.864","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.324","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"56","2000","April    ","Spring","Erie","SP2000","E037A00","ER37","24.9","42.110483","-81.575383","2000/04/16 03:23","EDT","0","","surface water","Individual QC","field blank","00GC12R00","P-tot","Phosphorus, Total as P","0.000","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","0.400","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"57","2000","April    ","Spring","Erie","SP2000","E031A00","ER31","22.6","42.2542","-81.106367","2000/04/16 09:00","EDT","0","","surface water","Individual QC","field blank","00GC12R80","P-tot","Phosphorus, Total as P","0.559","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","0.045","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"58","2000","April    ","Spring","Erie","SP2000","E037A00","ER37","24.9","42.110483","-81.575383","2000/04/16 03:23","EDT","2","Surface","surface water","Individual","routine field sample","00GC12S01","P-tot","Phosphorus, Total as P","2.711","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.447","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"59","2000","April    ","Spring","Erie","SP2000","E037A00","ER37","24.9","42.110483","-81.575383","2000/04/16 03:23","EDT","12","Middle Depth","surface water","Individual","routine field sample","00GC12S03","P-tot","Phosphorus, Total as P","2.739","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.900","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"60","2000","April    ","Spring","Erie","SP2000","E037A00","ER37","24.9","42.110483","-81.575383","2000/04/16 03:23","EDT","22","Bottom Minus","surface water","Individual","routine field sample","00GC12S11","P-tot","Phosphorus, Total as P","2.554","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.429","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"61","2000","April    ","Spring","Erie","SP2000","E038A00","ER38","22.6","42.283117","-81.672517","2000/04/16 04:48","EDT","2","Surface","surface water","Individual","routine field sample","00GC12S21","P-tot","Phosphorus, Total as P","1.974","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.490","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"62","2000","April    ","Spring","Erie","SP2000","E038A00","ER38","22.6","42.283117","-81.672517","2000/04/16 04:48","EDT","11","Middle Depth","surface water","Individual","routine field sample","00GC12S23","P-tot","Phosphorus, Total as P","1.921","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.217","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"63","2000","April    ","Spring","Erie","SP2000","E038A00","ER38","22.6","42.283117","-81.672517","2000/04/16 04:48","EDT","21","Bottom Minus","surface water","Individual","routine field sample","00GC12S31","P-tot","Phosphorus, Total as P","1.977","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.947","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"64","2000","April    ","Spring","Erie","SP2000","E078A00","ER78M","23.7","42.11685","-81.250183","2000/04/16 10:29","EDT","2","Surface","surface water","Individual","routine field sample","00GC12S41","P-tot","Phosphorus, Total as P","2.597","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.111","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"65","2000","April    ","Spring","Erie","SP2000","E078A00","ER78M","23.7","42.11685","-81.250183","2000/04/16 10:29","EDT","5","Five Meter","surface water","Individual","routine field sample","00GC12S42","P-tot","Phosphorus, Total as P","2.972","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.224","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"66","2000","April    ","Spring","Erie","SP2000","E078A00","ER78M","23.7","42.11685","-81.250183","2000/04/16 10:29","EDT","10","Ten Meter","surface water","Individual","routine field sample","00GC12S43","P-tot","Phosphorus, Total as P","2.371","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.968","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"67","2000","April    ","Spring","Erie","SP2000","E078A00","ER78M","23.7","42.11685","-81.250183","2000/04/16 10:29","EDT","21","Bottom Minus","surface water","Individual","routine field sample","00GC12S51","P-tot","Phosphorus, Total as P","2.326","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.523","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"68","2000","April    ","Spring","Erie","SP2000","E032A00","ER32","23.1","42.081817","-81.012983","2000/04/16 12:20","EDT","2","Surface","surface water","Individual","routine field sample","00GC12S61","P-tot","Phosphorus, Total as P","2.171","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","4.277","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"69","2000","April    ","Spring","Erie","SP2000","E032A00","ER32","23.1","42.081817","-81.012983","2000/04/16 12:20","EDT","10","Middle Depth","surface water","Individual","routine field sample","00GC12S63","P-tot","Phosphorus, Total as P","2.206","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","3.998","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"70","2000","April    ","Spring","Erie","SP2000","E032A00","ER32","23.1","42.081817","-81.012983","2000/04/16 12:20","EDT","19","Bottom Minus","surface water","Individual","routine field sample","00GC12S71","P-tot","Phosphorus, Total as P","2.469","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","4.023","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"71","2000","April    ","Spring","Erie","SP2000","E031A00","ER31","22.6","42.2542","-81.106367","2000/04/16 09:00","EDT","2","Surface","surface water","Individual","routine field sample","00GC12S81","P-tot","Phosphorus, Total as P","2.844","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.105","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"72","2000","April    ","Spring","Erie","SP2000","E031A00","ER31","22.6","42.2542","-81.106367","2000/04/16 09:00","EDT","11","Middle Depth","surface water","Individual","routine field sample","00GC12S83","P-tot","Phosphorus, Total as P","2.875","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.045","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
"73","2000","April    ","Spring","Erie","SP2000","E031A00","ER31","22.6","42.2542","-81.106367","2000/04/16 09:00","EDT","20","Bottom Minus","surface water","Individual","routine field sample","00GC12S91","P-tot","Phosphorus, Total as P","3.504","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.816","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","",
