YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1996,April    ,97.0,6.607216494845361,2.7750092876226113,0.2,4.8,6.9,8.8,11.6
1996,August   ,72.0,0.8041666666666667,0.43295170989221377,0.3,0.5,0.6,1.1,2.3
1997,April    ,92.0,2.0957459854347826,1.38499399589136,0.03840841,1.11869159,1.696433645,2.72791902,6.01586207
1997,August   ,78.0,1.1638526377692304,0.8119089665990115,0.011619137,0.6211294119999999,0.9229072460000001,1.43539607875,4.028503563
1998,April    ,48.0,2.4037638888749995,1.4317388681126035,0.08199999999999999,1.1083335832499999,2.4533333335,3.7916666665000003,4.586666667
1998,August   ,74.0,0.9306423423243244,0.33842163497459427,0.044866667,0.6783333335,0.9033333335,1.10500000025,1.766666667
1999,August   ,86.0,1.1668604651162797,0.5135556825939004,0.03,0.84,1.11,1.425,2.91
1999,March    ,49.0,1.9177551020408161,0.7669264015811276,0.06,1.38,1.94,2.25,3.45
2000,April    ,47.0,0.989787234042553,0.5503061968288838,0.03,0.65,0.98,1.2,2.25
2000,August   ,76.0,2.458684210526316,1.2893516118372708,0.06,1.715,2.39,2.8600000000000003,6.61
2001,April    ,48.0,6.063874999999999,3.9288534228302674,0.001,3.19825,4.775,9.272,16.416
2001,August   ,83.0,2.376007228915663,1.0752849725269242,0.0013,1.80335,2.38,2.98,6.2867
2002,April    ,96.0,1.7517708333333328,1.3853965381732611,0.003,0.90025,1.263,1.933,5.74
2002,August   ,66.0,1.9884696969696976,0.6342714589850182,0.012,1.5902500000000002,1.92,2.4115,3.5869999999999997
2003,April    ,95.0,8.552094736842106,4.2932726669822765,0.003,4.9670000000000005,8.333,11.1,19.067
2003,August   ,65.0,2.142092307692308,0.6956557320946575,0.004,1.6669999999999998,2.227,2.593,3.467
2004,April    ,48.0,3.859833333333333,3.355000537992368,0.046,1.91825,2.66,4.5685,11.533
2004,August   ,51.0,2.0835294117647054,0.8657213721040085,0.002,1.6035,2.0269999999999997,2.4030000000000005,5.26
2005,April    ,64.0,12.428718750000003,6.4133512386364,0.038,6.8,13.4335,16.683500000000002,24.2
2005,August   ,63.0,2.7736507936507944,3.192476827706492,0.012,1.7035,2.553,2.8930000000000002,26.866999999999997
2006,April    ,48.0,3.7702111111666663,2.1344665457823355,0.011266667,1.9733333330000002,3.5033333334999996,5.75000000025,7.933333332999999
2006,August   ,60.0,2.5386116666666663,0.8737519215258165,0.0134,2.01,2.535,3.005,4.98
2007,April    ,47.0,18.106382978723403,6.133068394946797,0.05,15.399999999999999,19.4,22.335,27.73
2007,August   ,50.0,2.8994,1.2096253594415427,0.01,1.9700000000000002,3.23,3.7075,4.89
2008,April    ,48.0,10.05177083333333,4.719896871572529,0.08,7.9,10.7,12.5665,19.1
2008,August   ,56.0,2.930535714285714,1.2491908939831375,0.03,1.8650000000000002,2.9850000000000003,4.115,4.88
2009,April    ,48.0,8.339562500000001,6.241497095730368,0.025,4.3815,6.4,10.346499999999999,22.031999999999996
2009,August   ,54.0,2.9910370370370365,1.5625280551499476,0.021,1.7642499999999999,3.136,3.85875,6.347
2010,April    ,48.0,6.681666666666666,3.290580232953384,0.018000000000000002,3.978,6.4795,8.98275,12.210999999999999
2010,August   ,57.0,4.191245614035088,2.0509835469903366,0.033,2.331,3.803,5.707000000000001,7.84
2011,April    ,44.0,12.473260606060602,4.993481440674467,0.0608,8.893333333333334,10.24,17.064,22.464000000000002
2011,August   ,56.0,2.9866571428571413,1.2250382677298688,0.0421333333333333,2.2559999999999976,3.405333333333335,3.9693333333333323,5.02933333333333
2012,April    ,44.0,3.1611878787878798,1.0941562438463042,0.0202666666666667,2.317333333333335,3.14666666666667,3.7946666666666697,5.38666666666667
2012,August   ,47.0,2.9025963120567377,1.3156034505184515,0.027360000000000002,1.8586666666666698,3.1039999999999996,3.618666666666665,5.86666666666667
2013,April    ,44.0,8.021649999999998,3.8309042518574103,0.0592666666666667,4.935000000000002,7.666666666666665,9.93333333333333,19.3333333333333
2013,August   ,46.0,3.392684057971015,0.8788149338666918,0.0301333333333333,2.8633333333333324,3.593333333333335,3.9049999999999976,4.90666666666667
2014,April    ,44.0,2.0470803030303037,1.2018417965324775,0.0348666666666667,1.0466666666666642,1.76,3.24333333333333,4.26666666666667
2014,August   ,52.0,2.4538076923076932,1.120021174220468,0.0446666666666667,1.8033333333333301,2.143333333333335,2.666666666666665,6.08
2015,April    ,44.0,7.120969696969695,3.4238503235129962,0.076,4.991666666666665,6.9,9.083333333333332,14.6
2015,August   ,55.0,3.811424242424242,1.2861572433203707,0.0283333333333333,2.92,3.54666666666667,4.7233333333333345,6.20666666666667
