#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,mi,ft
2015,6,26,6,30,28,2.8,3.3,0.14,NAN,NAN,NAN,NAN,19.6,20.2,17.9,NAN,NAN
2015,6,26,6,40,35,2.5,3.1,0.14,NAN,NAN,NAN,NAN,19.5,20.2,18,NAN,NAN
2015,6,26,6,50,35,2.5,3.1,0.15,NAN,NAN,56,NAN,19.5,20.2,18,NAN,NAN
2015,6,26,7,0,28,2.7,3.3,0.14,NAN,NAN,NAN,NAN,19.5,20.2,18,NAN,NAN
2015,6,26,7,10,23,3.5,4.2,0.15,NAN,NAN,NAN,NAN,19.5,20.2,17.9,NAN,NAN
2015,6,26,7,20,28,3.5,4.4,0.16,NAN,NAN,59,NAN,19.5,20.2,17.6,NAN,NAN
2015,6,26,7,30,30,3.5,4.3,0.17,NAN,NAN,81,NAN,19.5,20.2,17.7,NAN,NAN
2015,6,26,7,40,35,3.2,4.2,0.17,NAN,NAN,NAN,NAN,19.4,20.2,17.6,NAN,NAN
2015,6,26,7,50,33,3,3.8,0.19,NAN,NAN,NAN,NAN,19.4,20.2,17.6,NAN,NAN
2015,6,26,8,0,32,3,3.8,0.23,NAN,NAN,NAN,NAN,19.4,20.1,17.5,NAN,NAN
2015,6,26,8,10,34,2.8,3.6,0.24,NAN,NAN,88,NAN,19.4,20.1,17.5,NAN,NAN
2015,6,26,8,20,48,2.7,3.4,0.23,NAN,NAN,67,NAN,19.4,20.1,17.5,NAN,NAN
2015,6,26,8,30,55,2.6,3.2,0.2,NAN,NAN,NAN,NAN,19.3,20.1,17.5,NAN,NAN
2015,6,26,8,40,53,2.8,3.3,0.2,NAN,NAN,NAN,NAN,19.3,20.1,17.4,NAN,NAN
2015,6,26,8,50,50,2.8,3.4,0.2,NAN,NAN,NAN,NAN,19.3,20.1,17.6,NAN,NAN
2015,6,26,9,0,52,2.7,3.3,0.2,NAN,NAN,NAN,NAN,19.3,20.1,17.8,NAN,NAN
2015,6,26,9,10,46,3,3.7,0.19,NAN,NAN,75,NAN,19.4,20.1,17.5,NAN,NAN
2015,6,26,9,20,51,3.1,3.9,0.19,NAN,NAN,58,NAN,19.5,20.1,17.1,NAN,NAN
2015,6,26,9,30,42,3.1,4,0.18,NAN,NAN,67,NAN,19.3,20.2,17.5,NAN,NAN
2015,6,26,9,40,24,4.3,5.4,0.2,NAN,NAN,NAN,NAN,19.4,20.2,17.6,NAN,NAN
2015,6,26,9,50,22,4.8,5.7,0.21,NAN,NAN,46,NAN,19.3,20.2,17.6,NAN,NAN
2015,6,26,10,0,23,4.8,5.9,0.23,NAN,NAN,76,NAN,19.3,20.2,17.3,NAN,NAN
2015,6,26,10,10,26,4.7,5.8,0.24,NAN,NAN,NAN,NAN,19.4,20.2,16.9,NAN,NAN
2015,6,26,10,20,33,4.7,5.8,0.26,NAN,NAN,32,NAN,19.4,20.2,16.6,NAN,NAN
2015,6,26,10,30,35,4.8,6.1,0.28,NAN,NAN,59,NAN,19.3,20.1,16.7,NAN,NAN
2015,6,26,10,40,37,5,6.2,0.28,NAN,NAN,69,NAN,19.3,20.1,16.8,NAN,NAN
2015,6,26,10,50,41,5,5.9,0.3,NAN,NAN,NAN,NAN,19.2,20.1,17,NAN,NAN
2015,6,26,11,0,46,4.6,5.7,0.31,NAN,NAN,58,NAN,19.2,20.1,16.8,NAN,NAN
2015,6,26,11,10,46,4,5.1,0.31,2.09,NAN,74,NAN,19.4,20.1,16.8,NAN,NAN
2015,6,26,11,20,41,3.7,4.8,0.32,2.09,NAN,86,NAN,19.3,20.1,16.9,NAN,NAN
2015,6,26,11,30,43,3.1,4.2,0.33,2.27,NAN,62,NAN,19.4,20.1,17.1,NAN,NAN
2015,6,26,11,40,65,2.3,3,0.33,2.45,NAN,65,NAN,19.4,20.1,17.4,NAN,NAN
2015,6,26,11,50,71,2.4,3.1,0.32,2.5,NAN,60,NAN,19.3,20.1,17.3,NAN,NAN
2015,6,26,12,0,58,2.5,3.1,0.3,2.5,NAN,NAN,NAN,19.2,20.2,17.2,NAN,NAN
2015,6,26,12,10,60,2.6,3.3,0.29,2.54,NAN,56,NAN,19.3,20.2,17.2,NAN,NAN
2015,6,26,12,20,42,2.8,3.7,0.29,2.57,NAN,51,NAN,19.3,20.2,16.8,NAN,NAN
2015,6,26,12,30,43,3.3,4.1,0.27,2.64,NAN,53,NAN,19.4,20.2,16.6,NAN,NAN
2015,6,26,12,40,38,3.7,4.8,0.28,2.65,NAN,44,NAN,19.4,20.3,16.4,NAN,NAN
2015,6,26,12,50,36,4.4,5.3,0.28,2.59,NAN,52,NAN,19.4,20.3,16.5,NAN,NAN
2015,6,26,13,0,36,4.7,5.7,0.3,2.58,NAN,42,NAN,19.3,20.3,16.7,NAN,NAN
2015,6,26,13,10,38,4.7,5.9,0.3,2.58,NAN,67,NAN,19.3,20.3,17.1,NAN,NAN
2015,6,26,13,20,34,5.1,6.5,0.32,2.58,NAN,NAN,NAN,19.1,20.3,17,NAN,NAN
2015,6,26,13,30,36,5.2,6.9,0.34,2.58,NAN,267,NAN,19.1,20.3,17.2,NAN,NAN
2015,6,26,13,40,32,5.3,6.9,0.36,2.58,NAN,69,NAN,19.2,20.3,17,NAN,NAN
2015,6,26,13,50,27,6.2,7.6,0.37,2.43,NAN,57,NAN,19.2,20.3,17,NAN,NAN
2015,6,26,14,0,28,5.9,7.3,0.37,2.5,NAN,49,NAN,19.1,20.3,17,NAN,NAN
2015,6,26,14,10,31,6.2,8.2,0.42,2.62,NAN,48,NAN,19.2,20.3,17,NAN,NAN
2015,6,26,14,20,32,6.6,8.1,0.48,2.84,NAN,53,NAN,19.1,20.3,16.8,NAN,NAN
2015,6,26,14,30,32,6.8,8.3,0.55,3.02,NAN,37,NAN,19.1,20.4,16.9,NAN,NAN
2015,6,26,14,40,32,6.9,8.9,0.58,3.01,NAN,48,NAN,19.1,20.4,16.9,NAN,NAN
2015,6,26,14,50,31,6.9,8.9,0.65,3.01,NAN,NAN,NAN,19.1,20.4,16.8,NAN,NAN
2015,6,26,15,0,33,7.3,9.3,0.71,3.32,NAN,41,NAN,19.1,20.4,16.8,NAN,NAN
2015,6,26,15,10,30,7.3,9.3,0.79,3.32,NAN,NAN,NAN,19.2,20.4,16.9,NAN,NAN
2015,6,26,15,20,32,7.3,9.9,0.82,3.4,NAN,52,NAN,19.1,20.4,16.9,NAN,NAN
2015,6,26,15,30,34,7.6,9.8,0.85,3.72,NAN,54,NAN,19.1,20.4,16.8,NAN,NAN
2015,6,26,15,40,34,7.5,9.4,0.9,3.69,NAN,49,NAN,19.1,20.4,16.9,NAN,NAN
2015,6,26,15,50,32,7.6,9.9,0.92,3.75,NAN,50,NAN,19.1,20.4,17,NAN,NAN
2015,6,26,16,0,30,7.5,9.6,0.97,3.8,NAN,61,NAN,19.2,20.4,17.2,NAN,NAN
2015,6,26,16,10,30,7.5,10.1,0.99,3.79,NAN,52,NAN,19.2,20.4,17.2,NAN,NAN
2015,6,26,16,20,31,7.6,10.2,1.06,3.88,NAN,43,NAN,19.2,20.4,17.1,NAN,NAN
2015,6,26,16,30,31,8.1,10.3,1.08,3.99,NAN,39,NAN,19.2,20.4,16.9,NAN,NAN
2015,6,26,16,40,29,8,10.3,1.2,3.99,NAN,NAN,NAN,19.2,20.4,16.9,NAN,NAN
2015,6,26,16,50,30,8.2,10.8,1.29,4.18,NAN,72,NAN,19.2,20.4,16.8,NAN,NAN
2015,6,26,17,0,29,8.1,11.5,1.37,4.2,NAN,34,NAN,19.3,20.4,16.7,NAN,NAN
2015,6,26,17,10,29,8.6,11,1.42,4.2,NAN,NAN,NAN,19.5,20.4,16.3,NAN,NAN
2015,6,26,17,20,29,8.2,11.1,1.45,4.2,NAN,303,NAN,19.5,20.4,16.1,NAN,NAN
2015,6,26,17,30,31,8.1,10.8,1.53,4.24,NAN,57,NAN,19.6,20.4,16.1,NAN,NAN
2015,6,26,17,40,29,8.5,11.4,1.46,4.27,NAN,35,NAN,19.6,20.4,16.3,NAN,NAN
2015,6,26,17,50,28,8.9,11.6,1.47,4.44,NAN,43,NAN,19.6,20.3,16.1,NAN,NAN
2015,6,26,18,0,29,8.4,10.9,1.59,4.44,NAN,200,NAN,19.6,20.3,16.3,NAN,NAN
2015,6,26,18,10,30,8.6,11.4,1.6,4.51,NAN,47,NAN,19.6,20.3,16.3,NAN,NAN
2015,6,26,18,20,30,8.8,11.8,1.62,4.52,NAN,51,NAN,19.6,20.3,16.3,NAN,NAN
2015,6,26,18,30,31,9.2,12.3,1.55,4.55,NAN,53,NAN,19.5,20.3,16.2,NAN,NAN
2015,6,26,18,40,31,9.2,11.6,1.77,4.55,NAN,148,NAN,19.5,20.2,16.2,NAN,NAN
2015,6,26,18,50,33,9.2,12.5,1.91,4.55,NAN,NAN,NAN,19.6,20.2,16.2,NAN,NAN
2015,6,26,19,0,32,9.1,12.3,2.03,4.53,NAN,54,NAN,19.6,20.2,16.2,NAN,NAN
2015,6,26,19,10,33,9,12.3,2.17,4.53,NAN,NAN,NAN,19.7,20.2,16.4,NAN,NAN
2015,6,26,19,20,31,9.4,12.3,2.07,4.83,NAN,15,NAN,19.7,20.1,16.3,NAN,NAN
2015,6,26,19,30,30,9.8,12.8,2.25,4.83,NAN,76,NAN,19.7,20.1,16.1,NAN,NAN
2015,6,26,19,40,31,9.5,13.3,2.14,4.83,NAN,319,NAN,19.7,20.1,16.1,NAN,NAN
2015,6,26,19,50,31,9.3,12.6,2.34,4.83,NAN,NAN,NAN,19.7,20.1,16.3,NAN,NAN
2015,6,26,20,0,32,9.3,13.5,2.23,4.83,NAN,27,NAN,19.7,20.1,16.3,NAN,NAN
2015,6,26,20,10,30,9.4,12.4,2.12,4.98,NAN,74,NAN,19.8,20,16.4,NAN,NAN
