#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2016,9,6,215.8611111,3.506944444,3.884027778,0.286805556,2.317152778,NAN,104.1736111,NAN,24.85486111,24.43263889,NAN,NAN,NAN
2016,9,7,219.034965,3.308391608,3.696503497,0.373636364,2.961468531,NAN,150.041958,NAN,26.16783217,24.87596899,NAN,NAN,NAN
2016,9,8,238.7777778,5.820422535,6.475352113,0.527847222,3.146111111,NAN,205.6111111,NAN,26.47083333,24.82447552,NAN,NAN,NAN
2016,9,9,153.8333333,4.152777778,4.586111111,0.486805556,3.353888889,NAN,186.9861111,NAN,24.24722222,24.57986111,NAN,NAN,NAN
2016,9,10,188.9166667,7.222916667,8.125,0.562361111,2.698680556,NAN,160.2986111,NAN,24.74513889,24.38819444,NAN,NAN,NAN
2016,9,11,295.5957447,6.875177305,7.707801418,1.135035461,4.636312057,NAN,260.7163121,NAN,20.16170213,23.85248227,NAN,NAN,NAN
2016,9,12,124.4405594,4.297202797,4.80979021,0.295314685,2.131538462,NAN,96.51748252,NAN,19.5972028,23.93356643,NAN,NAN,NAN
2016,9,13,208.034965,4.114685315,4.551048951,0.358811189,2.354125874,NAN,129.3986014,NAN,22.11678322,23.84545455,NAN,NAN,NAN
2016,9,14,130.4027778,6.142361111,6.717361111,0.698472222,3.298125,NAN,92.57638889,NAN,22.25833333,23.76597222,NAN,NAN,NAN
2016,9,15,109.2708333,6.453472222,7.152777778,0.754305556,4.061875,NAN,44.85416667,NAN,19.68611111,23.56388889,NAN,NAN,NAN
2016,9,16,122.4084507,4.629577465,5.06056338,0.493028169,3.547323944,NAN,64.35915493,NAN,20.19577465,23.31197183,NAN,NAN,NAN
2016,9,17,201.6805556,6.430985915,7.244366197,0.488472222,2.578888889,NAN,133.875,NAN,23.26041667,23.26041667,NAN,NAN,NAN
2016,9,18,224.2847222,4.436805556,4.939583333,0.472638889,3.513611111,NAN,166.2847222,NAN,22.12777778,23.25069444,NAN,NAN,NAN
2016,9,19,191.0694444,2.655555556,2.988194444,0.180902778,1.859027778,NAN,116.0486111,NAN,22.25763889,23.57569444,NAN,NAN,NAN
2016,9,20,201.7916667,3.244444444,3.571527778,0.255138889,2.282777778,NAN,120.3402778,NAN,22.30277778,23.68611111,NAN,NAN,NAN
2016,9,21,97.85416667,3.6375,4.004861111,0.344722222,2.816666667,NAN,98.29861111,NAN,22.40347222,23.63888889,NAN,NAN,NAN
2016,9,22,163.4166667,2.623611111,2.933333333,0.180416667,1.997638889,NAN,38.36111111,NAN,22.83888889,23.79583333,NAN,NAN,NAN
2016,9,23,184.9375,3.902777778,4.251388889,0.256180556,1.879027778,NAN,103.6875,NAN,23.82013889,23.89166667,NAN,NAN,NAN
2016,9,24,84.61111111,7.747222222,8.524305556,1.228680556,4.892013889,NAN,45.93055556,NAN,19.54652778,23.43055556,NAN,NAN,NAN
2016,9,25,116.2013889,6.140277778,6.700694444,0.664861111,3.724652778,NAN,57.30555556,NAN,17.57222222,22.95069444,NAN,NAN,NAN
2016,9,26,198.1597222,7.679166667,8.504861111,0.830555556,2.586944444,NAN,176.6944444,NAN,19.18263889,22.45625,NAN,NAN,NAN
2016,9,27,222.1944444,8.819444444,9.706944444,1.02875,1.911111111,NAN,226.3402778,NAN,18.26111111,21.84513889,NAN,NAN,NAN
2016,9,28,207.7847222,4.655555556,5.229166667,0.451458333,2.339930556,NAN,149.2708333,NAN,17.82777778,21.28402778,NAN,NAN,NAN
2016,9,29,144.3125,5.458333333,6.15625,0.910208333,2.246388889,NAN,57.54166667,NAN,17.40902778,21.075,NAN,NAN,NAN
2016,9,30,111.9305556,7.084027778,7.869444444,1.221180556,2.22,NAN,58.08333333,NAN,17.36388889,21.06180556,NAN,NAN,NAN
2016,10,1,123.1048951,4.330769231,4.979020979,0.636083916,2.229230769,NAN,72.73426573,NAN,17.32797203,20.98461538,NAN,NAN,NAN
2016,10,2,230.2291667,4.952777778,5.498611111,0.417013889,2.572777778,NAN,153.9236111,NAN,17.35833333,20.71458333,NAN,NAN,NAN
2016,10,3,255.2152778,4.755555556,5.202083333,0.454652778,2.904236111,NAN,173.7083333,NAN,16.94583333,20.35486111,NAN,NAN,NAN
2016,10,4,145.2152778,4.213333333,4.983333333,0.358194444,2.203541667,NAN,79.20833333,NAN,18.42013889,20.37847222,NAN,NAN,NAN
2016,10,5,162.8680556,7.823611111,8.498611111,0.627430556,2.813541667,NAN,131.9583333,NAN,19.59236111,20.26111111,NAN,NAN,NAN
2016,10,6,145.0555556,5.313194444,5.784722222,0.364652778,2.150208333,NAN,94.10416667,NAN,19.90069444,20.56458333,NAN,NAN,NAN
2016,10,7,174.2916667,5.122222222,5.69375,0.332083333,2.039513889,NAN,122.9097222,NAN,20.18958333,20.54930556,NAN,NAN,NAN
2016,10,8,274.0763889,7.438194444,8.269444444,1.004166667,3.807291667,NAN,245.1041667,NAN,16.93541667,20.13194444,NAN,NAN,NAN
2016,10,9,232.1527778,7.040972222,8.134722222,1.111736111,4.574652778,NAN,178.5069444,NAN,13.51736111,19.68472222,NAN,NAN,NAN
2016,10,10,95.40277778,4.636805556,5.527083333,0.759236111,4.499722222,NAN,68.08333333,NAN,13.03263889,19.50694444,NAN,NAN,NAN
2016,10,11,147.2916667,4.565972222,5.023611111,0.327569444,2.131527778,NAN,85.52777778,NAN,14.00486111,19.22361111,NAN,NAN,NAN
2016,10,12,190.5694444,6.718055556,7.4125,0.454791667,2.261875,NAN,127.8263889,NAN,18.12777778,18.875,NAN,NAN,NAN
2016,10,13,267.3402778,7.492361111,8.495138889,1.138402778,4.290902778,NAN,225.25,NAN,15.16388889,18.73333333,NAN,NAN,NAN
2016,10,14,177.7986111,3.8,4.357638889,0.296666667,2.078541667,NAN,123.4027778,NAN,12.34166667,18.44444444,NAN,NAN,NAN
2016,10,15,180.6180556,5.829166667,6.452083333,0.368333333,2.038125,NAN,126.9861111,NAN,15.53472222,18.20208333,NAN,NAN,NAN
2016,10,16,217.4791667,6.596527778,7.348611111,0.564375,2.802013889,NAN,145.0069444,NAN,20.29027778,18.22083333,NAN,NAN,NAN
2016,10,17,198.6319444,5.100694444,5.920138889,0.367708333,2.553472222,NAN,125.6041667,NAN,20.74791667,18.37708333,NAN,NAN,NAN
2016,10,18,209.6503497,8.824475524,10.02027972,0.818111888,3.092797203,NAN,170.7972028,NAN,22.39020979,18.46923077,NAN,NAN,NAN
2016,10,19,102.3125,4.146527778,4.599305556,0.454791667,3.171388889,NAN,150.5277778,NAN,18.35416667,18.69097222,NAN,NAN,NAN
2016,10,20,90.36805556,6.497222222,7.194444444,0.915314685,4.158055556,NAN,51.43055556,NAN,16.40208333,18.50138889,NAN,NAN,NAN
2016,10,21,55.51388889,12.2875,13.27152778,2.296408451,5.982986111,NAN,44.89583333,NAN,13.63472222,18.08680556,NAN,NAN,NAN
2016,10,22,268.4027778,10.64861111,11.73263889,2.031188811,5.791180556,NAN,239.4097222,NAN,9.916666667,17.25,NAN,NAN,NAN
2016,10,23,250.0833333,6.865972222,7.585416667,1.131458333,4.679652778,NAN,263.4444444,NAN,13.64236111,16.9125,NAN,NAN,NAN
2016,10,24,276.0138889,9.129166667,10.08819444,1.350277778,4.601736111,NAN,247.5347222,NAN,13.23125,16.51805556,NAN,NAN,NAN
2016,10,25,294.6180556,6.669444444,7.714583333,1.051527778,4.429097222,NAN,234.0763889,NAN,10.40486111,15.89722222,NAN,NAN,NAN
2016,10,26,113.5833333,6.347916667,7.172916667,0.776111111,4.124097222,NAN,59.99305556,NAN,8.317361111,15.46527778,NAN,NAN,NAN
2016,10,27,200.0277778,8.745833333,9.723611111,1.246760563,5.272916667,NAN,154.5833333,NAN,9.607638889,15.25486111,NAN,NAN,NAN
2016,10,28,267.3263889,5.690277778,6.531944444,0.764583333,3.494513889,NAN,199.5972222,NAN,10.24930556,14.88472222,NAN,NAN,NAN
2016,10,29,219.7430556,7.559027778,8.388888889,0.733888889,3.341111111,NAN,173.4861111,NAN,15.85625,14.19583333,NAN,NAN,NAN
2016,10,30,123.5277778,5.517361111,6.121527778,0.71875,3.491875,NAN,102.0763889,NAN,13.93472222,14.53263889,NAN,NAN,NAN
2016,10,31,117.080292,5.52189781,6.375912409,0.777591241,4.188686131,NAN,90.03649635,NAN,9.962043796,14.14671533,NAN,NAN,NAN
