#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2015,12,5,210.2041667,2.0675,3.290833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,6,196.7708333,1.511666667,2.12875,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,7,147.3333333,2.365,3.245,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,8,171.3640167,1.523333333,2.565833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,9,189.7957447,3.41106383,5.835744681,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,10,206.4915966,3.864016736,6.647698745,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,11,215.4041667,5.1975,8.740416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,12,159.376569,1.90625,2.814583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,13,89.55042017,2.632916667,3.295416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,14,180.1625,3.830833333,6.707916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,15,256.199095,6.90875,11.43041667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,16,202.2635983,2.44375,3.88,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,17,221.0168067,5.582845188,8.683682008,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,18,262.3574468,6.310833333,9.510833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,19,256.5294118,3.180416667,16.23708333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,20,203.556701,4.086610879,8.707949791,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,21,203.2791667,5.471666667,9.665416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,22,210.7291667,3.71125,6.220416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,23,162.958159,3.12125,5.532083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,24,218.5726496,5.217573222,8.922175732,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,25,123.9409283,1.55,2.065416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,26,85.43055556,5.2525,7.653333333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,27,206.3050847,4.577916667,6.316666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,28,63.21052632,5.389784946,11.46236559,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,29,183.5187166,5.012133891,11.71297071,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,30,235.8445378,3.151666667,5.240833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,31,240.9243697,5.344166667,8.5275,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
