Date,code,"SRP, mg/L, as P"
2011-08-16,0,0.0027
2011-08-17,0,0.0002
2011-08-18,0,0.0007
2011-08-19,0,0.0006
2011-08-20,0,0.0006
2011-08-21,0,0.0005
2011-08-22,0,0.0014666666666666667
2011-08-23,0,0.0029
2011-08-24,0,0.0022
2011-08-25,0,0.102
2011-08-26,0,0.11086666666666667
2011-08-27,0,0.0977
2011-08-28,0,0.0532
2011-08-29,0,0.023966666666666664
2011-08-30,0,0.0727
2011-08-31,0,0.0474
2011-09-01,0,0.0364
2011-09-02,0,0.0386
2011-09-03,0,0.034
2011-09-04,0,0.0263
2011-09-05,0,0.015966666666666667
2011-09-06,0,0.043
2011-09-07,0,0.018
2011-09-08,0,0.0973
2011-09-09,0,0.1282333333333333
2011-09-10,0,0.1288
2011-09-11,0,0.0981
2011-09-12,0,0.11965
2011-09-13,0,0.0923
2011-09-14,0,0.0537
2011-09-15,0,0.0267
2011-09-16,0,0.0562
2011-09-17,0,0.0292
2011-09-21,0,0.0631
2011-09-22,0,0.0661
2011-09-23,0,0.0364
2011-09-24,0,0.08860000000000001
2011-09-25,0,0.08035
2011-09-26,0,0.08990000000000001
2011-09-27,0,0.1328666666666667
2011-09-28,0,0.1307
2011-09-29,0,0.08775
2011-09-30,0,0.078
2011-10-01,0,0.07444999999999999
2011-10-02,0,0.0696
2011-10-03,0,0.0696
2011-10-06,0,0.0648
2011-10-07,0,0.0661
2011-10-08,0,0.0656
2011-10-09,0,0.0625
2011-10-10,0,0.05823333333333333
2011-10-11,0,0.0493
2011-10-12,0,0.0392
2011-10-13,0,0.0343
2011-10-14,0,0.0264
2011-10-15,0,0.0209
2011-10-16,0,0.0193
2011-10-17,0,0.024499999999999997
2011-10-18,0,0.0242
2011-10-19,0,0.10805
2011-10-20,0,0.2529666666666667
2011-10-21,0,0.30093333333333333
2011-10-22,0,0.24575000000000002
2011-10-23,0,0.1657
2011-10-24,0,0.1261
2011-10-25,0,0.086
2011-10-26,0,0.0788
2011-10-27,0,0.0751
2011-10-28,0,0.0897
2011-10-29,0,0.0776
2011-10-30,0,0.0629
2011-10-31,0,0.059133333333333336
2011-11-01,0,0.0451
2011-11-02,0,0.0498
2011-11-03,0,0.0402
2011-11-04,0,0.0659
2011-11-05,0,0.0527
2011-11-06,0,0.0223
2011-11-07,0,0.03516666666666667
2011-11-08,0,0.0411
2011-11-09,0,0.0363
2011-11-10,0,0.0418
2011-11-11,0,0.032
2011-11-12,0,0.025
2011-11-13,0,0.0207
2011-11-14,0,0.026049999999999997
2011-11-15,0,0.25146666666666667
2011-11-16,0,0.25276666666666664
2011-11-17,0,0.1653
2011-11-18,0,0.0857
2011-11-19,0,0.0891
2011-11-20,0,0.07156666666666667
2011-11-21,0,0.0659
2011-11-22,0,0.0702
2011-11-23,0,0.1560666666666667
2011-11-24,0,0.1895
2011-11-25,0,0.1528
2011-11-26,0,0.1058
2011-11-27,0,0.0898
2011-11-28,0,0.1307
2011-11-29,0,0.13426666666666667
2011-11-30,0,0.1495
2011-12-02,0,0.1333
2011-12-03,0,0.1054
2011-12-04,0,0.0872
2011-12-05,0,0.10675
2011-12-06,0,0.13306666666666667
2011-12-07,0,0.1273
2011-12-08,0,0.1054
2011-12-09,0,0.0843
2011-12-10,0,0.07
2011-12-11,0,0.0632
2011-12-12,0,0.056799999999999996
2011-12-13,0,0.0508
2011-12-14,0,0.0459
2011-12-15,0,0.0857
2011-12-16,0,0.1503
2011-12-17,0,0.1104
2011-12-18,0,0.0799
2011-12-19,0,0.065
2011-12-20,0,0.056
2011-12-21,0,0.0643
2011-12-22,0,0.1104
2011-12-23,0,0.0921
2011-12-24,0,0.077
2011-12-25,0,0.0676
2011-12-26,0,0.0611
2011-12-27,0,0.0504
2011-12-28,0,0.0603
2011-12-29,0,0.0669
2011-12-30,0,0.0596
2011-12-31,0,0.058
2012-01-01,0,0.0678
2012-01-02,0,0.0599
2012-01-03,0,0.057
2012-01-04,0,0.0503
2012-01-05,0,0.0489
2012-01-06,0,0.0448
2012-01-07,0,0.0448
2012-01-08,0,0.038
2012-01-09,0,0.03766666666666666
2012-01-10,0,0.048
2012-01-11,0,0.0463
2012-01-12,0,0.0409
2012-01-13,0,0.0451
2012-01-14,0,0.0598
2012-01-15,0,0.0482
2012-01-16,0,0.044566666666666664
2012-01-17,0,0.06776666666666666
2012-01-18,0,0.15306666666666666
2012-01-19,0,0.16955
2012-01-23,0,0.07203333333333334
2012-01-24,0,0.12036666666666666
2012-01-25,0,0.09875
2012-01-26,0,0.0704
2012-01-27,0,0.07193333333333334
2012-01-28,0,0.0995
2012-01-29,0,0.0794
2012-01-30,0,0.06493333333333333
2012-01-31,0,0.0579
2012-02-01,0,0.0591
2012-02-02,0,0.0581
2012-02-03,0,0.0508
2012-02-04,0,0.0482
2012-02-05,0,0.05
2012-02-06,0,0.046533333333333336
2012-02-07,0,0.0493
2012-02-08,0,0.0472
2012-02-09,0,0.0409
2012-02-10,0,0.0372
2012-02-11,0,0.0318
2012-02-12,0,0.0333
2012-02-13,0,0.03526666666666667
2012-02-14,0,0.0301
2012-02-15,0,0.0317
2012-02-16,0,0.0332
2012-02-17,0,0.0312
2012-02-18,0,0.0356
2012-02-19,0,0.0337
2012-02-20,0,0.0323
2012-02-21,0,0.0174
2012-02-22,0,0.0209
2012-02-23,0,0.02325
2012-02-24,0,0.04243333333333333
2012-02-25,0,0.0778
2012-02-26,0,0.05845
2012-02-27,0,0.0494
2012-02-28,0,0.0386
2012-02-29,0,0.06129999999999999
2012-03-01,0,0.1155
2012-03-02,0,0.08333333333333333
2012-03-03,0,0.09870000000000001
2012-03-04,0,0.10289999999999999
2012-03-05,0,0.0728
2012-03-06,0,0.0514
2012-03-07,0,0.0388
2012-03-08,0,0.0318
2012-03-09,0,0.0352
2012-03-10,0,0.0309
2012-03-11,0,0.0289
2012-03-12,0,0.0223
2012-03-13,0,0.0456
2012-03-14,0,0.0571
2012-03-15,0,0.045649999999999996
2012-03-16,0,0.05263333333333333
2012-03-17,0,0.06113333333333334
2012-03-18,0,0.0607
2012-03-19,0,0.09407499999999999
2012-03-20,0,0.0911
2012-03-21,0,0.07245
2012-03-22,0,0.056
2012-03-23,0,0.0617
2012-03-24,0,0.0501
2012-03-25,0,0.0586
2012-03-26,0,0.0501
2012-03-27,0,0.0336
2012-03-28,0,0.0329
2012-03-29,0,0.0215
2012-03-30,0,0.0057
2012-03-31,0,0.0064
2012-04-01,0,0.004
2012-04-02,0,0.007666666666666666
2012-04-03,0,0.0149
2012-04-04,0,0.0161
2012-04-05,0,0.0134
2012-04-06,0,0.0081
2012-04-07,0,0.0083
2012-04-08,0,0.006
2012-04-09,0,0.010366666666666666
2012-04-10,0,0.0106
2012-04-11,0,0.011
2012-04-12,0,0.0096
2012-04-13,0,0.0167
2012-04-14,0,0.0143
2012-04-15,0,0.0162
2012-04-16,0,0.01606666666666667
2012-04-17,0,0.0123
2012-04-18,0,0.0129
2012-04-19,0,0.0072
2012-04-20,0,0.0051
2012-04-21,0,0.0046
2012-04-22,0,0.0068
2012-04-23,0,0.007766666666666667
2012-04-24,0,0.0044
2012-04-25,0,0.0032
2012-04-26,0,0.0031
2012-04-27,0,0.0015
2012-04-28,0,0.0031
2012-04-29,0,0.0021
2012-04-30,0,0.002933333333333333
2012-05-01,0,0.0037
2012-05-02,0,0.0034
2012-05-03,0,0.0043
2012-05-04,0,0.03915
2012-05-05,0,0.04303333333333333
2012-05-06,0,0.083
2012-05-07,0,0.0731
2012-05-10,0,0.1281
2012-05-11,0,0.0828
2012-05-12,0,0.054
2012-05-13,0,0.0458
2012-05-14,0,0.0271
2012-05-21,0,0.01575
2012-05-22,0,0.0147
2012-05-23,0,0.009
2012-05-24,0,0.0078
2012-05-25,0,0.0069
2012-05-26,0,0.0062
2012-05-27,0,0.0061
2012-05-28,0,0.0051
2012-05-29,0,0.010133333333333333
2012-05-30,0,0.08163333333333334
2012-05-31,0,0.0735
2012-06-01,0,0.0243
2012-06-02,0,0.0658
2012-06-03,0,0.0477
2012-06-04,0,0.043133333333333336
2012-06-05,0,0.0129
2012-06-06,0,0.0497
2012-06-07,0,0.0261
2012-06-08,0,0.0268
2012-06-09,0,0.0193
2012-06-10,0,0.0199
2012-06-11,0,0.023333333333333334
2012-06-12,0,0.0348
2012-06-13,0,0.0476
2012-06-14,0,0.0525
2012-06-15,0,0.0558
2012-06-16,0,0.0461
2012-06-17,0,0.0548
2012-06-18,0,0.06257499999999999
2012-06-19,0,0.0825
2012-06-20,0,0.10725
2012-06-21,0,0.0836
2012-06-22,0,0.0895
2012-06-23,0,0.0905
2012-06-24,0,0.0704
2012-06-25,0,0.0799
2012-06-26,0,0.0882
2012-06-27,0,0.0592
2012-06-28,0,0.0502
2012-06-29,0,0.0119
2012-06-30,0,0.0258
2012-07-01,0,0.0358
2012-07-02,0,0.05096666666666666
2012-07-03,0,0.0607
2012-07-04,0,0.0657
2012-07-05,0,0.0862
2012-07-06,0,0.0861
2012-07-07,0,0.0532
2012-07-08,0,0.048
2012-07-09,0,0.0603
2012-07-10,0,0.0943
2012-07-11,0,0.0998
2012-07-12,0,0.0643
2012-07-13,0,0.0588
2012-07-14,0,0.0719
2012-07-15,0,0.0685
2012-07-16,0,0.08043333333333333
2012-07-17,0,0.0946
2012-07-18,0,0.1137
2012-07-19,0,0.1035
2012-07-20,0,0.0412
2012-07-21,0,0.06905
2012-07-22,0,0.0664
2012-07-23,0,0.0483
2012-07-24,0,0.0661
2012-07-25,0,0.0672
2012-07-26,0,0.0646
2012-07-27,0,0.0396
2012-07-28,0,0.0297
2012-07-29,0,0.0145
2012-07-30,0,0.029033333333333338
2012-07-31,0,0.0767
2012-08-01,0,0.0725
2012-08-02,0,0.0611
2012-08-03,0,0.0477
2012-08-04,0,0.0466
2012-08-05,0,0.0448
2012-08-06,0,0.04576666666666667
2012-08-07,0,0.0898
2012-08-08,0,0.0661
2012-08-09,0,0.0536
2012-08-10,0,0.0105
2012-08-11,0,0.0769
2012-08-12,0,0.0756
2012-08-13,0,0.0637
2012-08-14,0,0.0641
2012-08-15,0,0.0301
2012-08-16,0,0.0387
2012-08-17,0,0.0435
2012-08-18,0,0.0383
2012-08-19,0,0.0413
2012-08-20,0,0.030966666666666667
2012-08-21,0,0.0141
2012-08-22,0,0.038
2012-08-23,0,0.0316
2012-08-27,0,0.03065
2012-08-28,0,0.0389
2012-08-29,0,0.0678
2012-08-30,0,0.0511
2012-08-31,0,0.0264
2012-09-01,0,0.0435
2012-09-02,0,0.0284
2012-09-03,0,0.0383
2012-09-04,0,0.0503
2012-09-05,0,0.0831
2012-09-06,0,0.0826
2012-09-08,0,0.0402
2012-09-09,0,0.0546
2012-09-10,0,0.055925
2012-09-11,0,0.03425
2012-09-12,0,0.037
2012-09-13,0,0.0379
2012-09-14,0,0.0154
2012-09-15,0,0.0259
2012-09-16,0,0.0355
2012-09-17,0,0.044833333333333336
2012-09-18,0,0.026733333333333335
2012-09-19,0,0.0207
2012-09-20,0,0.0592
2012-09-21,0,0.0372
2012-09-22,0,0.0163
2012-09-23,0,0.0273
2012-09-24,0,0.0648
2012-09-25,0,0.0468
2012-09-26,0,0.0261
2012-09-27,0,0.0213
2012-09-28,0,0.0149
2012-09-29,0,0.0207
2012-09-30,0,0.0145
2012-10-01,0,0.0318
2012-10-02,0,0.0277
2012-10-03,0,0.0338
2012-10-04,0,0.0445
2012-10-05,0,0.022
2012-10-06,0,0.0205
2012-10-07,0,0.08036666666666666
2012-10-08,0,0.07486666666666668
2012-10-09,0,0.0588
2012-10-10,0,0.0174
2012-10-11,0,0.0441
2012-10-12,0,0.0264
2012-10-13,0,0.0286
2012-10-14,0,0.021
2012-10-15,0,0.021333333333333333
2012-10-16,0,0.03
2012-10-17,0,0.0295
2012-10-18,0,0.0117
2012-10-19,0,0.0103
2012-10-20,0,0.017
2012-10-21,0,0.0291
2012-10-22,0,0.042199999999999994
2012-10-23,0,0.017
2012-10-24,0,0.0247
2012-10-25,0,0.0099
2012-10-26,0,0.0353
2012-10-27,0,0.014
2012-10-28,0,0.0204
2012-10-29,0,0.022500000000000003
2012-10-30,0,0.0041
2012-10-31,0,0.0106
2012-11-01,0,0.06256666666666667
2012-11-02,0,0.0637
2012-11-03,0,0.0279
2012-11-04,0,0.010350000000000002
2012-11-05,0,0.045700000000000005
2012-11-06,0,0.0345
2012-11-12,0,0.0257
2012-11-16,0,0.0487
2012-11-17,0,0.0354
2012-11-18,0,0.0214
2012-11-19,0,0.0212
2012-11-20,0,0.0135
2012-11-21,0,0.0144
2012-11-22,0,0.0108
2012-11-23,0,0.0107
2012-11-24,0,0.0156
2012-11-25,0,0.0126
2012-11-26,0,0.02495
2012-11-27,0,0.0086
2012-11-28,0,0.016
2012-11-29,0,0.009
2012-11-30,0,0.0144
2012-12-01,0,0.0097
2012-12-02,0,0.0207
2012-12-03,0,0.015366666666666667
2012-12-04,0,0.0161
2012-12-05,0,0.0101
2012-12-06,0,0.0025
2012-12-07,0,0.0023
2012-12-08,0,0.0013
2012-12-09,0,0.01085
2012-12-10,0,0.069175
2012-12-11,0,0.14596666666666666
2012-12-12,0,0.11773333333333334
2012-12-13,0,0.0984
2012-12-15,0,0.0477
2012-12-16,0,0.0383
2012-12-17,0,0.03236666666666666
2012-12-18,0,0.022
2012-12-19,0,0.0243
2012-12-20,0,0.0274
2012-12-21,0,0.1437
2012-12-22,0,0.1248
2012-12-23,0,0.0994
2012-12-24,0,0.0782
2012-12-25,0,0.0622
2012-12-26,0,0.0519
2012-12-27,0,0.0471
2012-12-28,0,0.0539
2012-12-29,0,0.0541
2012-12-30,0,0.0358
2012-12-31,0,0.0384
2013-01-01,0,0.0404
2013-01-02,0,0.0227
2013-01-03,0,0.0315
2013-01-04,0,0.0261
2013-01-05,0,0.0234
2013-01-06,0,0.0158
2013-01-07,0,0.017750000000000002
2013-01-08,0,0.0211
2013-01-09,0,0.03615
2013-01-10,0,0.07673333333333333
2013-01-11,0,0.1038
2013-01-12,0,0.1392
2013-01-16,0,0.14365
2013-01-17,0,0.1189
2013-01-18,0,0.0865
2013-01-19,0,0.0721
2013-01-20,0,0.0592
2013-01-21,0,0.05465
2013-01-22,0,0.0563
2013-01-28,0,0.025849999999999998
2013-01-29,0,0.0347
2013-01-30,0,0.05883333333333333
2013-01-31,0,0.05889999999999999
2013-02-01,0,0.0732
2013-02-02,0,0.0628
2013-02-04,0,0.05255
2013-02-05,0,0.0452
2013-02-06,0,0.0394
2013-02-07,0,0.0343
2013-02-08,0,0.0325
2013-02-09,0,0.0301
2013-02-10,0,0.027
2013-02-11,0,0.02943333333333333
2013-02-12,0,0.055
2013-02-13,0,0.0466
2013-02-14,0,0.0454
2013-02-15,0,0.0377
2013-02-16,0,0.0292
2013-02-17,0,0.021
2013-02-18,0,0.027899999999999998
2013-02-19,0,0.0107
2013-02-20,0,0.0289
2013-02-21,0,0.0214
2013-02-22,0,0.0267
2013-02-23,0,0.0216
2013-02-24,0,0.0211
2013-02-25,0,0.021650000000000003
2013-03-04,0,0.0528
2013-03-05,0,0.0403
2013-03-06,0,0.0414
2013-03-07,0,0.0364
2013-03-08,0,0.0246
2013-03-09,0,0.0259
2013-03-10,0,0.022
2013-03-11,0,0.0202
2013-03-12,0,0.0158
2013-03-13,0,0.025966666666666666
2013-03-14,0,0.027200000000000002
2013-03-15,0,0.0286
2013-03-16,0,0.0209
2013-03-17,0,0.016
2013-03-18,0,0.015833333333333335
2013-03-19,0,0.0237
2013-03-20,0,0.0236
2013-03-21,0,0.0178
2013-03-22,0,0.0177
2013-03-23,0,0.0134
2013-03-24,0,0.0112
2013-03-25,0,0.0097
2013-03-26,0,0.0113
2013-03-27,0,0.0129
2013-03-28,0,0.013
2013-03-29,0,0.0182
2013-03-30,0,0.0193
2013-03-31,0,0.0151
2013-04-01,0,0.0117
2013-04-02,0,0.0125
2013-04-03,0,0.0128
2013-04-04,0,0.0132
2013-04-05,0,0.0158
2013-04-06,0,0.0112
2013-04-07,0,0.0123
2013-04-08,0,0.016266666666666665
2013-04-09,0,0.0203
2013-04-10,0,0.01565
2013-04-11,0,0.08523333333333333
2013-04-12,0,0.167
2013-04-13,0,0.15523333333333333
2013-04-14,0,0.1311
2013-04-15,0,0.07715
2013-04-22,0,0.0358
2013-04-23,0,0.0256
2013-04-24,0,0.0316
2013-04-25,0,0.06010000000000001
2013-04-26,0,0.06889999999999999
2013-04-27,0,0.0461
2013-04-28,0,0.0316
2013-04-29,0,0.044
2013-04-30,0,0.07166666666666667
2013-05-01,0,0.06215
2013-05-02,0,0.0483
2013-05-03,0,0.0454
2013-05-04,0,0.0343
2013-05-05,0,0.0298
2013-05-06,0,0.019466666666666667
2013-05-07,0,0.0064
2013-05-08,0,0.0071
2013-05-09,0,0.009
2013-05-10,0,0.0059
2013-05-11,0,0.0117
2013-05-12,0,0.0127
2013-05-13,0,0.012733333333333333
2013-05-14,0,0.0084
2013-05-15,0,0.012
2013-05-16,0,0.016
2013-05-17,0,0.0138
2013-05-18,0,0.0048
2013-05-19,0,0.0064
2013-05-20,0,0.011633333333333334
2013-05-21,0,0.0225
2013-05-22,0,0.0297
2013-05-25,0,0.0439
2013-05-26,0,0.0366
2013-05-27,0,0.0228
2013-05-28,0,0.0371
2013-05-29,0,0.0396
2013-05-30,0,0.0383
2013-05-31,0,0.0429
2013-06-01,0,0.0344
2013-06-02,0,0.05685
2013-06-03,0,0.0563
2013-06-04,0,0.0478
2013-06-05,0,0.0255
2013-06-06,0,0.0306
2013-06-10,0,0.0451
2013-06-17,0,0.0633
2013-06-18,0,0.0635
2013-06-19,0,0.0713
2013-06-20,0,0.072
2013-06-21,0,0.0705
2013-06-22,0,0.0656
2013-06-23,0,0.06895000000000001
2013-06-24,0,0.11869999999999999
2013-06-25,0,0.1301
2013-06-26,0,0.1149
2013-06-27,0,0.0953
