YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 04 14 13 329  8.2  9.7  1.28  5.56  4.30 999 1015.8   2.0   1.0 999.0 99.0 99.00
2004 04 14 14 326  6.4  7.4  1.22  5.26  4.44 999 1017.1   1.9   1.1 999.0 99.0 99.00
2004 04 14 15 326  4.8  5.5  1.02  5.00  4.41 999 1018.0   1.9   1.1 999.0 99.0 99.00
2004 04 14 16 322  4.8  5.4  0.89  5.26  4.25 999 1018.1   1.9   1.1 999.0 99.0 99.00
2004 04 14 17 317  4.3  4.8  0.76  5.00  4.14 999 1018.3   1.9   1.2 999.0 99.0 99.00
2004 04 14 18 323  3.2  3.6  0.68  5.00  4.05 999 1018.2   1.9   1.2 999.0 99.0 99.00
2004 04 14 19 310  2.4  2.6  0.56  4.55  3.91 999 1018.3   2.0   1.2 999.0 99.0 99.00
2004 04 14 20  26  1.9  2.0  0.47  4.76  3.75 999 1017.8   2.0   1.3 999.0 99.0 99.00
2004 04 14 21 180  0.0  0.3  0.42  4.55  3.63 999 1017.9   3.0   1.3 999.0 99.0 99.00
2004 04 14 22 203  0.7  1.3  0.36  4.35  3.54 999 1018.1   2.4   1.4 999.0 99.0 99.00
2004 04 14 23 279  0.5  0.8  0.29  3.70  3.47 999 1018.4   2.5   1.3 999.0 99.0 99.00
2004 04 15 00 278  1.2  1.3  0.26  3.45  3.38 999 1018.3   2.4   1.3 999.0 99.0 99.00
2004 04 15 01 315  1.8  2.1  0.21  4.17  3.45 999 1018.5   2.3   1.2 999.0 99.0 99.00
2004 04 15 02 325  2.5  2.8  0.19  3.23  3.24 999 1018.9   2.3   1.0 999.0 99.0 99.00
2004 04 15 03 324  1.8  2.3  0.18  3.70  3.28 999 1019.2   1.7   0.9 999.0 99.0 99.00
2004 04 15 04 359  2.9  3.1  0.17  3.13  3.23 999 1019.2   3.3   0.9 999.0 99.0 99.00
