YEAR,MONTH,DAY,PRCP,SNWD,SNOW,WESD,WESF
2008,6,15,0,NAN,0,NAN,NAN
2008,6,16,1.3,NAN,0,NAN,NAN
2008,6,17,4.1,NAN,0,NAN,NAN
2008,6,18,3.8,NAN,0,NAN,NAN
2008,6,19,0,NAN,0,NAN,NAN
2008,6,20,0,NAN,0,NAN,NAN
2008,6,21,0.8,NAN,0,NAN,NAN
2008,6,22,7.1,NAN,0,NAN,NAN
2008,6,23,0,NAN,0,NAN,NAN
2008,6,24,0,NAN,0,NAN,NAN
2008,6,25,0,NAN,0,NAN,NAN
2008,6,26,1.3,NAN,0,NAN,NAN
2008,6,27,11.2,NAN,0,NAN,NAN
2008,6,28,1,NAN,0,NAN,NAN
2008,6,29,25.1,NAN,0,NAN,NAN
2008,7,1,13.2,NAN,0,NAN,NAN
2008,7,2,0,NAN,0,NAN,NAN
2008,7,3,2,NAN,0,NAN,NAN
2008,7,4,6.9,NAN,0,NAN,NAN
2008,7,5,0,NAN,0,NAN,NAN
2008,7,6,0,NAN,0,NAN,NAN
2008,7,7,0,NAN,0,NAN,NAN
2008,7,8,0,NAN,0,NAN,NAN
2008,7,9,7.1,NAN,0,NAN,NAN
2008,7,10,7.1,NAN,0,NAN,NAN
2008,7,11,0.3,NAN,0,NAN,NAN
2008,7,12,0,NAN,0,NAN,NAN
2008,7,13,11.2,NAN,0,NAN,NAN
2008,7,14,3.3,NAN,0,NAN,NAN
2008,7,15,0,NAN,0,NAN,NAN
2008,7,16,0,NAN,0,NAN,NAN
2008,7,19,0,NAN,0,NAN,NAN
2008,7,20,8.1,NAN,0,NAN,NAN
2008,7,21,0,NAN,0,NAN,NAN
2008,7,23,7.1,NAN,0,NAN,NAN
2008,7,24,62.7,NAN,0,NAN,NAN
2008,7,25,0,NAN,0,NAN,NAN
2008,7,27,0,NAN,0,NAN,NAN
2008,7,28,0,NAN,0,NAN,NAN
2008,7,29,0,NAN,0,NAN,NAN
2008,7,30,0,NAN,0,NAN,NAN
2008,7,31,7.4,NAN,0,NAN,NAN
2008,8,1,0,NAN,0,NAN,NAN
2008,8,2,0,NAN,0,NAN,NAN
2008,8,3,0,NAN,0,NAN,NAN
2008,8,4,0,NAN,0,NAN,NAN
2008,8,5,0,NAN,0,NAN,NAN
2008,8,6,22.4,NAN,0,NAN,NAN
2008,8,7,0,NAN,0,NAN,NAN
2008,8,8,0,NAN,0,NAN,NAN
2008,8,9,0,NAN,0,NAN,NAN
2008,8,10,13,NAN,0,NAN,NAN
2008,8,11,25.7,NAN,0,NAN,NAN
2008,8,12,0,NAN,0,NAN,NAN
2008,8,13,0,NAN,0,NAN,NAN
2008,8,14,0,NAN,0,NAN,NAN
2008,8,15,0,NAN,0,NAN,NAN
2008,8,16,0,NAN,0,NAN,NAN
2008,8,17,0,NAN,0,NAN,NAN
2008,8,18,0,NAN,0,NAN,NAN
2008,8,19,0.5,NAN,0,NAN,NAN
2008,8,20,2,NAN,0,NAN,NAN
2008,8,21,0,NAN,0,NAN,NAN
2008,8,22,0,NAN,0,NAN,NAN
2008,8,23,0,NAN,0,NAN,NAN
2008,8,24,0,NAN,0,NAN,NAN
2008,8,25,1.3,NAN,0,NAN,NAN
2008,8,26,0,NAN,0,NAN,NAN
2008,8,27,0,NAN,0,NAN,NAN
2008,8,28,0,NAN,0,NAN,NAN
2008,8,29,3.6,NAN,0,NAN,NAN
2008,8,30,2,NAN,0,NAN,NAN
2008,8,31,0,NAN,0,NAN,NAN
2008,9,1,0,NAN,0,NAN,NAN
2008,9,2,0,NAN,0,NAN,NAN
2008,9,3,0,NAN,0,NAN,NAN
2008,9,4,0,NAN,0,NAN,NAN
2008,9,5,0,NAN,0,NAN,NAN
2008,9,6,17,NAN,0,NAN,NAN
2008,9,7,1.8,NAN,0,NAN,NAN
2008,9,8,0,NAN,0,NAN,NAN
2008,9,9,4.8,NAN,0,NAN,NAN
2008,9,10,0,NAN,0,NAN,NAN
2008,9,11,0,NAN,0,NAN,NAN
2008,9,12,0,NAN,0,NAN,NAN
2008,9,13,10.2,NAN,0,NAN,NAN
2008,9,14,30.7,NAN,0,NAN,NAN
2008,9,15,3.6,NAN,0,NAN,NAN
2008,9,16,4.1,NAN,0,NAN,NAN
2008,9,17,0,NAN,0,NAN,NAN
2008,9,18,0,NAN,0,NAN,NAN
2008,9,19,0,NAN,0,NAN,NAN
2008,9,20,0,NAN,0,NAN,NAN
2008,9,21,0,NAN,0,NAN,NAN
2008,9,22,0,NAN,0,NAN,NAN
2008,9,23,0,NAN,0,NAN,NAN
2008,9,24,0,NAN,0,NAN,NAN
2008,9,25,0,NAN,0,NAN,NAN
2008,9,26,0,NAN,0,NAN,NAN
2008,9,27,0,NAN,0,NAN,NAN
2008,9,28,0.8,NAN,0,NAN,NAN
2008,9,29,1.5,NAN,0,NAN,NAN
2008,9,30,0,NAN,0,NAN,NAN
2008,10,1,58.7,NAN,0,NAN,NAN
2008,10,2,34.8,NAN,0,NAN,NAN
2008,10,3,49.8,NAN,0,NAN,NAN
2008,10,4,0,NAN,0,NAN,NAN
2008,10,5,0,NAN,0,NAN,NAN
2008,10,6,0,NAN,0,NAN,NAN
2008,10,7,0,NAN,0,NAN,NAN
2008,10,8,0,NAN,0,NAN,NAN
2008,10,9,4.6,NAN,0,NAN,NAN
2008,10,10,0,NAN,0,NAN,NAN
2008,10,11,0,NAN,0,NAN,NAN
2008,10,12,0,NAN,0,NAN,NAN
2008,10,13,0,NAN,0,NAN,NAN
2008,10,14,0,NAN,0,NAN,NAN
2008,10,15,0,NAN,0,NAN,NAN
2008,10,16,20.8,NAN,0,NAN,NAN
2008,10,17,2,NAN,0,NAN,NAN
2008,10,18,0,NAN,0,NAN,NAN
2008,10,19,0,NAN,0,NAN,NAN
2008,10,20,0,NAN,0,NAN,NAN
2008,10,21,9.1,NAN,0,NAN,NAN
2008,10,22,1,NAN,0,NAN,NAN
2008,10,23,0,NAN,0,NAN,NAN
2008,10,24,0,NAN,0,NAN,NAN
2008,10,25,9.9,NAN,0,NAN,NAN
2008,10,26,2.8,NAN,0,NAN,NAN
2008,10,27,0,NAN,0,NAN,NAN
2008,10,28,12.2,NAN,0,NAN,NAN
2008,10,29,9.9,NAN,0,NAN,NAN
2008,10,30,7.4,NAN,0,NAN,NAN
2008,10,31,0,NAN,0,NAN,NAN
2008,11,1,0,NAN,0,NAN,NAN
2008,11,2,0,NAN,0,NAN,NAN
2008,11,3,0,NAN,0,NAN,NAN
2008,11,4,0,NAN,0,NAN,NAN
2008,11,5,0,NAN,0,NAN,NAN
2008,11,6,0,NAN,0,NAN,NAN
2008,11,7,0,NAN,0,NAN,NAN
2008,11,8,4.1,NAN,0,NAN,NAN
2008,11,9,4.3,NAN,0,NAN,NAN
2008,11,10,17.5,48,48,15.5,15.5
2008,11,11,18,114,81,18,10.9
2008,11,12,0,NAN,0,NAN,NAN
2008,11,13,0,NAN,0,NAN,NAN
2008,11,14,3,NAN,0,NAN,NAN
2008,11,15,3.8,NAN,0,NAN,NAN
2008,11,16,29,NAN,0,NAN,NAN
2008,11,17,40.4,287,287,39.6,39.6
2008,11,18,0,282,NAN,35.8,NAN
2008,11,19,0,264,0,34,NAN
2008,11,20,#NAME?,249,0,32.5,NAN
2008,11,21,2.5,221,46,41.1,2.5
2008,11,22,2.8,226,53,31.2,2.8
2008,11,23,0,218,NAN,39.1,NAN
2008,11,24,0,155,0,31.2,NAN
2008,11,25,8.4,61,0,16.8,NAN
2008,11,26,11.9,61,NAN,22.1,NAN
2008,11,27,0,41,0,10.4,NAN
2008,11,28,1.5,46,10,11.4,1.5
2008,11,29,5.3,71,0,13,5.3
2008,11,30,0,30,0,6.6,NAN
2008,12,1,5.8,NAN,0,NAN,NAN
2008,12,2,17,211,211,17,17
2008,12,3,0,183,0,15,NAN
2008,12,4,1.5,91,0,18,NAN
2008,12,5,4.6,147,66,18.3,4.6
2008,12,6,0,NAN,0,NAN,NAN
2008,12,7,0,NAN,0,NAN,NAN
2008,12,8,0,NAN,0,NAN,NAN
2008,12,9,1.5,180,0,22.1,NAN
2008,12,10,32,NAN,0,NAN,NAN
2008,12,11,1.3,10,10,1.3,1.3
2008,12,12,0,8,0,1,NAN
2008,12,13,5.6,84,81,6.1,5.6
2008,12,14,0,43,0,5.6,NAN
2008,12,15,6.6,0,0,NAN,NAN
2008,12,16,3.6,0,0,NAN,NAN
2008,12,17,3.8,30,30,3.8,3.8
2008,12,18,0,NAN,0,NAN,NAN
2008,12,19,0,NAN,0,NAN,NAN
2008,12,20,11.2,97,97,11.2,11.2
2008,12,21,1.3,104,18,17.8,1.3
2008,12,22,5.6,188,104,22.6,5.6
2008,12,23,17.5,295,196,NAN,17.5
2008,12,24,13.7,864,NAN,30.7,NAN
2008,12,25,3.6,0,0,NAN,NAN
2008,12,26,0.8,20,20,0.8,0.8
2008,12,27,13.7,0,0,NAN,NAN
2008,12,28,2.3,NAN,NAN,NAN,NAN
2008,12,29,0,NAN,0,NAN,NAN
2008,12,30,0,NAN,0,NAN,NAN
2008,12,31,6.6,61,61,6.6,6.6
2009,1,1,0.3,NAN,10,NAN,0.3
2009,1,2,0,NAN,0,NAN,NAN
2009,1,3,0,NAN,0,NAN,NAN
2009,1,4,0,NAN,0,NAN,NAN
2009,1,5,0.5,NAN,NAN,NAN,NAN
2009,1,6,0,NAN,0,NAN,NAN
2009,1,7,8.1,NAN,0,NAN,NAN
2009,1,8,6.1,89,86,5.8,6.1
2009,1,13,0.8,NAN,8,NAN,0.8
2009,1,14,2.5,373,28,53.6,2.5
2009,1,15,1.8,404,58,58.7,1.8
2009,1,16,0.3,NAN,8,NAN,0.3
2009,1,17,0,348,0,47.8,NAN
2009,1,18,13.5,399,94,58.7,13.5
2009,1,19,1,429,43,NAN,1
2009,1,20,4.3,472,66,NAN,4.3
2009,1,21,0.3,NAN,8,NAN,0.3
2009,1,22,0,NAN,0,NAN,NAN
2009,1,23,0,NAN,0,NAN,NAN
2009,1,24,0,NAN,0,NAN,NAN
2009,1,25,0.3,315,3,50,0.3
2009,1,26,0,NAN,0,NAN,0
2009,1,27,0.3,NAN,15,NAN,0.3
2009,1,28,8.6,NAN,94,NAN,8.6
2009,1,29,20.6,528,198,50,20.6
2009,1,30,0.5,NAN,20,NAN,0.5
2009,1,31,4.3,643,107,56.9,4.3
2009,2,1,0,NAN,0,NAN,NAN
2009,2,2,0,NAN,0,NAN,NAN
2009,2,3,0,NAN,0,NAN,NAN
2009,2,4,0.5,NAN,15,NAN,0.5
2009,2,5,0.8,551,28,82.3,0.8
2009,2,6,0,NAN,0,NAN,NAN
2009,2,7,0,NAN,0,NAN,NAN
2009,2,9,0,NAN,0,NAN,NAN
2009,2,10,0,NAN,0,NAN,NAN
2009,2,11,5.6,NAN,NAN,NAN,NAN
2009,2,12,18.3,NAN,NAN,NAN,NAN
2009,2,13,5.1,10,10,3,3
2009,2,14,1.3,NAN,33,NAN,1.3
2009,2,15,1.3,69,23,6.1,1.3
2009,2,16,0.3,NAN,23,NAN,0.3
2009,2,17,0,NAN,0,NAN,0
2009,2,18,0.65,NAN,0,NAN,NAN
2009,2,19,6.35,36,44.5,2,2
2009,2,20,2.15,89,38.5,NAN,1.8
2009,2,21,0,NAN,0,NAN,0
2009,2,22,1.5,NAN,23,NAN,1.5
2009,2,23,1.5,NAN,58,NAN,1.5
2009,2,24,0.4,109,14,2,2.55
2009,2,25,0,74,0,0.3,0
2009,2,26,0.25,0,0,0.5,0.3
2009,2,27,6.35,NAN,NAN,NAN,NAN
2009,2,28,7.25,8,7.5,3,0.15
2009,3,1,0.1,0,0,0,0
2009,3,2,0.933333333,3,0,27.9,2.5
2009,3,3,0,0,2,NAN,0
2009,3,4,0,0,0,0.3,0
2009,3,5,0,NAN,0,NAN,NAN
2009,3,6,0,0,0,0,0
2009,3,7,0.166666667,0,0,0,0
2009,3,8,9.9,NAN,NAN,NAN,NAN
2009,3,9,31.35,NAN,NAN,NAN,NAN
2009,3,10,0.4,NAN,NAN,NAN,NAN
2009,3,11,30.6,NAN,NAN,NAN,NAN
2009,3,12,0,NAN,0,NAN,NAN
2009,3,13,0,NAN,0,NAN,NAN
2009,3,14,0,NAN,0,NAN,NAN
2009,3,15,0,NAN,0,NAN,NAN
2009,3,16,0,NAN,0,NAN,NAN
2009,3,17,0,NAN,0,NAN,NAN
2009,3,18,0,NAN,0,NAN,NAN
2009,3,19,4.2,NAN,NAN,NAN,NAN
2009,3,20,0,0,2.666666667,0,0
2009,3,21,0,NAN,0,NAN,NAN
2009,3,22,0,0,0,0,0
2009,3,23,0,NAN,0,NAN,NAN
2009,3,24,0,NAN,0,NAN,NAN
2009,3,25,0.1,NAN,0,NAN,NAN
2009,3,26,2.2,NAN,NAN,NAN,NAN
2009,3,27,0.933333333,NAN,NAN,NAN,NAN
2009,3,28,0,NAN,0,NAN,NAN
2009,3,29,2.866666667,NAN,NAN,NAN,NAN
2009,3,30,8.25,33,36.5,1.8,1.8
2009,3,31,0,NAN,0,NAN,NAN
2009,4,1,2.633333333,NAN,0,NAN,NAN
2009,4,2,8.15,NAN,NAN,NAN,NAN
2009,4,3,4.85,NAN,NAN,NAN,NAN
2009,4,4,17.53333333,NAN,NAN,NAN,NAN
2009,4,5,0,NAN,0,NAN,NAN
2009,4,6,1.75,NAN,NAN,NAN,NAN
2009,4,7,7.9,93,96.5,6.9,6.9
2009,4,8,4.7,100.5,50.5,5.6,4.1
2009,4,9,0,NAN,0,NAN,NAN
2009,4,10,0,NAN,0,NAN,NAN
2009,4,11,2.15,NAN,NAN,NAN,NAN
2009,4,12,0,NAN,0,NAN,NAN
2009,4,13,0,NAN,0,NAN,NAN
2009,4,14,0.65,NAN,NAN,NAN,NAN
2009,4,15,14.63333333,NAN,NAN,NAN,NAN
2009,4,16,4.533333333,NAN,NAN,NAN,NAN
2009,4,17,0,NAN,0,NAN,NAN
2009,4,18,0,NAN,0,NAN,NAN
2009,4,19,0,NAN,0,NAN,NAN
2009,4,20,5.066666667,NAN,NAN,NAN,NAN
2009,4,21,17.26666667,NAN,NAN,NAN,NAN
2009,4,22,2.55,NAN,NAN,NAN,NAN
2009,4,23,2.366666667,0,0,NAN,NAN
2009,4,24,1.266666667,NAN,0,NAN,NAN
2009,4,25,1.55,NAN,NAN,NAN,NAN
2009,4,26,0,NAN,0,NAN,NAN
2009,4,27,0,NAN,0,NAN,NAN
2009,4,28,0,NAN,0,NAN,NAN
2009,4,29,9.3,NAN,NAN,NAN,NAN
2009,4,30,0,NAN,0,NAN,NAN
2009,5,1,5.866666667,NAN,NAN,NAN,NAN
2009,5,2,7.1,NAN,NAN,NAN,NAN
2009,5,3,0,NAN,0,NAN,NAN
2009,5,4,0,NAN,0,NAN,NAN
2009,5,5,0,NAN,0,NAN,NAN
2009,5,6,0,NAN,0,NAN,NAN
2009,5,7,11.56666667,NAN,NAN,NAN,NAN
2009,5,8,2.7,NAN,NAN,NAN,NAN
2009,5,9,0.4,NAN,0,NAN,NAN
2009,5,10,0.75,NAN,NAN,NAN,NAN
2009,5,11,0,NAN,0,NAN,NAN
2009,5,12,0,NAN,0,NAN,NAN
2009,5,13,0,NAN,0,NAN,NAN
2009,5,14,3.733333333,NAN,NAN,NAN,NAN
2009,5,15,4.3,NAN,NAN,NAN,NAN
2009,5,16,0,NAN,0,NAN,NAN
2009,5,17,1.366666667,NAN,NAN,NAN,NAN
2009,5,18,0,NAN,0,NAN,NAN
2009,5,19,0,NAN,0,NAN,NAN
2009,5,20,0,NAN,0,NAN,NAN
2009,5,21,0,NAN,0,NAN,NAN
2009,5,22,0,NAN,0,NAN,NAN
2009,5,23,0,NAN,0,NAN,NAN
2009,5,24,0,NAN,0,NAN,NAN
2009,5,25,0,NAN,0,NAN,NAN
2009,5,26,0,NAN,0,NAN,NAN
2009,5,27,2.266666667,NAN,NAN,NAN,NAN
2009,5,28,1.133333333,NAN,NAN,NAN,NAN
2009,5,29,30.06666667,NAN,NAN,NAN,NAN
2009,5,30,1.2,NAN,NAN,NAN,NAN
2009,5,31,0.9,NAN,0,NAN,NAN
2009,6,1,0,NAN,0,NAN,NAN
2009,6,2,19.06666667,NAN,NAN,NAN,NAN
2009,6,3,1.7,NAN,NAN,NAN,NAN
2009,6,4,1.333333333,NAN,0,NAN,NAN
2009,6,5,0,NAN,0,NAN,NAN
2009,6,6,0,NAN,0,NAN,NAN
2009,6,7,0,NAN,0,NAN,NAN
2009,6,8,2.55,NAN,NAN,NAN,NAN
2009,6,9,1.15,NAN,NAN,NAN,NAN
2009,6,10,0,NAN,0,NAN,NAN
2009,6,11,0,NAN,0,NAN,NAN
2009,6,12,14.03333333,NAN,NAN,NAN,NAN
2009,6,13,0,NAN,0,NAN,NAN
2009,6,14,0,NAN,0,NAN,NAN
2009,6,15,0,NAN,0,NAN,NAN
2009,6,16,0,NAN,0,NAN,NAN
2009,6,17,1.966666667,NAN,0,NAN,NAN
2009,6,18,10.66666667,NAN,NAN,NAN,NAN
2009,6,19,1.166666667,NAN,NAN,NAN,NAN
2009,6,20,37.76666667,NAN,NAN,NAN,NAN
2009,6,21,6.6,NAN,0,NAN,NAN
2009,6,22,0,NAN,0,NAN,NAN
2009,6,23,0,NAN,0,NAN,NAN
2009,6,24,0,NAN,0,NAN,NAN
2009,6,25,0,NAN,0,NAN,NAN
2009,6,26,1.433333333,NAN,0,NAN,NAN
2009,6,27,0,NAN,0,NAN,NAN
2009,6,28,0.1,NAN,0,NAN,NAN
2009,6,29,4.1,NAN,NAN,NAN,NAN
2009,6,30,27.6,NAN,NAN,NAN,NAN
2009,7,1,53.66666667,NAN,NAN,NAN,NAN
2009,7,2,3.2,NAN,NAN,NAN,NAN
2009,7,3,8.8,NAN,NAN,NAN,NAN
2009,7,4,0.5,NAN,NAN,NAN,NAN
2009,7,5,0,NAN,0,NAN,NAN
2009,7,6,0,NAN,0,NAN,NAN
2009,7,7,0,NAN,0,NAN,NAN
2009,7,8,0,NAN,0,NAN,NAN
2009,7,9,0,NAN,0,NAN,NAN
2009,7,10,0,NAN,0,NAN,NAN
2009,7,11,0,NAN,0,NAN,NAN
2009,7,12,16.83333333,NAN,NAN,NAN,NAN
2009,7,13,0,NAN,0,NAN,NAN
2009,7,14,0,NAN,0,NAN,NAN
2009,7,15,0,NAN,0,NAN,NAN
2009,7,16,0,NAN,0,NAN,NAN
2009,7,17,0,NAN,0,NAN,NAN
2009,7,18,30.9,NAN,NAN,NAN,NAN
2009,7,19,2.2,NAN,NAN,NAN,NAN
2009,7,20,0,NAN,0,NAN,NAN
2009,7,21,1.15,NAN,NAN,NAN,NAN
2009,7,22,6.25,NAN,NAN,NAN,NAN
2009,7,23,12.45,NAN,NAN,NAN,NAN
2009,7,24,7.9,NAN,NAN,NAN,NAN
2009,7,25,1.5,NAN,NAN,NAN,NAN
2009,7,26,3.2,NAN,NAN,NAN,NAN
2009,7,27,16.25,NAN,NAN,NAN,NAN
2009,7,28,0.25,NAN,0,NAN,NAN
2009,7,29,0,NAN,0,NAN,NAN
2009,7,30,12.1,NAN,NAN,NAN,NAN
2009,7,31,7.7,NAN,NAN,NAN,NAN
2009,8,1,0.766666667,NAN,0,NAN,NAN
2009,8,2,1.933333333,NAN,NAN,NAN,NAN
2009,8,3,1.5,NAN,NAN,NAN,NAN
2009,8,4,0,NAN,0,NAN,NAN
2009,8,5,1.166666667,NAN,0,NAN,NAN
2009,8,6,0,NAN,0,NAN,NAN
2009,8,7,0.433333333,NAN,0,NAN,NAN
2009,8,8,0,NAN,0,NAN,NAN
2009,8,9,9.966666667,NAN,NAN,NAN,NAN
2009,8,10,0,NAN,0,NAN,NAN
2009,8,11,26.73333333,NAN,NAN,NAN,NAN
2009,8,12,0.766666667,NAN,0,NAN,NAN
2009,8,13,0,NAN,0,NAN,NAN
2009,8,14,0,NAN,0,NAN,NAN
2009,8,15,0,NAN,0,NAN,NAN
2009,8,16,0,NAN,0,NAN,NAN
2009,8,17,0,NAN,0,NAN,NAN
2009,8,18,0,NAN,0,NAN,NAN
2009,8,19,8.3,NAN,0,NAN,NAN
2009,8,20,4.5,NAN,NAN,NAN,NAN
2009,8,21,7.966666667,NAN,NAN,NAN,NAN
2009,8,22,0,NAN,0,NAN,NAN
2009,8,23,0,NAN,0,NAN,NAN
2009,8,24,0.5,NAN,NAN,NAN,NAN
2009,8,25,0,NAN,0,NAN,NAN
2009,8,26,0,NAN,0,NAN,NAN
2009,8,27,2.033333333,NAN,NAN,NAN,NAN
2009,8,28,0.6,NAN,0,NAN,NAN
2009,8,29,16.73333333,NAN,NAN,NAN,NAN
2009,8,30,0.433333333,NAN,0,NAN,NAN
2009,8,31,3.05,NAN,NAN,NAN,NAN
2009,9,1,0,NAN,0,NAN,NAN
2009,9,2,0,NAN,0,NAN,NAN
2009,9,3,0,NAN,0,NAN,NAN
2009,9,4,0,NAN,0,NAN,NAN
2009,9,5,0,NAN,0,NAN,NAN
2009,9,6,0,NAN,0,NAN,NAN
2009,9,7,0,NAN,0,NAN,NAN
2009,9,8,1.866666667,NAN,NAN,NAN,NAN
2009,9,9,3.8,NAN,NAN,NAN,NAN
2009,9,10,0,NAN,0,NAN,NAN
2009,9,11,0,NAN,0,NAN,NAN
2009,9,12,0.266666667,NAN,0,NAN,NAN
2009,9,13,0,NAN,0,NAN,NAN
2009,9,14,0,NAN,0,NAN,NAN
2009,9,15,0.25,NAN,0,NAN,NAN
2009,9,16,0,NAN,0,NAN,NAN
2009,9,17,0,NAN,0,NAN,NAN
2009,9,18,0,NAN,0,NAN,NAN
2009,9,19,0,NAN,0,NAN,NAN
2009,9,20,0,NAN,0,NAN,NAN
2009,9,21,1.266666667,NAN,0,NAN,NAN
2009,9,22,0.7,NAN,NAN,NAN,NAN
2009,9,23,0.6,NAN,0,NAN,NAN
2009,9,24,0.166666667,NAN,0,NAN,NAN
2009,9,25,0,NAN,0,NAN,NAN
2009,9,26,0,NAN,0,NAN,NAN
2009,9,27,25.66666667,NAN,NAN,NAN,NAN
2009,9,28,3.65,NAN,NAN,NAN,NAN
2009,9,29,17.03333333,NAN,NAN,NAN,NAN
2009,9,30,25.9,NAN,NAN,NAN,NAN
2009,10,1,8.966666667,NAN,NAN,NAN,NAN
2009,10,2,3.9,NAN,NAN,NAN,NAN
2009,10,3,17.96666667,NAN,NAN,NAN,NAN
2009,10,4,0.166666667,NAN,0,NAN,NAN
2009,10,5,3.05,NAN,NAN,NAN,NAN
2009,10,6,1.433333333,NAN,0,NAN,NAN
2009,10,7,5.7,NAN,NAN,NAN,NAN
2009,10,8,0.433333333,NAN,0,NAN,NAN
2009,10,9,4.733333333,NAN,NAN,NAN,NAN
2009,10,10,7.7,NAN,NAN,NAN,NAN
2009,10,11,0.2,NAN,0,NAN,NAN
2009,10,12,0,NAN,0,NAN,NAN
2009,10,13,0.433333333,NAN,NAN,NAN,NAN
2009,10,14,0.1,NAN,0,NAN,NAN
2009,10,15,0,NAN,0,NAN,NAN
2009,10,16,6.833333333,2.5,5,0.8,0.8
2009,10,17,4.633333333,NAN,0,NAN,NAN
2009,10,18,0.333333333,NAN,0,NAN,NAN
2009,10,19,0,NAN,0,NAN,NAN
2009,10,20,0,NAN,0,NAN,NAN
2009,10,21,0,NAN,0,NAN,NAN
2009,10,22,0.9,NAN,0,NAN,NAN
2009,10,23,0.4,NAN,NAN,NAN,NAN
2009,10,24,10.9,NAN,NAN,NAN,NAN
2009,10,25,1.033333333,NAN,NAN,NAN,NAN
2009,10,26,0,NAN,0,NAN,NAN
2009,10,27,0,NAN,0,NAN,NAN
2009,10,28,17.5,NAN,NAN,NAN,NAN
2009,10,29,2.566666667,NAN,NAN,NAN,NAN
2009,10,30,0.1,NAN,0,NAN,NAN
2009,10,31,12.16666667,NAN,NAN,NAN,NAN
2009,11,1,1,NAN,NAN,NAN,NAN
2009,11,2,0,NAN,0,NAN,NAN
2009,11,3,0.433333333,NAN,NAN,NAN,NAN
2009,11,4,0,NAN,0,NAN,NAN
2009,11,5,1.766666667,NAN,NAN,NAN,NAN
2009,11,6,4.833333333,NAN,0,NAN,NAN
2009,11,7,1.2,NAN,0,NAN,NAN
2009,11,8,0,NAN,0,NAN,NAN
2009,11,9,0,NAN,0,NAN,NAN
2009,11,10,0,NAN,0,NAN,NAN
2009,11,11,0,NAN,0,NAN,NAN
2009,11,12,0,NAN,0,NAN,NAN
2009,11,13,0,NAN,0,NAN,NAN
2009,11,14,0,NAN,0,NAN,NAN
2009,11,15,0,NAN,0,NAN,NAN
2009,11,16,0,NAN,0,NAN,NAN
2009,11,17,0,NAN,0,NAN,NAN
2009,11,18,0,NAN,0,NAN,NAN
2009,11,19,8.3,NAN,NAN,NAN,NAN
2009,11,20,1.966666667,NAN,NAN,NAN,NAN
2009,11,21,1.766666667,NAN,0,NAN,NAN
2009,11,22,0,NAN,0,NAN,NAN
2009,11,23,0,NAN,0,NAN,NAN
2009,11,24,0.933333333,NAN,NAN,NAN,NAN
2009,11,25,0.166666667,NAN,0,NAN,NAN
2009,11,26,3.633333333,NAN,NAN,NAN,NAN
2009,11,27,5.266666667,13,NAN,5.3,NAN
2009,11,28,1.766666667,NAN,0,NAN,NAN
2009,11,29,0,NAN,0,NAN,NAN
2009,11,30,10.3,NAN,NAN,NAN,NAN
