Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REMARK_1,
"62","2009","April    ","Spring","Erie","ER0911","E061M09","ER61","9.5","41.946667","-83.045667","2009/04/14 17:52","EDT","4.8","Middle Depth","surface water","Individual","routine field sample","09GC17S03","Hard-tot as CaCO3","Hardness, Total as CaCO3","109.9","mg/l","Total/Bulk","LG500","",
"63","2009","April    ","Spring","Erie","ER0911","E060M09","ER60","8.6","41.891833","-83.1965","2009/04/14 19:16","EDT","4.3","Middle Depth","surface water","Individual","routine field sample","09GC17S23","Hard-tot as CaCO3","Hardness, Total as CaCO3","125.5","mg/l","Total/Bulk","LG500","",
"64","2009","April    ","Spring","Erie","ER0911","E059M09","ER59","8.3","41.726667","-83.149983","2009/04/14 23:02","EDT","4.1","Middle Depth","surface water","Individual","routine field sample","09GC17S43","Hard-tot as CaCO3","Hardness, Total as CaCO3","168.5","mg/l","Total/Bulk","LG500","",
"65","2009","April    ","Spring","Erie","ER0911","E058M09","ER58","12.8","41.6845","-82.935333","2009/04/15 00:26","EDT","4.8","Middle Depth","surface water","Individual","routine field sample","09GC17S63","Hard-tot as CaCO3","Hardness, Total as CaCO3","115.6","mg/l","Total/Bulk","LG500","",
"66","2009","April    ","Spring","Erie","ER0911","E092M09","ER92","14.4","41.95","-82.686833","2009/04/15 02:41","EDT","5.7","Middle Depth","surface water","Individual","routine field sample","09GC18S03","Hard-tot as CaCO3","Hardness, Total as CaCO3","110.1","mg/l","Total/Bulk","LG500","",
"67","2009","April    ","Spring","Erie","ER0911","E043M09","ER43","23","41.788","-81.945333","2009/04/15 09:44","EDT","11.8","Middle Depth","surface water","Individual","routine field sample","09GC18S23","Hard-tot as CaCO3","Hardness, Total as CaCO3","122.2","mg/l","Total/Bulk","LG500","",
"68","2009","April    ","Spring","Erie","ER0911","E042M09","ER42","22.9","41.964833","-82.042167","2009/04/15 06:26","EDT","11.1","Middle Depth","surface water","Individual","routine field sample","09GC18S43","Hard-tot as CaCO3","Hardness, Total as CaCO3","121.6","mg/l","Total/Bulk","LG500","",
"69","2009","April    ","Spring","Erie","ER0911","E073M09","ER73","24.9","41.978","-81.757","2009/04/15 08:03","EDT","12.5","Middle Depth","surface water","Individual","routine field sample","09GC18S63","Hard-tot as CaCO3","Hardness, Total as CaCO3","121.4","mg/l","Total/Bulk","LG500","",
"70","2009","April    ","Spring","Erie","ER0911","E036M09","ER36","23.6","41.935","-81.4785","2009/04/15 14:06","EDT","11.9","Middle Depth","surface water","Individual","routine field sample","09GC18S83","Hard-tot as CaCO3","Hardness, Total as CaCO3","119.1","mg/l","Total/Bulk","LG500","",
"71","2009","April    ","Spring","Erie","ER0911","E037M09","ER37","27.8","42.110167","-81.575","2009/04/15 18:38","EDT","12","Middle Depth","surface water","Individual","routine field sample","09GC19S03","Hard-tot as CaCO3","Hardness, Total as CaCO3","121.4","mg/l","Total/Bulk","LG500","",
"72","2009","April    ","Spring","Erie","ER0911","E038M09","ER38","25.5","42.281167","-81.670833","2009/04/15 20:04","EDT","11.5","Middle Depth","surface water","Individual","routine field sample","09GC19S23","Hard-tot as CaCO3","Hardness, Total as CaCO3","120.6","mg/l","Total/Bulk","LG500","",
"73","2009","April    ","Spring","Erie","ER0911","E078M09","ER78M","23.5","42.116667","-81.25","2009/04/15 16:34","EDT","10","Ten Meter","surface water","Individual","routine field sample","09GC19S43","Hard-tot as CaCO3","Hardness, Total as CaCO3","121.1","mg/l","Total/Bulk","LG500","",
"74","2009","April    ","Spring","Erie","ER0911","E032M09","ER32","23.1","42.0815","-81.011833","2009/04/16 01:27","EDT","11.4","Middle Depth","surface water","Individual","routine field sample","09GC19S63","Hard-tot as CaCO3","Hardness, Total as CaCO3","121.7","mg/l","Total/Bulk","LG500","",
"75","2009","April    ","Spring","Erie","ER0911","E031M09","ER31","22.7","42.2535","-81.106833","2009/04/16 00:02","EDT","11.2","Middle Depth","surface water","Individual","routine field sample","09GC19S83","Hard-tot as CaCO3","Hardness, Total as CaCO3","122.6","mg/l","Total/Bulk","LG500","",
"76","2009","April    ","Spring","Erie","ER0911","E030M09","ER30","24.5","42.43","-81.205","2009/04/15 22:39","EDT","10.6","Middle Depth","surface water","Individual QC","field duplicate","09GC20D03","Hard-tot as CaCO3","Hardness, Total as CaCO3","119","mg/l","Total/Bulk","LG500","",
"77","2009","April    ","Spring","Erie","ER0911","E0FOM09","ERFO","32.4","42.416667","-79.583333","2009/04/16 11:40","EDT","15.9","Middle Depth","surface water","Individual QC","field duplicate","09GC20D63","Hard-tot as CaCO3","Hardness, Total as CaCO3","117.4","mg/l","Total/Bulk","LG500","",
"78","2009","April    ","Spring","Erie","ER0911","E030M09","ER30","24.5","42.43","-81.205","2009/04/15 22:39","EDT","10.6","Middle Depth","surface water","Individual","routine field sample","09GC20S03","Hard-tot as CaCO3","Hardness, Total as CaCO3","119.1","mg/l","Total/Bulk","LG500","",
"79","2009","April    ","Spring","Erie","ER0911","E015M09","ER15M","64.7","42.516667","-79.893333","2009/04/16 09:31","EDT","30","Thirty Meter","surface water","Individual","routine field sample","09GC20S25","Hard-tot as CaCO3","Hardness, Total as CaCO3","121.3","mg/l","Total/Bulk","LG500","",
"80","2009","April    ","Spring","Erie","ER0911","E063M09","ER63","48.7","42.416667","-79.8","2009/04/16 08:24","EDT","23.2","Middle Depth","surface water","Individual","routine field sample","09GC20S43","Hard-tot as CaCO3","Hardness, Total as CaCO3","119.7","mg/l","Total/Bulk","LG500","",
"81","2009","April    ","Spring","Erie","ER0911","E0FOM09","ERFO","32.4","42.416667","-79.583333","2009/04/16 11:40","EDT","15.9","Middle Depth","surface water","Individual","routine field sample","09GC20S63","Hard-tot as CaCO3","Hardness, Total as CaCO3","118.8","mg/l","Total/Bulk","LG500","",
"82","2009","April    ","Spring","Erie","ER0911","E009M09","ER09","52.6","42.533333","-79.616667","2009/04/16 12:54","EDT","24.2","Middle Depth","surface water","Individual","routine field sample","09GC20S83","Hard-tot as CaCO3","Hardness, Total as CaCO3","118.8","mg/l","Total/Bulk","LG500","",
"83","2009","April    ","Spring","Erie","ER0911","E010M09","ER10","37","42.679833","-79.692","2009/04/16 14:26","EDT","16.6","Middle Depth","surface water","Individual","routine field sample","09GC21S03","Hard-tot as CaCO3","Hardness, Total as CaCO3","118.5","mg/l","Total/Bulk","LG500","",
"84","2009","August   ","Summer","Erie","ER0921","E091G09","ER91M","10.2","41.84","-82.9165","2009/08/17 23:20","EDT","5.3","Mid Epilimnion","surface water","Individual QC","lab duplicate","09GC43C82","Hard-tot as CaCO3","Hardness, Total as CaCO3","103.5","mg/l","Total/Bulk","LG500","",
"85","2009","August   ","Summer","Erie","ER0921","E061G09","ER61","9.5","41.9465","-83.0455","2009/08/17 18:10","EDT","4.7","Mid Epilimnion","surface water","Individual","routine field sample","09GC43S02","Hard-tot as CaCO3","Hardness, Total as CaCO3","98.5","mg/l","Total/Bulk","LG500","",
"86","2009","August   ","Summer","Erie","ER0921","E060G09","ER60","8.2","41.891667","-83.196","2009/08/17 19:23","EDT","4.2","Mid Epilimnion","surface water","Individual","routine field sample","09GC43S22","Hard-tot as CaCO3","Hardness, Total as CaCO3","113.2","mg/l","Total/Bulk","LG500","",
"87","2009","August   ","Summer","Erie","ER0921","E059G09","ER59","8","41.726667","-83.150167","2009/08/17 20:45","EDT","4","Mid Epilimnion","surface water","Individual","routine field sample","09GC43S42","Hard-tot as CaCO3","Hardness, Total as CaCO3","104","mg/l","Total/Bulk","LG500","",
"88","2009","August   ","Summer","Erie","ER0921","E058G09","ER58","9.3","41.685167","-82.933867","2009/08/17 22:02","EDT","4.9","Mid Epilimnion","surface water","Individual","routine field sample","09GC43S62","Hard-tot as CaCO3","Hardness, Total as CaCO3","116","mg/l","Total/Bulk","LG500","",
"89","2009","August   ","Summer","Erie","ER0921","E091G09","ER91M","10.2","41.84","-82.9165","2009/08/17 23:20","EDT","5.3","Mid Epilimnion","surface water","Individual","routine field sample","09GC43S82","Hard-tot as CaCO3","Hardness, Total as CaCO3","103.6","mg/l","Total/Bulk","LG500","",
"90","2009","August   ","Summer","Erie","ER0921","E092G09","ER92","10.9","41.949833","-82.6865","2009/08/18 01:24","EDT","5.9","Mid Epilimnion","surface water","Individual","routine field sample","09GC44S02","Hard-tot as CaCO3","Hardness, Total as CaCO3","102.8","mg/l","Total/Bulk","LG500","",
"91","2009","August   ","Summer","Erie","ER0921","E043G09","ER43","21.9","41.788333","-81.935","2009/08/18 06:30","EDT","7.5","Mid Epilimnion","surface water","Individual","routine field sample","09GC44S22","Hard-tot as CaCO3","Hardness, Total as CaCO3","114.8","mg/l","Total/Bulk","LG500","",
"92","2009","August   ","Summer","Erie","ER0921","E043G09","ER43","21.9","41.788333","-81.935","2009/08/18 06:30","EDT","17.9","Mid Hypolimnion","surface water","Individual","routine field sample","09GC44S26","Hard-tot as CaCO3","Hardness, Total as CaCO3","118","mg/l","Total/Bulk","LG500","",
"93","2009","August   ","Summer","Erie","ER0921","E042G09","ER42","22.4","41.965","-82.041833","2009/08/18 04:55","EDT","4.9","Mid Epilimnion","surface water","Individual","routine field sample","09GC44S42","Hard-tot as CaCO3","Hardness, Total as CaCO3","112","mg/l","Total/Bulk","LG500","",
