Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered,  as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1995,2,16,481975.3826,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,17,474024.0121,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,18,473412.3682,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,19,485645.2459,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,20,503994.5625,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,21,509499.3575,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,22,506441.138,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,23,513780.8647,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,24,531518.5375,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,25,538246.62,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,26,539469.9078,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,27,588401.4189,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,28,601245.9404,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,1,609808.9549,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,2,596352.7893,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,3,587178.1311,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,4,582284.98,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,5,589624.7066,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,6,602469.2281,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,7,810428.1496,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,8,1069153.514,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,9,1012882.276,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,10,962727.4773,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,11,1033066.524,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,12,1226957.636,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,13,1343169.975,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,14,1368859.018,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,15,1382926.828,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,16,1424518.612,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,17,1534002.867,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,18,1316869.288,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,19,1327267.234,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,20,1267937.777,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,21,1166404.892,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,22,1147443.931,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,23,1089949.406,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,24,1013493.92,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,25,953552.819,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,26,803700.0669,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,27,781680.887,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,28,776787.7358,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,29,786574.0381,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,30,755380.1999,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,31,727244.5811,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,1,689322.6602,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,2,583508.2677,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,3,446500.0372,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,4,633663.0664,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,5,632439.7786,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,6,450781.5444,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,7,529683.6056,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,8,589013.0626,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,9,701555.5379,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,10,769448.0092,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,11,883825.4159,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,12,1079551.46,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,13,1121754.888,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,14,924193.9126,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,15,923582.2686,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,16,863029.5238,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,17,826330.8908,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,18,858748.0167,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,19,867311.0311,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,20,866087.7433,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,21,915019.2543,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,22,941931.5853,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,23,917465.8298,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,24,888106.9231,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,25,864252.8116,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,26,870369.2506,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,27,902786.3765,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,28,888718.5671,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,29,865476.0995,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,30,843456.9196,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,1,740089.1026,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,2,774341.1603,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,3,770671.297,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,4,704613.7574,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,5,699720.6061,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,6,720516.4984,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,7,705225.4012,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,8,595129.5016,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,9,569440.4583,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,10,645895.9441,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,11,947436.3801,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,12,1012270.632,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,13,946824.7364,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,14,899116.5131,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,15,788408.9697,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,16,815932.9446,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,17,789020.6136,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,18,763943.2143,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,19,681371.2896,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,20,647119.232,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,21,620206.901,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,22,589624.7065,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,23,540693.1958,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,24,606750.7353,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,25,694215.8113,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,26,778011.0237,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,27,733361.02,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,28,759661.7071,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,29,847126.7827,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,30,822049.3836,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,31,650789.0952,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,1,700943.8939,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,2,747428.8294,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,3,699720.6062,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,4,697274.0306,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,5,666691.8363,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,6,598187.721,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,7,533353.469,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,8,515004.1525,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,9,487480.1776,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,10,470965.7926,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,11,459956.2027,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,12,393287.019,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,13,376772.6341,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,14,401238.3896,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,15,376772.6341,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,16,303987.0116,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,17,283191.1194,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,18,237317.828,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,19,240987.6913,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,20,236706.1841,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,21,250162.3496,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,22,228754.8136,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,23,215298.6481,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,24,200007.5509,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,25,220803.443,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,26,400626.7457,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,27,444665.1055,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,28,707060.3328,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,29,858748.0167,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,30,751710.3364,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,1,696662.3866,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,2,549256.2101,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,3,530295.2496,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,4,511945.933,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,5,615925.3936,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,6,542528.1273,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,7,480752.0948,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,8,462402.7782,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,9,445888.3933,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,10,444665.1055,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,11,363316.4686,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,12,332122.6304,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,13,319278.1088,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,14,310715.0944,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,15,309491.8066,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,16,377384.278,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,17,426315.7889,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,18,416529.4867,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,19,411024.6918,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,20,433043.8717,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,21,495431.5481,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,22,489315.1092,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,23,527237.0302,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,24,566382.2389,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,25,652624.0269,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,26,644672.6563,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,27,604304.1599,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,28,615925.3937,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,29,556595.9368,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,30,426927.4328,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,31,382277.4291,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,1,395121.9507,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,2,638556.2175,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,3,1188424.071,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,4,1296073.395,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,5,1242248.733,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,6,1183530.92,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,7,1039794.607,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,8,826942.5345,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,9,869145.9628,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,10,857524.7288,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,11,776176.092,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,12,609197.311,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,13,607362.3794,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,14,596964.4332,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,15,642837.7247,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,16,628769.9153,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,17,565770.595,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,18,748652.1171,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,19,759661.7071,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,20,650789.0953,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,21,580450.0483,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,22,543751.4151,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,23,511945.9329,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,24,482587.0265,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,25,451393.1882,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,26,423869.2134,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,27,381054.1413,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,28,363316.4686,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,29,350471.947,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,30,317443.1771,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,31,291142.49,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,1,284414.4072,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,2,261171.9395,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,3,254443.8568,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,4,248327.4179,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,5,235482.8963,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,6,231813.033,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,7,234871.2524,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,8,272793.1734,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,9,253220.569,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,10,237317.828,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,11,223250.0186,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,12,216521.9358,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,13,211017.1409,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,14,205512.3459,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,15,205512.3459,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,16,226308.238,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,17,176153.4393,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,18,184104.8099,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,19,187774.6732,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,20,204900.702,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,21,224473.3064,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,22,251385.6374,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,23,265453.4467,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,24,256278.7884,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,25,223861.6625,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,26,226308.238,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,27,226919.8819,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,28,222638.3747,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,29,221415.0869,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,30,215910.292,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,1,207958.9214,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,2,203065.7703,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,3,245269.1985,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,4,322336.3282,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,5,335792.4937,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,6,412859.6234,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,7,467907.5732,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,8,435490.4472,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,9,409801.404,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,10,387782.2241,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,11,373102.7708,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,12,357811.6736,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,13,343743.8642,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,14,332122.6304,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,15,318054.821,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,16,306433.5872,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,17,297870.5728,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,18,261783.5834,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,19,265453.4467,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,20,283802.7633,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,21,317443.1771,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,22,343132.2204,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,23,330287.6987,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,24,316219.8894,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,25,310715.0944,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,26,335792.4937,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,27,421422.6378,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,28,467907.5732,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,29,503382.9186,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,30,474635.656,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,31,424480.8573,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,1,446500.0372,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,2,587178.1311,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,3,699720.6061,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,4,729691.1566,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,5,687487.7284,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,6,700943.8939,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,7,727856.225,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,8,667915.1241,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,9,707060.3328,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,10,858136.3727,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,11,1207996.676,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,12,1767650.832,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,13,1511983.688,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,14,1250811.748,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,15,1004319.262,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,16,1126648.039,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,17,1074046.665,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,18,1019610.359,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,19,963950.7651,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,20,947436.3803,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,21,910737.747,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,22,869757.6066,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,23,859971.3045,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,24,796971.9842,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,25,743758.9661,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,26,707671.9768,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,27,724798.0054,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,28,779845.9554,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,29,801253.4914,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,30,782292.5308,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,1,768836.3653,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,2,759050.0631,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,3,744982.2537,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,4,754156.9121,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,5,699108.9624,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,6,708895.2644,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,7,683206.2212,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,8,653847.3147,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,9,638556.2175,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,10,604304.1598,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,11,585954.8433,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,12,604304.1599,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,13,612867.1743,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,14,675866.4946,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,15,711341.8399,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,16,696050.7429,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,17,680759.6457,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,18,669138.4119,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,19,651400.7391,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,20,622653.4764,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,21,618371.9693,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,22,601245.9405,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,23,593906.2139,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,24,583508.2678,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,25,579226.7605,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,26,565158.9511,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,27,544974.7029,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,28,549867.854,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,29,530295.2496,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,30,532741.8252,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,31,525402.0985,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,1,518062.3719,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,2,513169.2208,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,3,450169.9005,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,4,417752.7745,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,5,402461.6773,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,6,382277.4291,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,7,362093.1808,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,8,343743.8642,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,9,338850.7131,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,10,349860.3031,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,11,348637.0153,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,12,352306.8787,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,13,354753.4542,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,14,343743.8642,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,15,343132.2203,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,16,330287.6987,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,17,409189.7601,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,18,570663.7461,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,19,754156.9122,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,20,698497.3185,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,21,686876.0845,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,22,637332.9297,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,23,620206.9009,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,24,645284.3003,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,25,631828.1348,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,26,628769.9154,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,27,646507.588,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,28,631828.1347,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,29,619595.2571,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,30,554761.0051,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,31,541916.4834,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,1,510111.0014,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,2,469130.861,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,3,462402.7782,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,4,442830.1738,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,5,433043.8716,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,6,432432.2278,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,7,432432.2278,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,8,463014.4221,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,9,368209.6197,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,10,348637.0153,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,11,399403.4579,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,12,480140.4508,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,13,452616.476,,,,,,,,,,,,,,,,,,,,,,,,
