agency_cd, site_no, datetime, 109477_00060_00003, 109477_00060_00003_cd, 109480_80154_00003, 109480_80154_00003_cd, 109481_80155_00003, 109481_80155_00003_cd, 232942_00665_00003, 232942_00665_00003_cd, 232943_91007_00003, 232943_91007_00003_cd
USGS,4193500, 2015-10-14,240, A, , , , , , , ,
USGS,4193500, 2015-10-15,280, A, , , , , , , ,
USGS,4193500, 2015-10-16,253, A, , , , , , , ,
USGS,4193500, 2015-10-17,257, A, , , , , , , ,
USGS,4193500, 2015-10-18,236, A, , , , , , , ,
USGS,4193500, 2015-10-19,263, A, , , , , , , ,
USGS,4193500, 2015-10-20,253, A, , , , , , , ,
USGS,4193500, 2015-10-21,190, A, , , , , , , ,
USGS,4193500, 2015-10-22,209, A, , , , , , , ,
USGS,4193500, 2015-10-23,149, A, , , , , , , ,
USGS,4193500, 2015-10-24,240, A, , , , , , , ,
USGS,4193500, 2015-10-25,326, A, , , , , , , ,
USGS,4193500, 2015-10-26,158, A, , , , , , , ,
USGS,4193500, 2015-10-27,217, A, , , , , , , ,
USGS,4193500, 2015-10-28,766, A, , , , , , , ,
USGS,4193500, 2015-10-29,823, A, , , , , , , ,
USGS,4193500, 2015-10-30,756, A, , , , , , , ,
USGS,4193500, 2015-10-31,1560, A, , , , , , , ,
USGS,4193500, 2015-11-01,1570, A, , , , , , , ,
USGS,4193500, 2015-11-02,1120, A, , , , , , , ,
USGS,4193500, 2015-11-03,939, A, , , , , , , ,
USGS,4193500, 2015-11-04,929, A, , , , , , , ,
USGS,4193500, 2015-11-05,789, A, , , , , , , ,
USGS,4193500, 2015-11-06,804, A, , , , , , , ,
USGS,4193500, 2015-11-07,707, A, , , , , , , ,
USGS,4193500, 2015-11-08,664, A, , , , , , , ,
USGS,4193500, 2015-11-09,476, A, , , , , , , ,
USGS,4193500, 2015-11-10,492, A, , , , , , , ,
USGS,4193500, 2015-11-11,430, A, , , , , , , ,
USGS,4193500, 2015-11-12,778, A, , , , , , , ,
USGS,4193500, 2015-11-13,753, A, , , , , , , ,
USGS,4193500, 2015-11-14,761, A, , , , , , , ,
USGS,4193500, 2015-11-15,983, A, , , , , , , ,
USGS,4193500, 2015-11-16,870, A, , , , , , , ,
USGS,4193500, 2015-11-17,865, A, , , , , , , ,
USGS,4193500, 2015-11-18,817, A, , , , , , , ,
USGS,4193500, 2015-11-19,1080, A, , , , , , , ,
USGS,4193500, 2015-11-20,502, A, , , , , , , ,
USGS,4193500, 2015-11-21,267, A, , , , , , , ,
USGS,4193500, 2015-11-22,572, A, , , , , , , ,
USGS,4193500, 2015-11-23,371, A, , , , , , , ,
USGS,4193500, 2015-11-24,581, A, , , , , , , ,
USGS,4193500, 2015-11-25,766, A, , , , , , , ,
USGS,4193500, 2015-11-26,697, A, , , , , , , ,
USGS,4193500, 2015-11-27,532, A, , , , , , , ,
USGS,4193500, 2015-11-28,625, A, , , , , , , ,
USGS,4193500, 2015-11-29,930, A, , , , , , , ,
USGS,4193500, 2015-11-30,2150, A, , , , , , , ,
USGS,4193500, 2015-12-01,3000, A, , , , , , , ,
USGS,4193500, 2015-12-02,2530, A, , , , , , , ,
USGS,4193500, 2015-12-03,1930, A, , , , , , , ,
USGS,4193500, 2015-12-04,1370, A, , , , , , , ,
USGS,4193500, 2015-12-05,1250, A, , , , , , , ,
USGS,4193500, 2015-12-06,1220, A, , , , , , , ,
USGS,4193500, 2015-12-07,1150, A, , , , , , , ,
USGS,4193500, 2015-12-08,947, A, , , , , , , ,
USGS,4193500, 2015-12-09,735, A, , , , , , , ,
USGS,4193500, 2015-12-10,632, A, , , , , , , ,
USGS,4193500, 2015-12-11,655, A, , , , , , , ,
USGS,4193500, 2015-12-12,733, A, , , , , , , ,
USGS,4193500, 2015-12-13,701, A, , , , , , , ,
USGS,4193500, 2015-12-14,637, A, , , , , , , ,
USGS,4193500, 2015-12-15,627, A, , , , , , , ,
USGS,4193500, 2015-12-16,497, A, , , , , , , ,
USGS,4193500, 2015-12-17,727, A, , , , , , , ,
USGS,4193500, 2015-12-18,650, A, , , , , , , ,
USGS,4193500, 2015-12-19,568, A, , , , , , , ,
USGS,4193500, 2015-12-20,377, A, , , , , , , ,
USGS,4193500, 2015-12-21,592, A, , , , , , , ,
USGS,4193500, 2015-12-22,898, A, , , , , , , ,
USGS,4193500, 2015-12-23,1080, A, , , , , , , ,
USGS,4193500, 2015-12-24,2350, A, , , , , , , ,
USGS,4193500, 2015-12-25,6750, A, , , , , , , ,
USGS,4193500, 2015-12-26,7750, A, , , , , , , ,
USGS,4193500, 2015-12-27,9160, A, , , , , , , ,
USGS,4193500, 2015-12-28,23500, A, , , , , , , ,
USGS,4193500, 2015-12-29,39500, A, , , , , , , ,
USGS,4193500, 2015-12-30,45500, A, , , , , , , ,
USGS,4193500, 2015-12-31,39400, A, , , , , , , ,
USGS,4193500, 2016-01-01,29900, A, , , , , , , ,
USGS,4193500, 2016-01-02,20300, A, , , , , , , ,
USGS,4193500, 2016-01-03,14800, A, , , , , , , ,
USGS,4193500, 2016-01-04,10800, A, , , , , , , ,
USGS,4193500, 2016-01-05,7120, A, , , , , , , ,
USGS,4193500, 2016-01-06,4470, A, , , , , , , ,
USGS,4193500, 2016-01-07,3460, A, , , , , , , ,
USGS,4193500, 2016-01-08,2440, A, , , , , , , ,
USGS,4193500, 2016-01-09,2570, A, , , , , , , ,
USGS,4193500, 2016-01-10,3900, A, , , , , , , ,
USGS,4193500, 2016-01-11,12200, A, , , , , , , ,
USGS,4193500, 2016-01-12,15000, A, , , , , , , ,
USGS,4193500, 2016-01-13,10700, A, , , , , , , ,
USGS,4193500, 2016-01-14,5910, A, , , , , , , ,
USGS,4193500, 2016-01-15,4990, A, , , , , , , ,
USGS,4193500, 2016-01-16,7560, A, , , , , , , ,
USGS,4193500, 2016-01-17,12500, A, , , , , , , ,
USGS,4193500, 2016-01-18,9090, A, , , , , , , ,
USGS,4193500, 2016-01-19,6860, A, , , , , , , ,
USGS,4193500, 2016-01-20,5170, A, , , , , , , ,
USGS,4193500, 2016-01-21,3500, A, , , , , , , ,
USGS,4193500, 2016-01-22,3020, A, , , , , , , ,
USGS,4193500, 2016-01-23,3710, A, , , , , , , ,
USGS,4193500, 2016-01-24,3560, A, , , , , , , ,
USGS,4193500, 2016-01-25,3340, A, , , , , , , ,
USGS,4193500, 2016-01-26,2060, A, , , , , , , ,
USGS,4193500, 2016-01-27,1870, A, , , , , , , ,
USGS,4193500, 2016-01-28,2300, A, , , , , , , ,
USGS,4193500, 2016-01-29,1970, A, , , , , , , ,
USGS,4193500, 2016-01-30,1550, A, , , , , , , ,
USGS,4193500, 2016-01-31,1570, A, , , , , , , ,
USGS,4193500, 2016-02-01,1730, A, , , , , , , ,
USGS,4193500, 2016-02-02,1840, A, , , , , , , ,
USGS,4193500, 2016-02-03,2650, A, , , , , , , ,
USGS,4193500, 2016-02-04,5570, A, , , , , , , ,
USGS,4193500, 2016-02-05,8180, A, , , , , , , ,
USGS,4193500, 2016-02-06,7110, A, , , , , , , ,
USGS,4193500, 2016-02-07,5140, A, , , , , , , ,
USGS,4193500, 2016-02-08,3470, A, , , , , , , ,
USGS,4193500, 2016-02-09,2950, A, , , , , , , ,
USGS,4193500, 2016-02-10,2720, A, , , , , , , ,
USGS,4193500, 2016-02-11,2350, A, , , , , , , ,
USGS,4193500, 2016-02-12,2320, A, , , , , , , ,
USGS,4193500, 2016-02-13,1390, A, , , , , , , ,
USGS,4193500, 2016-02-14,1100, A, , , , , , , ,
USGS,4193500, 2016-02-15,1200, A, , , , , , , ,
USGS,4193500, 2016-02-16,1380, A, , , , , , , ,
USGS,4193500, 2016-02-17,1160, A, , , , , , , ,
USGS,4193500, 2016-02-18,1300, A, , , , , , , ,
USGS,4193500, 2016-02-19,1540, A, , , , , , , ,
USGS,4193500, 2016-02-20,1420, A, , , , , , , ,
USGS,4193500, 2016-02-21,1160, A, , , , , , , ,
USGS,4193500, 2016-02-22,1260, A, , , , , , , ,
USGS,4193500, 2016-02-23,1010, A, , , , , , , ,
USGS,4193500, 2016-02-24,1180, A, , , , , , , ,
USGS,4193500, 2016-02-25,6610, A, , , , , , , ,
USGS,4193500, 2016-02-26,14900, A, , , , , , , ,
USGS,4193500, 2016-02-27,14600, A, , , , , , , ,
USGS,4193500, 2016-02-28,11600, A, , , , , , , ,
USGS,4193500, 2016-02-29,8660, A, , , , , , , ,
USGS,4193500, 2016-03-01,7450, A, , , , , , , ,
USGS,4193500, 2016-03-02,8300, A, , , , , , , ,
USGS,4193500, 2016-03-03,8870, A, , , , , , , ,
USGS,4193500, 2016-03-04,8660, A, , , , , , , ,
USGS,4193500, 2016-03-05,7720, A, , , , , , , ,
USGS,4193500, 2016-03-06,7460, A, , , , , , , ,
USGS,4193500, 2016-03-07,7830, A, , , , , , , ,
USGS,4193500, 2016-03-08,8070, A, , , , , , , ,
USGS,4193500, 2016-03-09,7440, A, , , , , , , ,
USGS,4193500, 2016-03-10,7300, A, , , , , , , ,
USGS,4193500, 2016-03-11,12700, A, , , , , , , ,
USGS,4193500, 2016-03-12,18000, A, , , , , , , ,
USGS,4193500, 2016-03-13,18500, A, , , , , , , ,
USGS,4193500, 2016-03-14,23300, A, , , , , , , ,
USGS,4193500, 2016-03-15,24800, A, , , , , , , ,
USGS,4193500, 2016-03-16,22500, A, , , , , , , ,
USGS,4193500, 2016-03-17,18600, A, , , , , , , ,
USGS,4193500, 2016-03-18,14500, A, , , , , , , ,
USGS,4193500, 2016-03-19,10400, A, , , , , , , ,
USGS,4193500, 2016-03-20,7750, A, , , , , , , ,
USGS,4193500, 2016-03-21,5710, A, , , , , , , ,
USGS,4193500, 2016-03-22,3950, A, , , , , , , ,
USGS,4193500, 2016-03-23,3420, A, , , , , , , ,
USGS,4193500, 2016-03-24,3210, A, , , , , , , ,
USGS,4193500, 2016-03-25,10800, A, , , , , , , ,
USGS,4193500, 2016-03-26,13600, A, , , , , , , ,
USGS,4193500, 2016-03-27,11300, A, , , , , , , ,
USGS,4193500, 2016-03-28,18200, A, , , , , , , ,
USGS,4193500, 2016-03-29,22800, A, , , , , , , ,
USGS,4193500, 2016-03-30,17400, A, , , , , , , ,
USGS,4193500, 2016-03-31,15800, A, , , , , , , ,
USGS,4193500, 2016-04-01,25900, A, , , , , , , ,
USGS,4193500, 2016-04-02,24700, A, , , , , , , ,
USGS,4193500, 2016-04-03,18900, A, , , , , , , ,
USGS,4193500, 2016-04-04,14100, A, , , , , , , ,
USGS,4193500, 2016-04-05,10300, A, , , , , , , ,
USGS,4193500, 2016-04-06,7870, A, , , , , , , ,
USGS,4193500, 2016-04-07,8110, A, , , , , , , ,
USGS,4193500, 2016-04-08,13100, A, , , , , , , ,
USGS,4193500, 2016-04-09,16500, A, , , , , , , ,
USGS,4193500, 2016-04-10,14700, A, , , , , , , ,
USGS,4193500, 2016-04-11,13000, A, , , , , , , ,
USGS,4193500, 2016-04-12,13800, A, , , , , , , ,
USGS,4193500, 2016-04-13,13000, A, , , , , , , ,
USGS,4193500, 2016-04-14,11700, A, , , , , , , ,
USGS,4193500, 2016-04-15,9120, A, , , , , , , ,
USGS,4193500, 2016-04-16,5360, A, , , , , , , ,
USGS,4193500, 2016-04-17,5510, A, , , , , , , ,
USGS,4193500, 2016-04-18,5000, A, , , , , , , ,
USGS,4193500, 2016-04-19,3600, A, , , , , , , ,
USGS,4193500, 2016-04-20,3550, A, , , , , , , ,
USGS,4193500, 2016-04-21,2940, A, , , , , , , ,
USGS,4193500, 2016-04-22,3070, A, , , , , , , ,
USGS,4193500, 2016-04-23,2660, A, , , , , , , ,
USGS,4193500, 2016-04-24,2770, A, , , , , , , ,
USGS,4193500, 2016-04-25,3070, A, , , , , , , ,
USGS,4193500, 2016-04-26,3120, A, , , , , , , ,
USGS,4193500, 2016-04-27,4350, A, , , , , , , ,
USGS,4193500, 2016-04-28,3680, A, , , , , , , ,
USGS,4193500, 2016-04-29,4170, A, , , , , , , ,
USGS,4193500, 2016-04-30,4860, A, , , , , , , ,
USGS,4193500, 2016-05-01,7030, A, , , , , , , ,
USGS,4193500, 2016-05-02,17300, A, , , , , , , ,
USGS,4193500, 2016-05-03,25000, A, , , , , , , ,
USGS,4193500, 2016-05-04,21400, A, , , , , , , ,
USGS,4193500, 2016-05-05,16100, A, , , , , , , ,
USGS,4193500, 2016-05-06,11900, A, , , , , , , ,
USGS,4193500, 2016-05-07,9730, A, , , , , , , ,
USGS,4193500, 2016-05-08,6830, A, , , , , , , ,
USGS,4193500, 2016-05-09,5160, A, , , , , , , ,
USGS,4193500, 2016-05-10,4290, A, , , , , , , ,
USGS,4193500, 2016-05-11,4030, A, , , , , , , ,
USGS,4193500, 2016-05-12,9330, A, , , , , , , ,
USGS,4193500, 2016-05-13,10000, A, , , , , , , ,
USGS,4193500, 2016-05-14,14600, A, , , , , , , ,
USGS,4193500, 2016-05-15,14200, A, , , , , , , ,
USGS,4193500, 2016-05-16,10500, A, , , , , , , ,
USGS,4193500, 2016-05-17,7880, A, , , , , , , ,
USGS,4193500, 2016-05-18,5110, A, , , , , , , ,
USGS,4193500, 2016-05-19,4100, A, , , , , , , ,
USGS,4193500, 2016-05-20,3350, A, , , , , , , ,
USGS,4193500, 2016-05-21,3130, A, , , , , , , ,
USGS,4193500, 2016-05-22,2430, A, , , , , , , ,
USGS,4193500, 2016-05-23,2170, A, , , , , , , ,
USGS,4193500, 2016-05-24,1980, A, , , , , , , ,
USGS,4193500, 2016-05-25,1830, A, , , , , , , ,
USGS,4193500, 2016-05-26,1840, A, , , , , , , ,
USGS,4193500, 2016-05-27,1420, A, , , , , , , ,
USGS,4193500, 2016-05-28,1390, A, , , , , , , ,
USGS,4193500, 2016-05-29,1460, A, , , , , , , ,
USGS,4193500, 2016-05-30,1390, A, , , , , , , ,
USGS,4193500, 2016-05-31,1100, A, , , , , , , ,
USGS,4193500, 2016-06-01,982, A, , , , , , , ,
USGS,4193500, 2016-06-02,1230, A, , , , , , , ,
USGS,4193500, 2016-06-03,1000, A, , , , , , , ,
USGS,4193500, 2016-06-04,804, A, , , , , , , ,
USGS,4193500, 2016-06-05,1250, A, , , , , , , ,
USGS,4193500, 2016-06-06,4080, A, , , , , , , ,
USGS,4193500, 2016-06-07,4980, A, , , , , , , ,
USGS,4193500, 2016-06-08,3600, A, , , , , , , ,
USGS,4193500, 2016-06-09,2430, A, , , , , , , ,
USGS,4193500, 2016-06-10,2010, A, , , , , , , ,
USGS,4193500, 2016-06-11,1650, A, , , , , , , ,
USGS,4193500, 2016-06-12,985, A, , , , , , , ,
USGS,4193500, 2016-06-13,931, A, , , , , , , ,
USGS,4193500, 2016-06-14,1080, A, , , , , , , ,
USGS,4193500, 2016-06-15,987, A, , , , , , , ,
USGS,4193500, 2016-06-16,953, A, , , , , , , ,
USGS,4193500, 2016-06-17,1640, A, , , , , , , ,
USGS,4193500, 2016-06-18,3070, A, , , , , , , ,
USGS,4193500, 2016-06-19,1510, A, , , , , , , ,
USGS,4193500, 2016-06-20,1040, A, , , , , , , ,
USGS,4193500, 2016-06-21,1260, A, , , , , , , ,
USGS,4193500, 2016-06-22,815, A, , , , , , , ,
USGS,4193500, 2016-06-23,3190, A, , , , , , , ,
USGS,4193500, 2016-06-24,15700, A, , , , , , , ,
USGS,4193500, 2016-06-25,12500, A, , , , , , , ,
USGS,4193500, 2016-06-26,10600, A, , , , , , , ,
USGS,4193500, 2016-06-27,7890, A, , , , , , , ,
USGS,4193500, 2016-06-28,4260, A, , , , , , , ,
USGS,4193500, 2016-06-29,4390, A, , , , , , , ,
USGS,4193500, 2016-06-30,3970, A, , , , , , , ,
USGS,4193500, 2016-07-01,3020, A, , , , , , , ,
USGS,4193500, 2016-07-02,2030, A, , , , , , , ,
USGS,4193500, 2016-07-03,1470, A, , , , , , , ,
USGS,4193500, 2016-07-04,1140, A, , , , , , , ,
USGS,4193500, 2016-07-05,1060, A, , , , , , , ,
USGS,4193500, 2016-07-06,793, A, , , , , , , ,
USGS,4193500, 2016-07-07,1010, A, , , , , , , ,
USGS,4193500, 2016-07-08,1060, A, , , , , , , ,
USGS,4193500, 2016-07-09,858, A, , , , , , , ,
USGS,4193500, 2016-07-10,547, A, , , , , , , ,
USGS,4193500, 2016-07-11,898, A, , , , , , , ,
USGS,4193500, 2016-07-12,926, A, , , , , , , ,
USGS,4193500, 2016-07-13,869, A, , , , , , , ,
USGS,4193500, 2016-07-14,992, A, , , , , , , ,
USGS,4193500, 2016-07-15,912, A, , , , , , , ,
USGS,4193500, 2016-07-16,518, A, , , , , , , ,
USGS,4193500, 2016-07-17,587, A, , , , , , , ,
USGS,4193500, 2016-07-18,647, A, , , , , , , ,
USGS,4193500, 2016-07-19,620, A, , , , , , , ,
USGS,4193500, 2016-07-20,475, A, , , , , , , ,
USGS,4193500, 2016-07-21,471, A, , , , , , , ,
USGS,4193500, 2016-07-22,408, A, , , , , , , ,
USGS,4193500, 2016-07-23,332, A, , , , , , , ,
USGS,4193500, 2016-07-24,378, A, , , , , , , ,
USGS,4193500, 2016-07-25,509, A, , , , , , , ,
USGS,4193500, 2016-07-26,434, A, , , , , , , ,
USGS,4193500, 2016-07-27,489, A, , , , , , , ,
USGS,4193500, 2016-07-28,336, A, , , , , , , ,
USGS,4193500, 2016-07-29,274, A, , , , , , , ,
USGS,4193500, 2016-07-30,269, A, , , , , , , ,
USGS,4193500, 2016-07-31,290, A, , , , , , , ,
USGS,4193500, 2016-08-01,476, A, , , , , , , ,
USGS,4193500, 2016-08-02,485, A, , , , , , , ,
USGS,4193500, 2016-08-03,571, A, , , , , , , ,
USGS,4193500, 2016-08-04,504, A, , , , , , , ,
USGS,4193500, 2016-08-05,456, A, , , , , , , ,
USGS,4193500, 2016-08-06,389, A, , , , , , , ,
USGS,4193500, 2016-08-07,417, A, , , , , , , ,
USGS,4193500, 2016-08-08,305, A, , , , , , , ,
USGS,4193500, 2016-08-09,280, A, , , , , , , ,
USGS,4193500, 2016-08-10,237, A, , , , , , , ,
USGS,4193500, 2016-08-11,217, A, , , , , , , ,
USGS,4193500, 2016-08-12,305, A, , , , , , , ,
USGS,4193500, 2016-08-13,282, A, , , , , , , ,
USGS,4193500, 2016-08-14,172, A, , , , , , , ,
USGS,4193500, 2016-08-15,167, A, , , , , , , ,
USGS,4193500, 2016-08-16,500, A, , , , , , , ,
USGS,4193500, 2016-08-17,647, A, , , , , , , ,
USGS,4193500, 2016-08-18,862, A, , , , , , , ,
USGS,4193500, 2016-08-19,978, A, , , , , , , ,
USGS,4193500, 2016-08-20,879, A, , , , , , , ,
USGS,4193500, 2016-08-21,1140, A, , , , , , , ,
USGS,4193500, 2016-08-22,759, A, , , , , , , ,
USGS,4193500, 2016-08-23,929, A, , , , , , , ,
USGS,4193500, 2016-08-24,972, A, , , , , , , ,
USGS,4193500, 2016-08-25,987, A, , , , , , , ,
USGS,4193500, 2016-08-26,899, A, , , , , , , ,
USGS,4193500, 2016-08-27,1490, A, , , , , , , ,
USGS,4193500, 2016-08-28,1220, A, , , , , , , ,
USGS,4193500, 2016-08-29,845, A, , , , , , , ,
USGS,4193500, 2016-08-30,766, A, , , , , , , ,
USGS,4193500, 2016-08-31,709, A, , , , , , , ,
USGS,4193500, 2016-09-01,714, A, , , , , , , ,
USGS,4193500, 2016-09-02,838, A, , , , , , , ,
USGS,4193500, 2016-09-03,908, A, , , , , , , ,
USGS,4193500, 2016-09-04,930, A, , , , , , , ,
USGS,4193500, 2016-09-05,871, A, , , , , , , ,
USGS,4193500, 2016-09-06,771, A, , , , , , , ,
USGS,4193500, 2016-09-07,581, A, , , , , , , ,
USGS,4193500, 2016-09-08,546, A, , , , , , , ,
USGS,4193500, 2016-09-09,371, A, , , , , , , ,
USGS,4193500, 2016-09-10,600, A, , , , , , , ,
USGS,4193500, 2016-09-11,1290, A, , , , , , , ,
USGS,4193500, 2016-09-12,2630, A, , , , , , , ,
USGS,4193500, 2016-09-13,1800, A, , , , , , , ,
USGS,4193500, 2016-09-14,1160, A, , , , , , , ,
USGS,4193500, 2016-09-15,898, A, , , , , , , ,
USGS,4193500, 2016-09-16,785, A, , , , , , , ,
USGS,4193500, 2016-09-17,951, A, , , , , , , ,
USGS,4193500, 2016-09-18,1940, A, , , , , , , ,
USGS,4193500, 2016-09-19,2430, A, , , , , , , ,
USGS,4193500, 2016-09-20,2070, A, , , , , , , ,
USGS,4193500, 2016-09-21,1850, A, , , , , , , ,
USGS,4193500, 2016-09-22,1500, A, , , , , , , ,
USGS,4193500, 2016-09-23,1080, A, , , , , , , ,
USGS,4193500, 2016-09-24,681, A, , , , , , , ,
USGS,4193500, 2016-09-25,563, A, , , , , , , ,
USGS,4193500, 2016-09-26,696, A, , , , , , , ,
USGS,4193500, 2016-09-27,530, A, , , , , , , ,
USGS,4193500, 2016-09-28,267, A, , , , , , , ,
USGS,4193500, 2016-09-29,893, A, , , , , , , ,
USGS,4193500, 2016-09-30,1360, A, , , , , , , ,
USGS,4193500, 2016-10-01,1710, A, , , , , , , ,
USGS,4193500, 2016-10-02,2060, A, , , , , , , ,
USGS,4193500, 2016-10-03,2030, A, , , , , , , ,
USGS,4193500, 2016-10-04,2300, A, , , , , , , ,
USGS,4193500, 2016-10-05,1670, A, , , , , , , ,
USGS,4193500, 2016-10-06,1350, A, , , , , , , ,
USGS,4193500, 2016-10-07,1170, A, , , , , , , ,
USGS,4193500, 2016-10-08,983, A, , , , , , , ,
USGS,4193500, 2016-10-09,722, A, , , , , , , ,
USGS,4193500, 2016-10-10,683, A, , , , , , , ,
USGS,4193500, 2016-10-11,617, A, , , , , , , ,
USGS,4193500, 2016-10-12,577, A, , , , , , , ,
USGS,4193500, 2016-10-13,500, A, , , , , , , ,
USGS,4193500, 2016-10-14,373, A, , , , , , , ,
USGS,4193500, 2016-10-15,367, A, , , , , , , ,
USGS,4193500, 2016-10-16,384, A, , , , , , , ,
USGS,4193500, 2016-10-17,444, A, , , , , , , ,
USGS,4193500, 2016-10-18,435, A, , , , , , , ,
USGS,4193500, 2016-10-19,305, A, , , , , , , ,
USGS,4193500, 2016-10-20,617, A, , , , , , , ,
USGS,4193500, 2016-10-21,1870, A, , , , , , , ,
USGS,4193500, 2016-10-22,5110, A, , , , , , , ,
USGS,4193500, 2016-10-23,6210, A, , , , , , , ,
USGS,4193500, 2016-10-24,3770, A, , , , , , , ,
USGS,4193500, 2016-10-25,3150, A, , , , , , , ,
USGS,4193500, 2016-10-26,1980, A, , , , , , , ,
USGS,4193500, 2016-10-27,1650, A, , , , , , , ,
USGS,4193500, 2016-10-28,1450, A, , , , , , , ,
USGS,4193500, 2016-10-29,1320, A, , , , , , , ,
USGS,4193500, 2016-10-30,1320, A, , , , , , , ,
USGS,4193500, 2016-10-31,1340, A, , , , , , , ,
USGS,4193500, 2016-11-01,1420, A, , , , , , , ,
USGS,4193500, 2016-11-02,1610, A, , , , , , , ,
USGS,4193500, 2016-11-03,2020, A, , , , , , , ,
USGS,4193500, 2016-11-04,3000, A, , , , , , , ,
USGS,4193500, 2016-11-05,2440, A, , , , , , , ,
USGS,4193500, 2016-11-06,2620, A, , , , , , , ,
USGS,4193500, 2016-11-07,2070, A, , , , , , , ,
USGS,4193500, 2016-11-08,1680, A, , , , , , , ,
USGS,4193500, 2016-11-09,1360, A, , , , , , , ,
USGS,4193500, 2016-11-10,1240, A, , , , , , , ,
USGS,4193500, 2016-11-11,1050, A, , , , , , , ,
USGS,4193500, 2016-11-12,1000, A, , , , , , , ,
USGS,4193500, 2016-11-13,843, A, , , , , , , ,
USGS,4193500, 2016-11-14,733, A, , , , , , , ,
USGS,4193500, 2016-11-15,711, A, , , , , , , ,
USGS,4193500, 2016-11-16,679, A, , , , , , , ,
USGS,4193500, 2016-11-17,620, A, , , , , , , ,
USGS,4193500, 2016-11-18,642, A, , , , , , , ,
USGS,4193500, 2016-11-19,848, A, , , , , , , ,
USGS,4193500, 2016-11-20,459, A, , , , , , , ,
USGS,4193500, 2016-11-21,569, A, , , , , , , ,
USGS,4193500, 2016-11-22,736, A, , , , , , , ,
USGS,4193500, 2016-11-23,732, A, , , , , , , ,
USGS,4193500, 2016-11-24,949, A, , , , , , , ,
USGS,4193500, 2016-11-25,1190, A, , , , , , , ,
USGS,4193500, 2016-11-26,1610, A, , , , , , , ,
USGS,4193500, 2016-11-27,1440, A, , , , , , , ,
USGS,4193500, 2016-11-28,1320, A, , , , , , , ,
USGS,4193500, 2016-11-29,3530, A, , , , , , , ,
USGS,4193500, 2016-11-30,8060, A, , , , , , , ,
USGS,4193500, 2016-12-01,7460, A, , , , , , , ,
USGS,4193500, 2016-12-02,5740, A, , , , , , , ,
USGS,4193500, 2016-12-03,4120, A, , , , , , , ,
USGS,4193500, 2016-12-04,3420, A, , , , , , , ,
USGS,4193500, 2016-12-05,2680, A, , , , , , , ,
USGS,4193500, 2016-12-06,2420, A, , , , , , , ,
USGS,4193500, 2016-12-07,2560, A, , , , , , , ,
USGS,4193500, 2016-12-08,2870, A, , , , , , , ,
USGS,4193500, 2016-12-09,2800, A, , , , , , , ,
USGS,4193500, 2016-12-10,2310, A, , , , , , , ,
USGS,4193500, 2016-12-11,2060, A, , , , , , , ,
USGS,4193500, 2016-12-12,2150, A, , , , , , , ,
USGS,4193500, 2016-12-13,1740, A, , , , , , , ,
USGS,4193500, 2016-12-14,1550, A, , , , , , , ,
USGS,4193500, 2016-12-15,1290, A, , , , , , , ,
USGS,4193500, 2016-12-16,1190, A, , , , , , , ,
USGS,4193500, 2016-12-17,1300, A, , , , , , , ,
USGS,4193500, 2016-12-18,1130, A, , , , , , , ,
USGS,4193500, 2016-12-19,1120, A, , , , , , , ,
USGS,4193500, 2016-12-20,1110, A, , , , , , , ,
USGS,4193500, 2016-12-21,1150, A, , , , , , , ,
USGS,4193500, 2016-12-22,1020, A, , , , , , , ,
USGS,4193500, 2016-12-23,1080, A, , , , , , , ,
USGS,4193500, 2016-12-24,933, A, , , , , , , ,
USGS,4193500, 2016-12-25,957, A, , , , , , , ,
USGS,4193500, 2016-12-26,2940, A:e, , , , , , , ,
USGS,4193500, 2016-12-27,22600, A:e, , , , , , , ,
USGS,4193500, 2016-12-28,25100, A:e, , , , , , , ,
USGS,4193500, 2016-12-29,19100, A, , , , , , , ,
USGS,4193500, 2016-12-30,15400, A, , , , , , , ,
USGS,4193500, 2016-12-31,12200, A, , , , , , , ,
USGS,4193500, 2017-01-01,9000, A, , , , , , , ,
USGS,4193500, 2017-01-02,7060, A, , , , , , , ,
USGS,4193500, 2017-01-03,9510, A, , , , , , , ,
USGS,4193500, 2017-01-04,27200, A, , , , , , , ,
USGS,4193500, 2017-01-05,26000, A, , , , , , , ,
USGS,4193500, 2017-01-06,15700, A, , , , , , , ,
USGS,4193500, 2017-01-07,10600, A, , , , , , , ,
USGS,4193500, 2017-01-08,5780, A, , , , , , , ,
USGS,4193500, 2017-01-09,3910, A, , , , , , , ,
USGS,4193500, 2017-01-10,3050, A, , , , , , , ,
USGS,4193500, 2017-01-11,4430, A, , , , , , , ,
USGS,4193500, 2017-01-12,14700, A, , , , , , , ,
USGS,4193500, 2017-01-13,36600, A, , , , , , , ,
USGS,4193500, 2017-01-14,33200, A, , , , , , , ,
USGS,4193500, 2017-01-15,23100, A, , , , , , , ,
USGS,4193500, 2017-01-16,16100, A, , , , , , , ,
USGS,4193500, 2017-01-17,15600, A, , , , , , , ,
USGS,4193500, 2017-01-18,29500, A, , , , , , , ,
USGS,4193500, 2017-01-19,26600, A, , , , , , , ,
USGS,4193500, 2017-01-20,23100, A, , , , , , , ,
USGS,4193500, 2017-01-21,32700, A, , , , , , , ,
USGS,4193500, 2017-01-22,30400, A, , , , , , , ,
